FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian_Other_Pacific_Islander,Percent_Native_Hawaiian_Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
15000,Hawaii,0,2015,0,5675.54,13.8,8.18013396,15.3,22.45784349,7.7,18.19556925,93.13210826,19.5,40.54545455,455.4,34.98352591,7.754507675,83.88918,81.62079,193.51108,28.19,81.27011536,66.97359211,4.770315571,14.4,124225,28952,29.892533,6.70826172,263.4559357,51.99553241,0,0,27.83407966,39.3,12437,277.1,52.37891699,6.1,8.3,202,14.16922775,10.25259337,9.022706261,3.752251413,42.02118,67798,38.28172036,1.7,1404054,21.88420104,15.63736153,29417,2.095147338,6113,0.435382115,528642,37.65111598,139982,9.969844465,138065,9.833311254,323463,23.03778915,61039,4.742458676,49.45963617,109812,8.072625103
16000,Idaho,0,2015,0,6045.53,14.7,6.537502628,16.5,27.28056556,7.2,19.47091546,78.59467639,14.5,31.8,285.1,34.65962234,18.4561625,61.78998,63.89039,157.55495,36.41,80.66069429,63.65809375,6.213253169,19.2,86701,21181,24.74826266,7.66421345,209.7303872,65.63690897,10.06,6.468064963,15.75078845,20.9,14942,305.5,48.54036775,6,8.9,63,15.79592512,10.40623345,14.68897665,9.024868425,74.37338,46621,38.97732186,2,1612136,26.53504419,13.84138807,10601,0.657574795,27422,1.700973119,22339,1.385677139,3083,0.191236968,190250,11.80111355,1340334,83.14025616,32781,2.236681134,49.93697802,461212,29.42187394
17000,Illinois,0,2015,0,6349.4,15.1,8.361998513,18.3,27.33122821,7.8,22.8759533,89.41938324,20,36.933872,525.8,35.00027522,14.56546809,78.97319,68.81623,146.70705,65.17,82.45967187,66.74741046,9.152815144,20.6,111661,23045,32.0645789,9.878639297,429.6373975,49.68577157,12.54,1.814304113,18.53561701,39.6,128644,324.5,54.95674701,7.1,9.2,300.1,14.24290237,10.75243804,8.732513357,3.706627183,44.27837,56212,21.37749706,6.5,12882135,23.4689902,13.53534177,1827588,14.18699618,75476,0.58589667,658267,5.109921609,8091,0.062807912,2121248,16.46658725,8082918,62.74517384,573172,4.76540024,50.88948377,1477079,11.51212972
18000,Indiana,0,2015,0,7527.6,16.1,8.211153406,22.8,31.2961994,7.2,26.79905341,74.61160905,15.9,25.61851556,451.3,38.88937566,16.62958023,65.86783,50.67797,121.93151,70.01,86.60736579,60.22996898,7.517198394,21.9,91698,21094,33.03013613,12.67795098,333.6475162,61.67072803,13.53,3.539856741,13.84686619,29.9,78120,380.8,60.12097239,7.7,10.8,159.4,15.6585238,13.63924684,12.31431675,8.704371826,51.46934,47508,39.67706447,5.4,6570902,24.1371276,13.92553108,603260,9.180779138,25990,0.395531694,124018,1.887381672,3958,0.060235262,422454,6.429162998,5300217,80.66193956,96644,1.587604841,50.74849693,1786702,27.55639361
19000,Iowa,0,2015,0,5911.22,11.2,6.762007945,17.5,29.90673759,7.8,24.28681299,78.71334759,20.1,23.34997227,370.1,29.86286418,9.89021253,72.7347,59.89485,100.47191,55.72,89.11629654,69.14419942,4.647553357,16,95799,22713,28.69726829,15.57485461,262.6515275,58.72986716,10.85,6.67869138,11.93756229,19.1,30480,310,45.79150566,5.2,9.1,68.1,12.67750227,7.39123733,12.91581013,4.067336418,66.13996,52286,31.92671466,2,3090416,23.42830221,15.56033233,96711,3.129384523,14742,0.477023158,63291,2.047976713,2753,0.089081858,168806,5.462241977,2706690,87.58335447,44153,1.54114759,50.38205213,1096099,35.98067198
20000,Kansas,0,2015,0,6811.92,12.7,7.162888036,17.5,30.29120358,7.2,24.07765421,78.18898482,15.3,33.29928499,385.8,39.88426646,14.36955417,73.91096,52.79968,156.56763,59.88,84.68266648,68.14543616,5.422216591,18.4,98202,22635,29.31294368,13.80849335,359.7373625,64.97770935,10.85,4.165451012,13.13332971,19.6,30050,342.5,58.85386499,7.2,9.6,115.6,14.79085417,9.68291509,14.93098435,7.068696195,77.54089,50892,38.54205238,4.1,2893957,25.02082788,13.99685621,169331,5.851192675,34384,1.188130992,77225,2.668491619,3084,0.106566891,323560,11.18053931,2232188,77.13272865,64046,2.402915044,50.17382774,736157,25.80184206
21000,Kentucky,0,2015,0,8899.65,21.1,9.051573383,25.6,32.06379766,7.2,29.11947882,72.01239259,11.8,28.88402626,394.3,48.39695789,16.24848722,64.46878,59.42718,150.82037,94.4,86.1176903,58.13983151,8.267602764,25.5,87048,17020,34.30048822,10.77980054,234.878324,81.04686144,13.47,9.329328554,14.12569858,27.8,63669,446.1,61.30832554,6.9,11.8,144.7,16.67604553,20.25719143,18.41442336,5.981395215,80.74543,43307,46.71789932,4.9,4395295,23.07021486,14.43024871,349667,7.955484217,12513,0.284690789,57865,1.316521417,3494,0.079494095,145761,3.316296176,3763110,85.61677885,42750,1.047160945,50.77927648,1806024,41.61952654
22000,Louisiana,0,2015,0,9131.01,19.6,10.93961325,21.7,34.13862386,6.8,29.90346581,75.76247879,15.5,33.03155007,594.4,50.17888037,19.43522987,64.32136,50.61107,102.36798,80.31,73.34963314,54.77704945,6.153000504,28.4,94449,17171,43.39835193,9.887235536,535.7427071,74.84538264,10.83,15.45433792,16.43906764,31.6,63167,443.9,75.0630785,9.2,12.1,451.7,16.91043229,14.37623016,19.60365992,5.57467315,56.05917,44234,59.66021695,12.5,4625470,24.06148997,13.26321433,1481596,32.03125304,34896,0.754431442,80316,1.736385708,2878,0.062220704,216840,4.687956035,2756980,59.60432129,57079,1.341175636,51.05507116,1215567,26.81374924
23000,Maine,0,2015,0,6198.74,12.9,6.535606093,18.6,27.91354212,7.5,21.40402141,71.60583606,17.2,33.85620915,256.8,23.15759051,12.38570489,106.98229,56.38778,383.27127,55.08,85.12028944,63.24577303,6.679238843,18.2,91883,20636,32.3762988,11.2549579,122.6673934,62.64068951,10.28,2.263777235,15.41153009,30.2,15257,315.2,46.33992727,6,9.8,102.2,15.49813721,11.76787089,12.15511345,4.85919885,99.29971,47095,0,2.2,1328302,19.66992446,17.69680389,17170,1.292627731,9050,0.681320965,14916,1.122937404,450,0.033877838,19258,1.449820899,1248576,93.99790108,7450,0.590733493,51.04878258,814819,61.34017786
24000,Maryland,0,2015,0,6458.54,12.6,9.045594849,15.4,28.37388029,8.2,22.93919478,94.42265351,15.4,34.04,450.9,29.40097037,11.76125942,88.43477,71.81875,177.65779,53.82,83.45332601,67.48567286,6.57817708,13.9,140506,31285,33.96985466,8.959034001,505.5223772,54.22853704,12.54,16.23387263,17.14477007,47.2,59223,320.8,55.15996761,7.7,10,632.9,13.13946337,12.82895762,10.21339322,4.190112627,68.12492,72482,35.53108235,8.4,5928814,22.67775646,13.40876944,1730416,29.18654557,32903,0.554967655,364308,6.144702802,5989,0.101015144,532374,8.97943501,3160614,53.30938026,164305,3.004876604,51.51202247,739221,12.80357395
25000,Massachusetts,0,2015,0,5117.53,11.6,7.757695232,15.2,23.87539197,8.4,21.35829565,94.55260828,19.5,27.66333137,354.3,18.27926517,4.486774682,102.64599,91.20216,449.36188,62.73,84.68473137,70.95692404,7.073985162,16.2,132934,24887,30.56891368,9.32570826,434.1218161,45.04714967,10.48,9.759381747,18.95409549,40.1,57642,271.1,35.58600411,4.9,8.9,314.6,11.88358242,13.0411336,5.96585819,1.352533914,87.88517,66794,30.29152406,2.7,6692824,20.82747133,14.78168259,442796,6.615981535,31720,0.473940447,402787,6.018192022,6503,0.097163768,703679,10.51393253,5026247,75.09904638,274586,4.401289871,51.51798404,525640,8.027944161
26000,Michigan,0,2015,0,7217.74,14.3,8.410411643,19.7,31.5791324,7.2,22.77232143,83.20995099,18.3,30.73234525,481.3,30.82126758,13.36719584,80.22575,67.33281,185.42543,64.52,77.74805949,65.55348406,8.780300854,23.7,95395,20186,33.74626615,10.22729112,464.2826173,60.15154026,11.49,0.769756701,17.06220361,31.7,115779,357.2,55.20859051,7.6,10.8,169.3,16.79641337,13.18585882,10.33812753,4.288578075,65.20055,48200,41.38625275,6.9,9895622,22.68883149,15.03283978,1380631,13.95193753,70543,0.712870803,269538,2.72381059,3799,0.038390715,466594,4.715155854,7526805,76.06196963,135337,1.4551056,50.89460774,2513683,25.43276566
27000,Minnesota,0,2015,0,5038.05,10.5,6.515359622,16.2,25.94966021,8.3,19.28633851,84.70215925,19.3,30.62563068,335.7,23.79777926,9.194842592,89.86568,65.38287,171.61158,44.87,77.81711129,73.32346148,5.058802164,14,110543,25575,27.53817476,13.24189615,229.247172,55.9380868,12.03,0.733410562,14.58148802,29,43953,262.6,42.79711979,5.1,7.6,149.5,10.74651538,7.704409771,9.258831989,5.457501477,81.19357,60664,29.73177348,2.1,5420380,23.59817946,13.94878219,297370,5.486146728,70859,1.30726997,244470,4.510200392,3397,0.062670883,270545,4.991255226,4441604,81.94266823,102977,2.061055288,50.31162022,1417614,26.72764038
28000,Mississippi,0,2015,0,10031.31,21.5,12.05395836,23.2,35.30369415,5.6,32.4862762,58.98610756,11.5,19.8041693,772.4,59.43122128,19.7245823,52.59762,42.95925,105.00778,78.46,75.26711688,57.16320687,8.610624408,34,81038,15356,45.15726788,12.32191351,266.6477118,81.8274735,12.16,8.032584447,16.52351022,30.3,45313,485.1,83.09892194,10.2,13.5,338.2,22.30507557,10.76405799,25.62087691,7.444369662,67.49784,38191,63.35547543,10.3,2991207,24.65332556,13.91745874,1110219,37.11608725,17483,0.584479777,29614,0.990035126,1830,0.061179317,87327,2.919456928,1718461,57.45042052,24589,0.887277283,51.37123576,1503073,50.65461934
29000,Missouri,0,2015,0,7714.26,16,8.002492547,22.6,30.86912799,7,26.2841825,77.45637908,17,34.60403345,462.2,39.51237395,15.84181736,69.49532,52.08324,143.8907,64.7,86.01513168,63.83887744,6.537919929,22.2,92568,20236,33.60011073,11.87481609,451.9759972,73.91677699,10.19,4.351633982,14.24299256,30.1,74293,381.4,59.91917264,7.2,10.6,222.7,17.12109025,14.38146618,15.45503254,7.372511109,57.29487,46905,38.11085509,7.2,6044171,23.1245112,15.01904893,698121,11.55031848,32211,0.532926683,110462,1.827579001,8101,0.13402996,232947,3.854076928,4860145,80.41044835,57892,1.029342813,50.96172825,1770556,29.56382671
30000,Montana,0,2015,0,7226.72,13.5,7.276744186,18.1,24.48982655,7.2,21.99000077,71.80768434,18.8,46.91358025,380.7,34.83143136,21.56764552,76.60617,66.49165,214.74342,47.02,83.2817825,67.39875967,5.635681161,20.8,88241,20092,29.19438016,14.31639939,271.8166328,87.98437843,10.91,11.71314529,14.7263287,15.5,11496,337,61.01582374,6.2,7.6,45.2,14.58302865,12.73551608,21.62854502,11.93820531,84.12426,46893,32.88467077,3.2,1015165,22.06350692,16.23066201,5341,0.526121369,66256,6.526623751,7776,0.765983855,854,0.084124256,33689,3.318573828,882812,86.96241498,2628,0.280315814,49.78175962,436401,44.1069723
31000,Nebraska,0,2015,0,5791.62,12,6.960702228,17.6,29.17988735,7.8,23.84699699,81.39449314,19.5,35.39823009,363.7,32.01947194,12.87640159,71.19279,68.98523,204.1192,55.76,86.3530763,69.98649547,3.904828224,17.1,96456,22865,28.30284844,14.24394713,263.5888347,54.33801993,12.08,8.442226537,12.70635248,16.9,17223,304.5,49.64023066,5.8,8.6,115.1,13.37087886,6.012750025,12.65593256,6.484021916,80.43817,51502,34.59621104,3.6,1868516,24.85116531,14.12928763,85707,4.586902119,25092,1.342883872,38627,2.067255512,2175,0.116402536,185419,9.92332953,1512922,80.96917554,46853,2.738084107,50.23719358,490655,26.86546488
32000,Nevada,0,2015,0,7065,17.3,8.165225745,20.8,24.73329847,7.4,20.74678685,87.26559876,18.2,33.01737757,403.7,43.63148291,24.53981636,56.28992,55.87541,141.606,51.97,63.64387755,55.540467,9.8424761,22.7,100397,23456,35.96296953,4.204527043,610.7711491,67.64243055,12.47,0.911326126,22.17757464,28.4,31759,361.9,51.00799088,5.9,8.4,310,16.82137031,20.6384301,11.75124749,16.68996301,43.97635,51250,46.21435103,6,2790136,23.71228499,13.65166429,226433,8.115482543,45314,1.62407854,225797,8.092687955,20599,0.738279424,767050,27.49149145,1457777,52.24752485,156943,6.163018824,49.62847689,156754,5.804519152
33000,New Hampshire,0,2015,0,5275.19,11.4,6.825613953,16.7,27.13775259,8.6,20.63329336,90.0829491,17.6,32.22416813,232.6,16.63550315,12.62808373,92.60115,67.39914,228.26548,50.74,86.44626543,67.71785401,5.269278712,10.9,120077,28412,27.20711358,10.25957093,181.0795964,56.91176627,10.48,15.65742057,16.03026007,36.8,12713,280.8,33.36546304,5,9.1,102.9,10.925118,12.72762162,9.25250309,4.341235612,89.91589,64064,21.2642001,1.3,1323459,20.48586318,15.3540835,16435,1.241821621,3767,0.28463292,32034,2.420475436,620,0.046846937,41992,3.172897687,1211675,91.55364843,12317,0.984529058,50.60572334,522598,39.69691676
34000,New Jersey,0,2015,0,5558.3,14.7,8.400071626,15.6,24.43059713,8.1,24.29771927,95.60376865,16.1,26.43202208,307.6,21.6222654,14.56678802,85.599,80.66891,143.57246,60.79,87.22570263,66.01727595,8.193183469,16.5,141390,28266,29.37860417,8.265469695,301.9972787,40.87671741,11.26,6.492084005,22.68588163,40.9,81695,288.9,39.21691967,5.3,9,488.2,12.994284,9.204702149,7.135643059,5.376735084,34.75539,70224,28.76769994,4.6,8899339,22.72210329,14.42205989,1146713,12.88537272,52949,0.594976773,816925,9.179614351,8531,0.095861052,1684010,18.92286607,5125300,57.59191778,527257,6.356707018,51.18777923,467768,5.320446311
35000,New Mexico,0,2015,0,7968.11,17.2,8.682659995,18.7,23.53886687,6.2,19.75472889,75.10779782,13.7,34.06214039,570.5,56.96218735,21.52963475,73.65006,57.45013,318.32549,50.11,70.46954958,58.62562151,6.875178813,30.1,92115,18149,39.84324215,8.132194187,571.4766971,93.94217962,9.95,7.45410057,17.31430446,25.1,23713,360,57.64014849,5.9,7.9,144.6,18.56115784,23.44198324,17.74139901,8.677987077,64.64338,44026,61.60308399,7.5,2085287,24.33909577,14.70593736,37936,1.819222006,215885,10.35277159,34064,1.633540131,3419,0.163958247,986555,47.31027432,820700,39.35669287,95045,4.929277612,50.43324972,464818,22.5729769
36000,New York,0,2015,0,5456.72,15,8.160373644,16.6,24.19175277,8,23.46661039,91.40691385,17,23.83375742,513.8,23.65724394,12.63514778,82.63048,76.63174,216.10465,59.15,77.20172637,65.65394488,7.651181586,22.9,120681,21792,34.80154913,7.87265944,399.7763914,40.87150368,11.68,26.24010181,24.00070125,35.5,177285,285.4,44.79870119,5.6,9.4,810,14.09659278,9.086333843,6.926091633,4.176493294,79.19648,57255,42.37580406,4.3,19651127,21.57624853,14.41383489,2862023,14.56416724,187703,0.955176769,1610359,8.194741197,25557,0.13005361,3606786,18.35409236,11233527,57.16479772,1312592,7.163835281,51.47253895,2349997,12.12707519
37000,North Carolina,0,2015,0,7212.25,17.5,9.050690468,20.2,28.95681473,6.6,24.89302133,75.77974813,13.2,32.83651607,518.8,41.67305144,19.02139087,69.08275,50.75111,180.94934,56.72,81.09665178,63.76865562,8.021988695,25.1,92305,19418,36.14979972,11.6918731,355.269555,63.83250084,12.33,3.968888791,16.21671779,30,113459,364.5,59.82224654,8.2,10.7,309.5,18.59984026,12.45088877,15.37460389,7.926568804,79.09172,45946,44.45029525,6.4,9848060,23.20868273,14.28808314,2101341,21.3376137,153213,1.555768344,251597,2.55478744,11411,0.115870537,872805,8.862710016,6343384,64.41252389,246911,2.735045897,51.25322145,3233727,33.91256636
38000,North Dakota,0,2015,0,6388.29,11.5,6.522993435,18.1,29.51613546,8.5,24.77311172,68.10662052,21.8,46.41350211,415.7,27.97498361,12.04260874,78.18441,58.47444,145.14932,56.09,84.86832947,74.38941853,2.899201933,12.4,100468,23066,25.88552809,17.28061198,240.454108,63.75255721,10.01,3.116990221,11.02199735,12.9,6468,307.1,65.032955,6.3,8.4,32.7,7.73839812,3.824024788,16.89834418,7.272171292,98.97801,56800,25.39376933,1.9,723393,22.48957344,14.2128829,12498,1.727691587,39395,5.445864143,8624,1.192159725,516,0.071330522,20771,2.871329969,631555,87.30454953,3521,0.546309887,48.85200714,269719,40.10148813
39000,Ohio,0,2015,0,7466.14,15.3,8.638136382,21.2,30.17206064,7.1,26.21118976,82.92038039,17.5,35.65965583,460.3,36.04040961,13.50577023,74.85994,57.2648,128.57356,71.71,81.8205483,62.7128092,7.368544833,22.7,94663,20122,34.90950796,11.49665742,307.2300736,61.79993132,13.49,4.256171522,15.12262283,29.1,141807,375.2,59.08319712,7.8,11.2,178.4,17.17023014,14.95443714,10.36432634,5.624907383,51.05953,48138,37.61619053,5.4,11570808,22.9009936,15.14411958,1414464,12.22441855,31327,0.27074168,219975,1.901120475,5634,0.0486915,389271,3.364250794,9310848,80.46843401,105147,0.969708897,51.08674347,2546810,22.07609862
