FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian_Other_Pacific_Islander,Percent_Native_Hawaiian_Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
25000,Massachusetts,0,2017,0,5200.7,14.18802725,7.667108024,13.99191083,24.08176645,8.3,20.28394486,93.84383263,19.48309899,27.83925451,317.8,15.52298826,3.761397552,105.21232,95.62256,507.65172,52.77,87.28766878,71.79151498,4.981743467,14.9,137875,25294,30.87094433,9.410846609,403.3931649,50.32520144,8.6,0,18.58253183,41.4,62963,274.5,34.23701344,4.593830428,9.225537857,329,11.1,20.23461677,5.643479602,1.523607492,101.83353,70659,39.92310429,2.3,6794422,20.41508461,15.38353079,468029,6.88842995,32751,0.482027758,445927,6.5631337,6863,0.101009328,759194,11.17378344,4996581,73.53945634,281359,4.438017617,51.48788227,525640,8.027944161
26000,Michigan,0,2017,0,7222.4,16.83913378,8.390815564,20.70245453,31.39874387,7.2,22.68901301,83.53554966,20.01505844,29.41810345,447.2,27.74909612,10.09542373,80.39454,70.21362,215.89152,56.13,80.97033375,66.64308773,5.423333577,22.2,97986,20600,34.31991661,10.06066977,443.9139948,65.15770752,8.7,0,16.92957356,32.2,123888,359.7,54.04127062,7.24107567,10.5634116,185.4,15.7,17.81144591,9.592502275,3.95727516,78.19542,51063,46.61740467,6.4,9922576,22.24527179,15.82926651,1378855,13.89613947,71545,0.721032522,297650,2.999725071,3998,0.040291956,485974,4.89765964,7498342,75.56850157,135603,1.454221197,50.83788726,2513683,25.43276566
27000,Minnesota,0,2017,0,5071.2,11.86679506,6.47080539,16.20678335,27.04415514,8.2,18.70901872,83.52009125,21.10178508,30.90530697,367.3,20.5233363,6.736307729,90.54138,67.78279,197.337,37.11,82.7122122,74.07816503,3.704060495,13.1,114956,26301,28.06637983,13.11301658,231.4677549,60.30752408,9.3,0,14.344661,29.9,47407,262.2,43.67884858,5.077762775,7.881465442,162.4,10.4,9.903986321,8.143055544,3.739413051,91.33644,63459,38.33970323,2,5489594,23.39675757,14.6758212,317130,5.776929952,73101,1.331628532,268042,4.882729032,3567,0.064977483,284214,5.177322767,4446535,80.99934166,107912,2.128479598,50.27202376,1417614,26.72764038
28000,Mississippi,0,2017,0,10077.2,22.23134154,11.7923065,22.54627043,35.2029592,5.5,31.94203212,57.48342684,13.29756973,23.28723062,655.4,51.5031262,17.1033305,52.73742,44.71427,122.27917,67.77,75.73758361,58.3521243,6.522789651,31.5,81912,15542,45.39726069,12.33768381,271.3202319,82.75853576,9.5,0,16.65280426,31,48636,495.5,77.22173144,9.64882794,13.61770865,366.9,22.3,11.17222729,22.90204958,5.650280372,83.04557,40630,73.68129439,10.1,2992333,24.29034469,14.69425361,1115184,37.2680447,17810,0.595187768,31774,1.061847061,1826,0.06102262,91564,3.059953555,1706249,57.02069255,24094,0.863476527,51.48100161,1503073,50.65461934
29000,Missouri,0,2017,0,7711.8,16.61660202,8.044234736,22.25655529,30.75930816,6.9,24.98468684,76.30852739,17.68503972,31.66833167,462.9,35.18747869,13.67515681,70.58526,54.22712,159.90343,56.61,89.6897272,65.1093069,4.996774006,20.4,94781,20548,33.712942,11.64491855,442.4110032,76.75660767,9.5,0,14.64410859,30.5,79611,386.4,57.90241778,6.822315444,10.8621352,237.3,16.8,17.35982082,13.72168427,7.329801584,70.61525,50200,51.29420863,7.2,6083672,22.87230475,15.6964741,705760,11.60088841,33499,0.550637839,121406,1.995603971,8857,0.145586416,247567,4.069367974,4857557,79.84580694,56865,1.003144297,50.93349872,1770556,29.56382671
30000,Montana,0,2017,0,7142.3,14.2266871,7.321135323,18.91040774,24.97110167,7.2,20.48197058,67.3133114,21.75410741,46.2700661,413,32.23925582,16.78360642,76.2032,67.47671,244.34895,39.83,85.30780115,67.63115242,4.121263831,18.8,91081,20521,29.36163858,14.14644107,283.059314,90.79743915,6.2,0,15.22964059,15.8,12600,344.5,57.49912247,6.157320111,8.098691503,46.4,13.6,13.0221347,19.8058291,8.321978692,96.03572,49650,43.64666524,3,1032949,21.91976564,17.23328064,5656,0.547558495,67916,6.574961591,8582,0.830825142,922,0.089259005,37201,3.601436276,893712,86.52043809,2593,0.271802365,49.72355847,436401,44.1069723
31000,Nebraska,0,2017,0,5926.8,13.44945796,6.810230262,17.099318,29.80984237,7.6,21.50924679,79.67641311,20.38406032,35.62790698,401.3,29.01425886,11.04894499,74.99324,72.03919,225.39935,46.89,87.40495415,70.45764698,2.988210045,15.9,100463,23390,28.70476025,14.11637398,267.3424738,56.85773527,8.2,0,13.10305394,17.5,18508,306.8,49.49860541,5.484084234,8.889415389,120.3,13,6.517647505,12.20789718,5.382868498,93.76697,55073,44.26711452,3.5,1896190,24.80431813,14.69847431,88699,4.677748538,26492,1.397117378,44479,2.345703753,2338,0.12329988,197416,10.41119297,1516993,80.00216223,47977,2.758362564,50.15436217,490655,26.86546488
32000,Nevada,0,2017,0,6970.6,17.18928327,8.128561534,17.54793682,26.79903716,7.6,20.80844234,87.72720826,15.80546431,32.80346821,424.4,37.20268783,17.3336293,57.16602,59.11766,171.64531,42.39,72.72188026,56.89067878,6.744831011,21.6,99468,23123,36.48820705,4.173859383,615.5338366,69.32416191,5.9,0,22.0552244,28.8,34848,360.5,47.82551926,5.576752611,8.855392636,331.8,14.9,20.86834865,10.19210835,9.896539027,54.75908,52544,52.34484218,5.5,2890845,23.14769557,14.60188976,242182,8.377550509,47610,1.646923304,246974,8.54331519,21876,0.756733758,813391,28.13679045,1466661,50.73468138,162777,6.21327049,49.82259512,156754,5.804519152
33000,New Hampshire,0,2017,0,5537.3,11.47441872,6.90761978,15.90869056,27.90680122,8.4,19.92475427,84.4162799,18.37975802,31.18081181,271,14.67496715,10.96381397,94.21071,70.86986,255.29683,44.8,88.47527695,68.84354044,3.435426052,11,123803,29098,28.34101468,10.47623139,199.7486773,68.41604691,7.75,0,16.10628178,38.2,14120,290.3,35.00136013,4.634627758,9.428747858,103.6,10.5,24.09015092,8.451894024,4.343134998,105.29021,70003,28.9942277,1.4,1330608,19.84040379,16.45428255,16649,1.251232519,3885,0.29197179,34843,2.618577372,639,0.048023159,45619,3.428432717,1211229,91.02823672,11785,0.936351162,50.57477484,522598,39.69691676
34000,New Jersey,0,2017,0,5470.2,15.23718994,8.288307382,13.52944752,25.62738765,8.2,22.92928521,94.54880826,17.64769677,24.33936022,336,18.54281993,12.55390698,85.36418,82.61877,171.39962,50.3,90.05041448,66.8844937,5.611033105,15.5,144470,28149,29.54959664,8.34398521,279.929252,47.21312826,9.8,0,23.02678241,41.7,84571,280.4,36.40468159,4.962344177,9.265352995,505.8,11.8,14.93159661,6.513106951,4.878412701,42.63222,72337,36.75617846,4.3,8958013,22.31321834,14.99915216,1157019,12.91602278,53775,0.600300535,868800,9.698579361,9202,0.102723673,1762181,19.67156109,5037715,56.23696907,528888,6.318272551,51.19323895,467768,5.320446311
35000,New Mexico,0,2017,0,8207.1,20.24878754,8.675073969,17.52600768,24.00006307,6.3,18.66325387,73.47277726,13.78016124,32.10310486,554.3,50.56831128,17.08004601,75.99834,61.72339,353.5067,43.14,69.87464969,59.32590639,6.593266826,27.2,93194,17761,40.02222607,8.208779174,589.8123153,96.86551743,6.4,0,17.97451243,25.1,25669,374.3,53.74005549,5.75749937,8.185892711,155.7,17.2,24.07301316,16.23999266,7.785720718,76.4948,45524,62.58651082,7,2085109,23.83127213,15.84593419,39126,1.876448665,219237,10.51441435,35933,1.723315184,3485,0.167137545,1001258,48.01945606,801529,38.44062828,92668,4.761660076,50.43803465,464818,22.5729769
36000,New York,0,2017,0,5339.1,16.15738369,8.069824127,15.21924894,24.59074694,8,23.96618967,90.72982999,18.21582592,23.02977233,502.8,21.10920571,10.07050509,83.4286,78.45102,239.91464,47.57,79.33162189,66.7222263,5.300750765,22.3,123551,21854,34.94735009,7.901256275,394.080717,43.95664672,8.6,0,24.28440809,36.3,183059,276.9,41.38027993,5.232208393,9.575870052,784.1,13.5,12.43894035,6.295203132,3.412960488,91.61543,60805,50.89465706,3.8,19795791,21.27127428,14.97447109,2886254,14.58013979,190539,0.962522791,1733570,8.757265623,26786,0.135311592,3726804,18.82624443,11092475,56.03451259,1325306,7.165078045,51.44668379,2349997,12.12707519
37000,North Carolina,0,2017,0,7228.1,18.49997193,8.957729178,18.99339167,29.74781788,6.8,24.04350068,75.40673084,14.94163356,32.34068817,478.7,35.78364551,15.1665415,70.90734,53.01309,204.02672,49.03,86.10627397,64.96601937,5.740377263,23.4,94509,19790,36.19288487,11.53664675,341.6283124,65.41803657,9.05,0,16.61308576,30.9,122715,363.1,57.80169941,7.644551892,10.96767277,326.3,17.7,14.02387934,13.64682003,5.543430318,93.65912,47884,57.23251967,5.7,10042802,22.80805696,15.1035936,2146293,21.37145589,156173,1.555073972,284153,2.829419519,12395,0.12342173,916742,9.128348841,6404363,63.77067874,246647,2.671027141,51.28824605,3233727,33.91256636
38000,North Dakota,0,2017,0,6561.5,13.35685704,6.461390496,18.71430952,31.11244895,8.4,22.88536447,65.58487996,24.72640998,46.72131148,477.1,26.90723937,9.290382972,78.16282,61.16838,157.21463,46.22,84.99674894,73.49844323,2.724045305,12.1,108236,24604,27.43769538,16.2410985,260.1614888,66.27144317,7.5,0,10.90437567,13.2,7290,319.2,61.38698202,6.473568782,8.436258857,36.2,8,5.586083804,16.09011761,6.967819999,110.71081,61674,30.45014898,2.2,756927,22.97790936,14.17322939,17490,2.310658756,41315,5.458254231,10564,1.395643173,623,0.082306484,26814,3.54248164,649139,85.75978925,4062,0.603767079,48.62741057,269719,40.10148813
39000,Ohio,0,2017,0,7566.3,15.25286319,8.559545302,21.56188338,31.38323101,7,25.27489764,83.24225433,19.2347729,34.25519741,474.1,32.31249975,9.915039254,76.92664,59.10402,158.01543,59.82,81.23223458,63.96451309,4.865139006,21.2,97349,20413,35.51763603,11.29878888,290.2573716,70.22759034,11.3,0,15.14342354,29.8,152258,382.3,56.52966815,7.671625596,11.71302535,200.5,16.8,24.15580202,9.65243213,5.024549294,67.08616,51086,45.06170762,5.2,11613423,22.63309448,15.86915417,1438705,12.38829413,31847,0.274225782,244720,2.107216796,6155,0.052999017,414641,3.570359919,9265946,79.78651944,107548,0.988494373,51.03484993,2546810,22.07609862
40000,Oklahoma,0,2017,0,9254.4,20.90495643,8.213742336,22.15448045,32.72885401,6.6,29.07298389,69.25987464,13.9208539,29.89690722,536.6,48.99581264,17.92003023,64.15594,57.52507,366.29409,59.24,82.73065486,59.14150065,4.245641007,22,92059,19904,34.21363251,11.61923863,438.6474429,90.29794581,9.2,0,14.45591657,25.5,58136,459.4,69.318478,7.507399695,11.66265486,171.8,16.8,19.69079439,17.98601007,9.135886597,69.97605,48595,60.86233563,6.7,3911338,24.57780432,14.7328101,290745,7.433389802,355795,9.096503549,85766,2.192753477,6718,0.171757082,396459,10.13614778,2602419,66.53526236,76851,2.144272356,50.47413443,1266322,33.75642535
41000,Oregon,0,2017,0,5997.7,18.33769265,6.202845541,17.11839284,26.42318854,7.3,15.27145581,87.71522033,18.78188105,32.82913165,394.6,26.89381363,11.58178912,93.64676,77.09153,402.40984,33.41,74.66671891,67.76957254,5.70479221,19.8,100325,21551,31.06054541,10.40743391,244.5918555,69.01350134,7,0,20.51824815,26.9,44151,310,43.47057435,5.080805946,9.123391126,162.3,15.2,12.4232131,9.283044979,5.062466199,69.14907,54074,52.89651242,2.8,4028977,21.41625529,16.40307205,73459,1.8232668,72327,1.795170337,177473,4.404914697,17674,0.438672149,511901,12.7054833,3086301,76.60259664,120081,3.238578026,50.52912936,726692,18.9683624
