FIPS,State,County,Premature_Deaths,Yrs_Potential_Life_Lost_per100K,Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),Graduation_Rate,Percent_Adults(25-44)_with_Some_Post-secondary_Ed,Percent_Ppl(16+)_Unemployed_&_Looking_for_Work,Percent_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Annual_Avg_Violent_Crimes,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","Percent_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature(under75)_Age_Adjusted_Mortality_per_100K,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_per_1K_live_births,Percent_Adults(20+)_Diagnosed_Diabetes,Number_Ppl(Age13+)_diagnosed_HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Free/Reduced_Lunch,Number_Deaths_due_to_Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian/Other_Pacific_Islander,Percent_Native_Hawaiian/Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural,Year
48099,Texas,Coryell,750,7102.975057,18.42749717,8.283418554,16.21610131,42.2,5.8,24.4,63.84703136,20.71343504,31.91489362,527.3,32.19206111,15.1367486,22.69299,28.07186,52.13346,4344,95.3,62.66798419,4.139005,20.1,91331,24867,27.08416434,6.674408981,174.5,229.3608128,56.99492905,9.5,Yes,11.78148311,24.2,372.3201129,72.3876572,7.491759065,10.1,422.4,18.3,8.466759058,13.80236153,9.143466547,50.79671,48099,52.83217243,3.214248575,74808,22.7956903,10.25157737,12251,16.37659074,856,1.144262646,1608,2.149502727,725,0.969147685,14001,18.71591274,43323,57.91225537,981,1.400708207,50.34889317,14643,19.42351568,2020
48101,Texas,Cottle,0,0,21.87081192,0,15.75920214,21.6,3.2,22.8,84.18604651,15.03203904,0,937.3,34.24657534,27.43022137,0,0,0,5160,80,55.21235521,4.347826087,40.1,64359,15222,48.62385321,21.62941601,4,280.0140007,0,7.2,No,7.352941177,17.9,555.9145491,0,0,15.3,0,18.1,0,0,19.74522293,0,38304,66.82242991,0,1389,23.11015119,24.33405328,141,10.15118791,6,0.431965443,1,0.071994241,2,0.143988481,341,24.550036,884,63.64290857,18,1.235415237,51.47588193,1505,100,2020
48103,Texas,Crane,55,7137.275376,20.18626049,7.751937985,13.09642299,25.4,8.9,19.5,92.13714286,19.09182241,36.36363636,274.3,51.73807599,20.1974001,21.09705,20.85941,0,9712,95.1,44.18796373,3.841870824,13.6,111404,31464,26.42762284,8.438818565,5.5,108.9756291,86.19981939,7.1,No,14.88673139,40.7,388.8643362,0,0,8.1,0,8.4,0,29.67623231,11.46881288,20.85941,61987,53.02768166,0,4794,29.3909053,11.93158114,123,2.565707134,70,1.460158532,44,0.917813934,7,0.146015853,3124,65.16478932,1457,30.39215686,436,9.78017048,49.62453066,468,10.69714286,2020
48105,Texas,Crockett,59,9709.049172,21.74686398,8.383233533,12.93194019,27.1,8.6,21.7,18.31137403,17.33938622,13.63636364,280.6,64.69920545,22.22979884,28.05836,28.57959,0,4657,95,40.3587444,2.978723404,23.4,108737,21040,37.19512195,16.83501684,5,132.2926313,71.19386638,7.3,No,17.13286713,28.5,464.2996159,0,0,5.1,0,9.9,0,0,14.07407407,28.57959,49117,51.05540897,0,3499,24.4927122,17.71934839,20,0.571591883,80,2.286367534,26,0.743069448,3,0.085738783,2320,66.30465847,1095,31.29465562,105,3.153153153,50.07144899,846,22.74805055,2020
48107,Texas,Crosby,104,10116.63702,25.49151622,7.969639469,15.5682498,28.6,8.1,23.5,32.41458987,15.95765617,23.07692308,322.1,53.41446924,22.14540122,33.90405,0,0,5471,94,41.08187135,4.520654716,37.1,74949,16990,47.26587052,15.25682319,4,83.07372793,81.22926961,7.6,No,13.03317536,36.3,509.9130274,0,0,4.9,105.1,12.7,0,0,12.65356265,51.9121,37911,81.38111888,0,5779,26.57899291,18.70565842,175,3.028205572,67,1.159370133,15,0.259560478,4,0.069216127,3222,55.75359059,2287,39.57432082,148,2.710126351,50.56238104,6059,100,2020
48109,Texas,Culberson,0,0,35.18083393,8.411214953,18.54260678,35,8.3,25.1,93.07756464,13.76050288,12.5,313.8,73.06889353,26.11428571,0,0,0,7918,96.4,40.58500914,3.166496425,32.7,65450,16000,57.64925373,0,0,0,89.80691513,5.9,No,15.78947368,14.9,368.0996984,0,0,15.4,0,10.6,0,0,14.33823529,90.7441,42164,75.70332481,0,2204,22.68602541,21.46098004,18,0.816696915,50,2.268602541,44,1.996370236,1,0.045372051,1589,72.09618875,509,23.09437387,164,8.015640274,50.58983666,2398,100,2020
48111,Texas,Dallam,82,8131.094245,21.24260236,6.704980843,15.78433509,35.8,6.8,24.2,92.66000298,19.29918828,0,333,70.51282051,30.45677256,69.36737,27.77778,27.77778,4207,98.5,49.80800878,2.036809816,18.1,98219,28728,12.49451995,13.87347392,46,640.5347072,86.78611422,6,Yes,14.19491525,16.1,393.7991062,0,0,8.3,143.9,12.4,0,30.13682117,22.4914966,152.77778,50587,66.01769912,0,7200,31.56944444,11.44444444,126,1.75,166,2.305555556,83,1.152777778,12,0.166666667,3411,47.375,3454,47.97222222,1109,16.92871317,47.86111111,1578,23.54169775,2020
48113,Texas,Dallas,26180,6851.485536,19.30899162,8.502499773,14.89374664,30,6.9,24.3,96.27462746,18.07889982,31.60547156,703.4,38.9327953,23.04273792,69.4384,83.6691,147.28339,4967,84,57.48149381,3.728742482,20.7,115244,25267,39.15722204,7.321969575,12252,479.5813879,55.7702915,10,Yes,21.56192009,42.3,344.0199492,55.8887806,6.469842706,8.1,807.7,17.2,12.74437792,10.83135651,13.45965371,106.11228,59838,71.61325336,7.708651759,2637772,26.14676325,10.73458965,595756,22.58557601,28609,1.08458957,177748,6.738565729,2945,0.111647254,1068361,40.50240127,755516,28.64220259,277292,11.5987786,50.64819856,16300,0.688304192,2020
48115,Texas,Dawson,179,9352.969602,25.45316909,9.348659004,16.16455029,29.2,7.2,28.1,68.30767006,17.88308869,0,398,67.96818511,21.1633016,23.41372,47.54735,7.92456,3388,98.8,36.36123581,4.31372549,29.9,93305,16734,34.77234401,14.82868961,59,433.7597412,64.18583327,7.3,Yes,9.930715935,19.8,446.3117269,74.92881762,0,16.7,95,12.1,0,16.14900145,12.36574746,55.47191,43726,68.48937844,0,12619,25.59632301,14.92986766,649,5.143038276,155,1.228306522,135,1.069815358,17,0.13471749,7331,58.09493621,4399,34.86013155,528,4.359313078,45.1462081,2254,16.29436854,2020
48117,Texas,Deaf Smith,217,7893.879953,25.43741696,7.787234043,14.66727763,26.7,8.3,20,80.817675,17.75423879,6.666666667,398.2,78.83411581,25.17211704,10.61797,31.98294,5.33049,4265,88.1,47.99402476,2.808590984,25.3,96718,25096,31.66240409,9.556169038,59,310.1182654,56.04136487,7,No,11.5131579,11,402.3327185,54.91720176,0,5.9,89.9,8.7,0,19.5327173,13.07264398,106.60981,44230,79.06438166,0,18760,31.04477612,12.67057569,190,1.012793177,327,1.743070363,119,0.634328358,13,0.069296375,13788,73.49680171,4527,24.13113006,1752,10.16477141,50.05863539,3431,17.71112947,2020
48119,Texas,Delta,117,13278.39289,18.00987966,6.593406593,16.16786891,33.7,6.8,25.1,69.33664691,17.77306061,33.33333333,396.4,40.77849861,18.09933142,18.87505,0,37.39017,6636,98.4,59.60264901,3.414634146,26,98500,21583,33.08702792,9.437523594,1,19.09490166,102.5952806,9.8,No,14.46700508,54.6,589.4240481,0,0,10.6,139.3,19.3,0,37.95683765,12.30529595,37.39017,44410,63.47634764,0,5349,23.18190316,20.82632268,338,6.318938119,124,2.318190316,35,0.654327912,3,0.05608525,452,8.450177603,4287,80.14582165,15,0.306122449,50.25238362,5231,100,2020
48121,Texas,Denton,5705,4350.022976,14.4288525,7.42742772,13.06965028,25.2,7.6,20.2,94.47642217,22.4092735,25.33333333,305.3,14.64222317,12.94510952,63.38121,56.45679,111.98234,4892,94.5,77.14376482,3.174613042,8.1,156810,38378,22.21532856,5.811937193,1321,170.0334403,36.15476818,10.9,No,14.31393205,47.5,230.5477299,34.11985836,4.28003228,8.7,184.4,14.3,7.835442906,7.164355431,8.715586021,64.7216,88384,32.20928568,1.48038977,859064,24.67755604,10.17549333,86735,10.09645382,7205,0.838703519,81613,9.500223499,953,0.110934692,167727,19.52438934,501140,58.33558385,26321,3.487976083,50.79237403,45759,6.905830544,2020
48123,Texas,DeWitt,340,8227.598641,21.84862473,8.504724847,15.26143149,26.6,7.3,34.2,60.11344977,17.39865284,21.73913044,459.8,47.25572237,17.8782727,54.38544,24.76842,14.86105,5546,96.5,43.74645222,3.147996729,25.2,110225,20033,28.91646355,17.30445961,112,537.7505702,67.14740315,9.6,No,13.23011963,30.4,439.9614757,0,0,15.3,46.5,14.3,0,20.17714139,10.9241908,64.39788,49208,72.82704126,0,20187,22.43027691,19.92866696,1700,8.421261208,192,0.951107148,72,0.356665181,8,0.039629465,7174,35.5377223,11038,54.67875365,348,1.818847018,47.48105216,9973,49.62432204,2020
48125,Texas,Dickens,0,0,20.81820466,15.94202899,15.39853165,23.7,7.3,23.6,37.23404255,17.56478258,42.85714286,0,53.82436261,24.49712644,45.26935,0,44.46421,4949,96,41.10898662,4.166666667,27.5,85667,12442,22.73684211,18.10774106,7,316.527244,144.5870233,7.1,No,9.770114943,20.1,412.9228679,0,0,5.5,0,15.4,0,0,18.85057471,44.46421,39627,64.9859944,0,2249,18.85282348,22.81013784,105,4.668741663,50,2.223210316,29,1.289461983,2,0.088928413,710,31.56958648,1367,60.78257003,20,0.949216896,44.64206314,2444,100,2020
48127,Texas,Dimmit,137,7765.619307,34.34091068,8.383233533,17.06846454,32.5,7.2,30.2,67.64705882,14.33291535,5.555555556,806.3,52.80637662,19.27150006,38.39509,29.10361,29.10361,5322,78.9,44.80542663,3.021311033,35.8,82600,13231,42.53521127,6.71913995,9.5,84.99217177,72.77612943,8.1,Yes,19.68162084,16.5,400.9593325,79.21419518,0,5.4,0,10.4,0,28.01980066,8.836617928,67.90842,37177,76.97874265,0,10308,29.06480404,16.7733799,112,1.08653473,79,0.766395033,76,0.737291424,2,0.019402406,9008,87.38843617,1087,10.54520761,771,7.991293532,50.80519985,3946,39.47579032,2020
48129,Texas,Donley,0,0,16.67282133,9.322033898,13.94319248,28.4,7,22.6,77.8895839,18.08341178,16.66666667,181.2,31.33640553,20.41254835,30.20236,30.12956,0,6199,97.8,53.54938272,3.367217281,27.8,87000,20909,39.06705539,18.12141347,11,316.3646822,93.69327165,7,No,11.28404669,29.6,492.2033643,0,0,11.5,0,16.9,0,0,14.59227468,120.51823,40945,55.20833333,0,3319,19.70473034,23.98312745,188,5.664356734,29,0.873757156,26,0.783368485,2,0.060259114,395,11.90117505,2646,79.72280808,21,0.651162791,50.88882193,3677,100,2020
48131,Texas,Duval,193,11679.20854,32.8045549,8.710801394,15.74137098,25.9,7,23.2,57.74062129,15.09178483,9.090909091,1641.1,58.06451613,20.0443097,0,0,8.91902,7016,86.1,41.35531136,5.288175876,36.1,75934,14496,50,3.548301251,59.5,611.4165339,89.73501777,8.5,Yes,21.07969152,29.4,536.7972926,0,0,11.4,236.6,10.4,0,23.69343193,9.072235536,53.51409,35156,73.71212121,0,11212,24.85729576,17.93613985,122,1.088119872,99,0.882982519,52,0.463788798,13,0.115947199,9993,89.1277203,1006,8.972529433,606,5.748434832,48.44809133,7899,67.04294687,2020
48133,Texas,Eastland,320,8286.900868,18.54509811,7.928571429,15.13046403,34.6,6.6,29.4,53.01081634,17.78979146,30,249.9,36.94900605,22.11810852,32.58921,32.74752,21.83168,5050,95.6,44.30479183,3.370013755,26.1,75536,15980,23.23773787,12.49253164,37,213.2134728,78.8142829,8.3,Yes,9.259259259,19.3,440.5510843,0,0,5.8,70.7,17,0,23.43383846,13.29551061,38.20544,44773,62.26215645,0,18322,21.51511844,21.84805152,328,1.790197577,223,1.217116035,130,0.709529527,14,0.076410872,3084,16.83222356,14426,78.73594586,524,3.030478284,50.06549503,11214,60.34547705,2020
48135,Texas,Ector,2083,9475.403791,20.90454257,9.049440848,14.22583166,32.3,8.3,30.3,71.0595785,19.94943719,32.5,581.8,66.10330122,21.12702398,59.20286,40.70958,46.8777,5526,80.8,48.97363896,2.688765682,17.9,116166,26646,34.1139321,7.830055956,1285,809.2347222,80.12526376,7.8,Yes,16.19234544,25.4,490.7799436,68.44662731,5.73342128,7.7,188.4,9.8,11.74809566,32.38855936,12.37725834,79.56873,60431,49.17144495,5.72105607,162124,30.13495843,9.720954331,7114,4.387999309,2350,1.449507784,1998,1.232390023,395,0.24364067,99444,61.33823493,51475,31.75038859,11360,7.898982033,49.12227678,12966,9.455261431,2020
48137,Texas,Edwards,0,0,21.47334489,0,12.52268909,27.1,8.7,28.2,2.847152847,15.61331708,28.57142857,358.4,41.54302671,24.60770328,0,0,51.86722,3752,97.6,50.49504951,2.802690583,37.3,80857,16021,48.12680115,15.3609831,3,160.4278075,104.5478306,7.3,No,13.88888889,19.9,363.5269551,0,0,11.8,0,6.2,0,0,16.51785714,0,37812,71.42857143,0,1928,22.61410788,29.09751037,9,0.466804979,42,2.178423237,14,0.726141079,0,0,1067,55.34232365,819,42.47925311,66,3.410852713,47.14730291,2002,100,2020
48139,Texas,Ellis,1921,6613.786039,15.92845369,7.218440386,13.13873245,38,7.6,26.9,65.95882628,16.54454126,32.53968254,335.2,27.12532557,18.20671091,40.31794,32.8808,63.5324,5283,93.1,61.15407496,3.295713571,14,132840,33175,22.32109259,9.042737012,229.5,141.7830688,52.10158863,10.5,Yes,14.44103708,46,339.2139122,54.37471793,5.830113213,12.5,197.8,13.6,9.20324798,13.51293994,11.1138371,55.17288,76792,47.27201258,3.811342034,179436,26.72261976,12.80735193,19407,10.81555541,1547,0.862145835,1467,0.817561693,264,0.147127667,47809,26.64404022,107451,59.88263225,7194,4.569185626,50.67154863,47838,31.97513535,2020
48141,Texas,El Paso,7606,5971.653404,26.80418045,8.559889677,13.83605588,28.6,8.1,20.9,81.76137549,16.85914375,29.94350283,580.7,44.79948599,22.61521333,48.19076,44.36473,92.29766,4428,86.5,65.09600593,4.238227301,28.9,89354,18467,37.50259273,4.949964898,3055.5,364.0893833,47.01341828,9.5,Yes,18.26788822,29.6,313.6543593,40.112141,4.431378019,9.6,307.9,9.6,10.24180993,11.03831717,8.833751487,78.02483,43948,73.7806911,3.148915284,840758,27.11838603,12.26179234,25651,3.050937368,8782,1.044533623,11334,1.348069242,1863,0.22158576,697411,82.95026631,97885,11.64247025,114682,14.84610445,50.73326689,17409,2.174366481,2020
48143,Texas,Erath,454,6740.248263,19.08910704,6.825536923,15.63634763,25.8,5.9,27.8,64.53417788,20.26117626,18.42105263,674.3,18.66927833,23.41885074,54.80235,51.83056,91.88145,5311,61.8,66.34521617,3.07448037,20.1,102017,17918,26.46956522,11.43701303,62,151.0647629,64.14491929,8.8,Yes,22.43747799,20.2,352.1360141,66.70533643,6.699679581,16.4,53.9,17.7,8.725034504,22.70171346,15.19945757,42.40682,47087,52.61574461,0,42446,20.51312256,14.17094662,750,1.766950949,550,1.29576403,362,0.852848325,40,0.094237384,9204,21.68402205,31447,74.08707534,1031,2.641354751,51.03425529,17551,46.32092901,2020
48145,Texas,Falls,277,8178.53202,23.1299135,9.615384615,17.62154644,39.6,6.3,35.4,44.68823464,16.36697867,32,464.5,56.72009864,22.13333333,11.46986,23.0747,17.30603,10517,96.6,39.79452055,3.854229154,27.7,78114,12433,32.00762735,12.04335608,24.5,161.9567014,61.50204233,10,Yes,14.04958678,47.8,442.1157394,0,0,15.5,266.4,20.4,0,17.3154462,13.66622865,40.38073,37428,82.10772834,0,17335,20.84222671,18.15402365,3996,23.05162965,199,1.147966542,110,0.63455437,36,0.207672339,4108,23.69772137,8798,50.75281223,359,2.20827951,52.52379579,12034,67.35699093,2020
48147,Texas,Fannin,669,10505.30884,17.2612212,7.415345049,15.5829239,30.2,6.4,30.7,39.32478255,19.23273623,28.30188679,258.4,32.23342499,21.91481047,20.32166,22.67188,102.02347,6735,97.7,50.42662116,3.059923502,19.5,98526,21746,24.91315826,12.19299774,45,144.6922075,88.19681323,10,No,13.64392679,45.9,512.2114563,96.54173706,0,6.8,197.4,16.8,0,33.51515304,13.74868559,42.50978,53111,58.02893309,4.18939413,35286,21.47877345,18.511591,2247,6.367964632,486,1.377316783,270,0.765175991,26,0.073683614,4088,11.58533129,27698,78.49572068,730,2.249406835,46.91662416,23920,70.52926434,2020
48149,Texas,Fayette,334,6818.397169,16.29847205,6.539833532,13.01804675,21.9,7.6,23.4,57.5384866,17.76753121,24.13793103,411.5,22.21785293,20.61072728,35.61254,51.28407,27.6145,3333,96.5,45.2077001,2.824052039,19.4,105644,21661,22.74312282,18.59765749,65.5,260.831475,77.15988004,9.6,Yes,10.93668237,23.5,322.7411144,53.13496281,0,16.1,102.8,13,0,27.39272609,14.64001481,47.33915,55776,54.74014103,0,25349,20.16253107,25.36983707,1559,6.15014399,310,1.222927926,119,0.469446527,16,0.063118861,5463,21.551146,17915,70.67339935,477,2.003359933,50.86196694,16485,67.13773723,2020
48151,Texas,Fisher,0,0,18.6094412,10,13.4463346,23.3,7.7,21.6,3.648716658,17.14355686,35.71428571,283.5,41.91616767,20.82340932,25.7732,26.04845,0,4175,100,68.56796117,3.301320528,21.3,97521,20207,23.29615861,20.6185567,12,313.6434919,114.3986272,7.6,No,8.484848485,30.3,309.2222866,0,0,7.6,0,14.5,0,40.84512272,16.49122807,104.1938,45261,52.14285714,0,3839,21.1513415,24.56368846,136,3.542589216,46,1.198228705,21,0.547017453,6,0.156290701,1098,28.60119823,2521,65.66814275,108,2.982601491,50.42979943,3974,100,2020
48153,Texas,Floyd,69,6898.072972,25.31339356,9.514925373,15.10574255,34.6,8.4,22.3,82.8420726,16.11805355,20,427,45.63492064,23.58050848,68.31768,17.13209,0,7685,95.2,49.78783593,5.23579651,33.3,81963,18307,32.23559215,20.49530316,24,467.6539361,61.1018704,7.3,No,15.95092025,25.5,356.2419322,0,0,9.3,126.3,11.5,0,0,12.47695144,34.26418,39891,76.66112957,0,5837,26.93164297,18.70824054,188,3.22083262,85,1.456227514,27,0.462566387,1,0.017132088,3474,59.51687511,2097,35.92598938,284,5.1720998,49.59739592,3437,53.3198883,2020
48155,Texas,Foard,0,0,16.07623847,0,12.58909843,28.4,4.4,23,41.39221557,17.08206819,0,0,0,24.49438202,0,0,0,7652,100,60.82089552,2.94627383,31,77217,21824,26.33587786,0,0,0,163.9344262,7.5,Yes,3.619047619,28.3,697.2201691,0,0,7.6,0,11.9,0,0,19.08396947,83.33333,37648,74.88372093,0,1200,20.58333333,26.33333333,58,4.833333333,8,0.666666667,10,0.833333333,0,0,226,18.83333333,892,74.33333333,31,2.303120357,51.41666667,1336,100,2020
48157,Texas,Fort Bend,5239,4344.854671,15.37343701,8.769710248,11.72835574,29.1,7.5,21.3,89.25406791,17.9174111,25.41436464,386.1,12.03504748,13.51850927,84.98643,54.07066,70.31724,4619,93.6,76.78826266,3.9727612,10.4,178345,43395,21.18181374,5.020736689,1737.5,245.5656844,34.06979844,11.7,No,13.70227671,57.5,219.6050386,32.57630489,4.110311453,7.6,238.4,13.9,6.233862253,6.934655246,8.375032804,67.01715,92310,33.72231484,3.597980548,787858,27.4800789,11.05884563,159458,20.23943401,4748,0.60264667,163833,20.79473712,723,0.091767806,194437,24.67919346,256292,32.53022753,37059,5.38893421,50.9303707,32405,5.53576767,2020
48159,Texas,Franklin,171,8661.312564,16.63094026,7.060333761,14.2620969,36.9,7.3,34.3,7.515322961,17.93325704,21.05263158,343.6,30.75571178,19.09231318,27.86291,27.8655,37.154,2908,97.3,66.65148064,4.127538764,23.9,100082,22318,24.66384941,12.0739296,27,252.5724977,78.66494353,9.9,No,16.52490887,36.5,413.9931862,0,0,13.7,147.2,17,0,25.43813846,12.78896346,18.577,48222,54.52307692,0,10766,23.46275311,21.84655397,394,3.659669329,115,1.068177596,106,0.984581089,3,0.027865503,1596,14.82444733,8449,78.47854356,254,2.516845026,50.30652053,7331,69.12776992,2020
48161,Texas,Freestone,317,8472.089811,19.49961129,8.168642951,16.22594827,34.9,6.5,39.5,34.71941865,17.3585966,19.60784314,259.9,34.04255319,19.87977073,30.57325,30.29079,15.1454,6275,96.1,50.30350499,5.842081241,19.3,107585,19724,29.4221438,9.681528662,30.5,154.9836124,76.1344026,10,No,12.8746594,31.7,426.6435535,0,0,18.8,443.8,19.4,0,23.24382041,13.19057816,55.53312,49317,54.26648721,0,19808,22.8342084,19.88085622,3016,15.22617124,288,1.453957997,153,0.772415186,5,0.025242326,3138,15.84208401,13198,66.62964459,597,3.217288209,48.0967286,13173,66.47658458,2020
48163,Texas,Frio,233,7777.051152,28.35128518,10.49382716,15.79262905,24.5,8.6,24,40.58779114,18.51592013,21.42857143,520.4,63.55414324,22.22061273,20.40816,25.23214,25.23214,5013,86.8,36.2916807,2.869625658,33.9,90038,16538,44.75005979,6.632653061,44.5,237.4916611,50.15883632,8.7,No,19.84978541,18.7,433.703105,0,0,4.2,579.3,8.8,0,15.97407636,10.60159865,60.55713,41038,75.71122668,0,19816,23.08235769,12.28805006,593,2.992531288,204,1.029471134,505,2.5484457,8,0.040371417,15717,79.3146952,2899,14.62959225,2075,11.38358569,40.68934195,3819,22.18156473,2020
48165,Texas,Gaines,169,6045.955177,20.00324519,5.806010929,14.90915758,34,8.7,27.9,36.00365172,20.6273522,16.12903226,189,48.40370752,33.74959974,24.22715,9.56892,9.56892,5252,96.5,32.39382975,2.553236572,22,105583,24854,25.94639403,13.08266305,14.5,72.60709547,65.02911531,7.4,Yes,11.01243339,20.8,327.8031001,47.75712093,0,5.5,53,10.4,0,31.6941229,26.68237759,19.13784,56321,55.73177518,0,20901,35.89301947,8.865604517,337,1.612363045,218,1.043012296,86,0.411463566,15,0.071766901,8853,42.35682503,11423,54.65288742,1974,10.88743037,49.29429214,11049,63.04347826,2020
48167,Texas,Galveston,4466,7620.01476,20.41393455,8.540460387,18.73102881,33.7,6.9,27.5,84.45465125,20.85254613,33.33333333,505.6,26.65150249,15.40080016,73.12647,45.87292,110.98286,6567,92.3,64.67373723,4.598287174,16.6,145194,26412,29.50914534,7.402189615,926.5,289.4240727,67.36718779,10.3,Yes,15.17050612,40.8,388.584226,46.59789106,4.805683243,11.6,354.4,16.6,16.06214153,13.75750986,7.378496422,88.78629,71959,46.06248304,5.565335706,337890,24.23658587,14.38485898,42715,12.64168812,2714,0.803219983,11716,3.467400633,365,0.108023321,84480,25.00221966,192692,57.02802687,11073,3.619621073,50.83251946,17915,6.14982716,2020
48169,Texas,Garza,72,5329.338219,19.92081303,9.456264775,14.32517094,22.6,8.6,21.7,12.75344374,22.3942457,11.76470588,352.3,54.29417572,24.89189189,15.31863,30.40438,0,4140,84,22.20738763,2.953586498,26.4,92905,28592,24.79757085,9.191176471,7.5,117.9709005,55.55898512,7.1,No,8.615384615,19.4,404.1758756,0,0,5.2,724.6,10.5,0,0,13.7745975,0,46490,75.27417747,0,6578,16.95044086,11.08239587,418,6.35451505,59,0.896929158,37,0.562480997,7,0.106415324,3445,52.3715415,2602,39.55609608,1240,20.60142881,33.7944664,1443,22.33400402,2020
48171,Texas,Gillespie,353,6814.255951,16.82673191,7.420091324,12.44642824,28.9,7.8,29.7,70.90228288,16.45125959,23.68421053,375.3,30.37052035,23.84194012,116.34016,70.88494,89.53887,2211,92.4,48.76399747,2.541551763,15.7,112568,24792,24.54297939,14.26105232,13,50.21922624,76.0722382,8.4,Yes,17.14285714,22,307.7739978,0,0,3.9,61.9,13,0,22.53192939,17.81426554,55.9618,61433,48.05024863,0,26804,19.95597672,29.72317565,112,0.417848082,310,1.156543799,127,0.473809879,45,0.16788539,6342,23.66064767,19917,74.30607372,1216,4.882357665,51.29831369,13326,53.65382293,2020
48173,Texas,Glasscock,0,0,20.09876956,0,15.07382841,23.9,6.8,21.9,0,19.02283053,10.52631579,0,0,21.93211488,0,0,0,0,100,56.41025641,1.983663944,13.3,141333,23969,15.38461539,0,0,0,0,7.2,No,6.818181818,38.6,0,0,0,10.9,0,10.2,0,0,19.51219512,0,83330,36.10223642,0,1388,26.15273775,15.20172911,21,1.5129683,6,0.432276657,2,0.144092219,2,0.144092219,534,38.47262248,822,59.22190202,207,15.19823789,44.88472623,1226,100,2020
48175,Texas,Goliad,126,10023.85143,19.1479141,6.692913386,14.27332713,28,7.4,29.9,58.41886269,17.44215491,26.66666667,423.2,25.81032413,15.61751625,0,39.55696,26.37131,4926,98.1,66.94677871,3.812405446,22.6,123000,19128,34.10080896,9.256810368,16,211.1653689,90.08292929,9.3,No,8.392857143,56.9,426.0470751,0,0,8,0,13.3,0,24.73410834,11.53388823,13.18565,55008,53.76584638,0,7584,21.37394515,22.91666667,316,4.166666667,74,0.975738397,39,0.514240506,2,0.026371308,2759,36.37921941,4367,57.58175106,76,1.052777393,50.47468354,7210,100,2020
48177,Texas,Gonzales,292,8169.275369,24.07419701,8.634828751,15.77532251,30.5,7.4,26.4,40.26859191,16.77202268,15.25423729,220.2,51.22160309,25.04643603,38.29034,33.61183,33.61183,4518,90.8,33.57972545,3.0360134,25.3,100011,22255,30.55705787,12.44435936,134.5,652.0421767,76.23275113,9.7,No,19.74281392,29,410.6476762,53.39503426,0,23.5,101.5,12.3,0,29.86380715,14.4276902,52.81859,49829,78.43137255,0,20826,26.99030059,16.72428695,1236,5.934889081,361,1.73341016,106,0.508979161,29,0.139249016,10717,51.45971382,8552,41.06405455,1646,8.590814196,49.50062422,12930,65.27995153,2020
48179,Texas,Gray,389,9880.126908,19.44755764,6.678865508,15.73595176,33.8,7.3,29.5,92.36742845,18.59850069,20.83333333,361.5,57.82312925,23.89621136,40.1714,45.67253,22.83626,6333,95,46.04234528,3.948172595,21.9,99861,20345,28.14183904,16.06855919,116,497.2778326,78.56777132,7.1,No,13.78048781,19.4,528.5417392,0,0,10.9,118.9,15.1,0,20.0880106,13.08173972,63.94154,49121,60.17852715,0,21895,25.71363325,16.21831468,1016,4.640328842,369,1.685316282,154,0.703356931,1,0.004567253,6395,29.20758164,13830,63.16510619,772,3.668504087,46.95135876,4369,19.38761926,2020
