FIPS,State,County/Borough/Parish,Yrs_Potential_Life_Lost_per100K(YPLL),%_Fair/Poor_Health,%_Low_Birthweight_Births,%_Adult_Smokers,%_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",%_Adults_Physical_Inactivity,%_Access_to_Excercise_Opportunities,%_Adults_Excessive_Drinking,%_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,%_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),Graduation_Rate,%_Adults(25-44)_with_Some_Post-secondary_Ed,%_Ppl(16+)_Unemployed_&_Looking_for_Work,%_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,%_Children_Living_in_Single_Parent_Household,Associations_per_10K,Annual_Avg_Violent_Crimes,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",%_Lone_Commuters_who_Commute_More_Than_30Min,Premature age-adjusted mortality_Age-Adjusted Mortality,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_per_1K_live_births,%_Adults(20+)_Diagnosed_Diabetes,#_Ppl(Age13+)_diagnosed_HIV_per_100K,%_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,%_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Median_Household_Income,%_Children_Enrolled_in_Free/Reduced_Lunch,#_Deaths_due_to_Homicide_per_100K,Resident_Population,Demographics_% < 18,%_Age_65_and_over,Demographics_# African American,Demographics_% African American,Demographics_# American Indian/Alaskan Native,Demographics_% American Indian/Alaskan Native,#_Asian,%_Asian,#_Native_Hawaiian/Other_Pacific_Islander,%_Native_Hawaiian/Other_Pacific_Islander,#_Hispanic,%_Hispanic,#_Non-Hispanic_White,%_Non-Hispanic_White,#_Not_Proficient_in_English,%_Not_Proficient_in_English,%_Female,#_Pop_Living_in_Rural_Area,%_Rural,Year
48459,Texas,Upshur,10596.71953,14.76780109,7.69924812,15.54461149,29.8,6.8,28.9,26.25607367,18.85420546,23.68421053,310.3,39.01046622,18.29461064,24.4087,12.11211,36.33633,5112,96,55.13844807,5.246125021,23.7,97943,21511,28.68869493,8.298957749,117.5,298.6971719,73.36612652,10.1,No,12.56771398,43,492.5,89.55758553,10.15835076,12.5,110,18.9,8.139809366,22.97534216,10.82758621,9.68969,47517,58.71804655,6.7,41281,23.93595116,18.06400039,3345,8.103001381,444,1.07555534,215,0.520820717,23,0.055715705,3586,8.686805068,33147,80.29601996,461,1.212487836,50.41544536,31172,79.29990587,2019
48461,Texas,Upton,9301.136675,22.05250343,9.113924051,15.81320825,28.1,7.7,22.6,65.87183309,17.85538726,21.42857143,328.7,50.87014726,20.53968254,54.4514,0,0,7526,93.3,44.67618002,3.823720026,21.1,98000,19714,30.26070764,10.89028043,3,84.40005627,56.13877505,7.3,Yes,11.93415638,29.7,428.2,0,0,9.8,0,12.4,0,0,14.38784629,109.20011,56448,56.41025641,0,3663,29.26562927,13.78651379,63,1.71990172,98,2.675402675,24,0.655200655,0,0,1961,53.53535354,1549,42.28774229,229,7.127295363,48.48484849,3355,100,2019
48463,Texas,Uvalde,7528.733005,27.72614518,7.503556188,16.13900244,31.3,7.1,24,55.97046014,16.06391338,24.24242424,440.4,57.90465931,22.5232094,43.98021,44.22822,47.9139,4981,77.5,55.58453513,4.661089295,33.4,83775,16451,40.02151695,11.72805571,73,267.5462708,55.26693932,8.2,No,16.30112626,17.4,376.7,39.96403237,0,10,78.3,8.9,0,21.16491703,11.32973251,51.59959,39610,72.10107304,6.3,27132,27.35515259,16.41972579,176,0.648680525,339,1.249447147,234,0.862450243,25,0.09214212,19383,71.43962848,7200,26.53693056,2118,8.510467312,50.82190771,8287,31.38420754,2019
48465,Texas,Val Verde,6401.268441,28.10170652,6.61922886,15.93173719,27.2,7.5,23.6,81.99431249,17.41236906,33.33333333,406.2,69.99118095,22.52146566,28.64099,32.51702,46.74322,3939,86.1,52.26226385,5.078222622,30.6,94896,18207,29.46794963,8.387717109,67.5,138.1498158,43.73219548,8.1,Yes,17.00473293,7.5,363.8,28.38489923,3.433055419,9.3,98.6,8.5,6.799298312,12.26341822,9.803786099,60.96941,41441,74.72794316,0,49205,28.64546286,14.2221319,635,1.290519256,468,0.951122853,422,0.857636419,82,0.166649731,40513,82.33512854,7312,14.86027843,6185,13.81289501,48.94421299,4965,10.15773645,2019
48467,Texas,Van Zandt,8864.171896,15.71349164,6.671483622,15.36412608,27,7.3,28.5,40.23659636,18.36224297,15.58441558,198,35.13513514,22.12473598,18.39757,23.55841,28.99496,5406,93.2,56.99756606,3.725652878,18.9,98481,21677,23.02475693,12.1423972,62,118.1447464,86.78647919,10.3,Yes,14.79989256,48.1,426.8,55.75801024,5.249343832,11.3,86.6,17.3,11.03725687,28.90188879,13.01291358,21.74622,50308,52.54203363,5.6,55182,23.1470407,20.13881338,1493,2.705592403,531,0.962270306,257,0.465731579,83,0.150411366,6019,10.90754232,46209,83.7392628,810,1.599526066,51.0111993,39444,75.01854353,2019
48469,Texas,Victoria,7903.035708,20.08539976,8.08260242,14.86575896,31.1,7.5,27.2,81.03764128,18.51593668,25.35211268,457.9,50.13979497,18.81186833,81.11002,48.86842,134.65966,7057,81.4,54.96985358,4.822589288,23.2,108471,24247,35.16474038,10.70652233,393,425.4282699,67.02442134,9.9,Yes,15.27222393,19.7,386.6,54.85347792,4.991861096,10.9,142.8,12.9,8.305257951,16.69669972,9.431033779,87.96316,52161,66.70509864,3.9,92084,25.66786847,15.66721689,5394,5.857695148,830,0.90135094,1329,1.44324747,81,0.087963164,43267,46.98644716,41073,44.60383997,2449,2.885215773,51.01863516,23110,26.62657127,2019
48471,Texas,Walker,7109.834292,19.48126932,7.86184958,17.41641812,32,5.4,23.6,77.66611161,20.02354282,34.44444444,581.3,20.66559313,17.89265269,32.17503,42.90954,52.5988,6331,77.1,44.88913195,4.60952381,23.9,87089,14265,31.16625778,6.574897879,263.5,375.1770879,59.48435561,10.1,Yes,19.62774958,35.3,386.2,40.98547293,4.651162791,9.4,1211.5,23.3,5.129927062,14.70801526,10.55025417,44.29372,42304,56.90778197,4.3,72245,15.29656032,12.74275036,16496,22.83341408,602,0.833275659,881,1.219461554,74,0.102429234,13090,18.11890096,40699,56.33469444,1696,2.505243877,41.69700325,30933,45.58288266,2019
48473,Texas,Waller,7613.77724,19.32603446,7.918710582,17.86898579,35.8,6.2,29.5,24.4092119,20.45164928,16.17647059,462.4,23.30866808,23.85323396,11.97246,15.59241,29.23578,5545,94.7,48.60826852,4.869150038,22.4,108691,22111,30.44421308,6.78439589,164.5,344.0702782,68.97662642,10.8,No,23.78902045,49.7,370.6,50.49442457,5.535055351,11.5,182.1,19.2,11.32744306,19.06312315,13.43259686,1.94905,55224,73.48074609,5.7,51307,24.33975871,11.80540667,12590,24.53856199,720,1.403317286,552,1.075876586,54,0.105248797,15458,30.12844251,21999,42.87719025,3071,6.794849102,50.33036428,26632,61.64101377,2019
48475,Texas,Ward,10760.49465,21.53653526,10.49679487,14.68763489,31.8,8.3,24.4,85.53199475,18.11288873,19.64285714,298.6,61.54419993,19.43060498,25.86207,0,17.43375,6587,95,43.38870432,4.056978002,21.2,102800,21128,19.29109159,12.06896552,58,495.3877691,100.5861746,7.1,No,10.16731017,24,526.6,0,0,10.9,86.5,11.8,0,32.8046734,11.25146886,78.45188,53242,50.20242915,0,11472,28.83542538,14.17364017,470,4.09693166,175,1.525453278,73,0.636331939,8,0.069735007,6152,53.62622036,4579,39.91457462,457,4.288261237,50.16562064,2972,27.88515669,2019
48477,Texas,Washington,6296.30304,16.69250803,7.944915254,14.44423875,29,7.1,26.2,63.31039801,17.57239337,20,535,25.69129179,17.90170711,62.75673,45.65819,54.2191,3447,91.3,56.43733942,4.220516963,18.6,100511,23624,31.99725463,16.83021451,82,236.4202514,62.84267998,9.9,Yes,13.47280335,24.2,327.9,56.5855607,0,12,138.6,18.3,0,21.9613563,11.97138112,48.51183,51276,56.440584,0,35043,21.43937448,21.16827897,5929,16.91921354,191,0.545044659,675,1.926204948,17,0.048511828,5720,16.32280341,22315,63.67890877,815,2.492278524,50.74337243,18036,53.49071712,2019
48479,Texas,Webb,6188.665833,35.91879527,8.144735785,18.10121684,33.2,8.1,24.9,86.38136027,15.83313294,22.46376812,411.9,66.28958724,27.50945538,34.29292,28.02099,28.74881,5376,91.3,45.06541326,4.162307317,36.2,87400,14596,38.0061963,3.466166162,1031,381.8164985,41.63952662,8.4,Yes,30.70188029,22.7,313.9,50.08511733,5.111804336,7.8,204,8.1,12.13669598,9.459598913,10.64214104,45.12471,41979,81.61835025,3.8,274794,33.3846445,9.226547887,776,0.282393357,1625,0.591352067,1807,0.657583499,146,0.053130709,262489,95.52210019,9641,3.508446327,52845,21.75309038,50.91486714,6507,2.599638839,2019
48481,Texas,Wharton,8353.294088,21.73927685,9.42812983,16.44087209,30.4,7.3,25.2,70,17.00592615,26.66666667,376,48.58997768,21.54283065,40.7332,52.42089,38.12429,5439,96.3,51.17288416,4.464709794,24.8,98451,20119,37.88344988,16.29327902,182,439.1520986,64.55560213,10,No,14.11126187,27.9,429.5,69.48465547,7.948717949,10.8,216.1,15.3,0,19.98814496,12.33783663,54.80366,46194,65.17038778,3.8,41968,26.09130766,16.6984369,5445,12.9741708,308,0.73389249,224,0.533739992,21,0.050038124,17377,41.40535646,18600,44.31948151,1864,4.828890443,50.89830347,20597,49.89583333,2019
48483,Texas,Wheeler,10604.49436,17.34149111,6.331471136,15.0170902,29.8,7.6,28.1,62.88354898,18.12985911,22.72727273,88.4,35.00397773,21.29875887,36.06203,37.32736,37.32736,6462,94.7,54.01854714,4.07297412,22.9,93564,22253,31.10181311,27.04652001,7,120.9189843,124.8840363,7.2,No,10.67538126,22.7,460.9,172.2059583,0,11,109.4,16,0,40.90293223,15.06303915,37.32736,45356,52.71111111,0,5358,25.79320642,18.98096305,143,2.668906308,99,1.847704367,48,0.895856663,0,0,1372,25.60656962,3684,68.75699888,204,3.925341543,49.88801792,5410,100,2019
48485,Texas,Wichita,8861.946922,20.95082842,8.184878089,19.79843194,32.2,6.1,28,70.14068441,18.17429541,34.84848485,605.9,44.97839466,15.68774407,77.36768,81.06061,140.90909,4864,96.6,56.34881637,3.693049848,21,89816,18696,37.78117048,10.92249579,497.5,380.2877192,71.82416717,8.8,Yes,15.3733834,7.6,472.1,74.00803996,8.665086242,12.9,116.7,19.2,13.14648471,12.68702519,9.267164131,93.18182,44593,59.36233841,4.2,132000,22.43484849,14.5,13794,10.45,1816,1.375757576,2782,2.107575758,178,0.134848485,25299,19.16590909,86207,65.30833333,2684,2.179420554,48.18863636,14027,10.66692015,2019
48487,Texas,Wilbarger,8612.806216,19.95413604,7.692307692,16.55294098,28.6,6.5,27.6,28.06058367,17.57573203,24,391.5,53.34728034,19.30346349,54.29724,39.17267,141.02162,4612,82.9,55.0617284,4.686868687,22.9,83112,17853,42.43769205,16.28917158,42,322.6921747,86.43709386,8,Yes,12.85988484,8.1,464.8,0,0,11.5,0,16.8,0,19.68310206,11.22079632,54.84174,40353,62.71114865,0,12764,22.5791288,18.07427139,950,7.442807897,213,1.668755876,313,2.452209339,11,0.086179881,3744,29.33249765,7412,58.06957067,270,2.208769634,50.65810091,2963,21.89139269,2019
48489,Texas,Willacy,7233.883443,37.76231857,8.537170264,20.42268906,30.6,7.5,22.8,33.51405078,14.73930189,22.72727273,351.6,55.30388826,22.81144781,36.68042,4.63306,27.79837,6057,87.6,31.11217641,11.01062986,44.4,70430,10638,42.74981217,4.585052728,160,730.7771358,49.48635002,8.8,Yes,19.44194419,32.9,396.3,60.67961165,0,9.9,635.3,13.5,0,17.61551209,8.990215987,55.59674,30392,83.92282958,0,21584,23.74907339,13.704596,405,1.876389919,140,0.648628614,184,0.852483321,13,0.0602298,19050,88.25982209,1916,8.876945886,2319,11.34429117,44.59785026,7653,34.57576579,2019
48491,Texas,Williamson,4566.522045,12.90913143,7.484832648,12.77067042,31.4,7.7,17.3,89.42696467,22.14699315,32.99492386,259,17.12539819,10.87506235,66.387,55.88582,98.4394,4113,95.1,74.98635619,3.222427174,7.2,138740,38422,21.77337927,6.184771466,834,164.900511,40.43156869,10.4,Yes,12.67035446,43.2,233.5,36.33291853,4.416586737,7.9,156.2,13,5.489731363,8.478377959,6.802159329,59.90375,82131,30.08625948,1.5,547545,26.04132994,11.89180798,34815,6.358381503,4700,0.858376937,39167,7.15320202,859,0.156882083,134252,24.51889799,326435,59.61793095,14171,2.991170654,50.72788538,50679,11.98994982,2019
48493,Texas,Wilson,6649.458091,16.48051585,7.251171767,13.38470755,34.9,8.9,23.7,31.80017708,19.31998701,15.38461539,157.8,23.58284566,15.28132365,43.31683,26.36703,22.31056,4132,96.3,58.48954089,3.456841234,13.6,127500,29525,24.6437261,7.632013201,64,135.1965102,62.83632192,9.9,No,12.53634895,58.6,333.3,51.07795773,0,10.8,83.6,9.7,0,16.90835365,9.197980931,46.64936,70829,39.94580558,12.6,49304,24.35299367,15.63361999,681,1.381226675,476,0.96543891,271,0.549651144,30,0.06084699,19621,39.79595976,28178,57.15154957,1343,3.021780218,49.8093461,36850,85.86141013,2019
48495,Texas,Winkler,11788.92142,22.04160041,7.41599073,15.57608077,31.3,8.7,23.1,97.56680731,18.60520814,24,274.8,61.47540984,19.12576242,25.33891,26.40613,0,5227,99.1,48.8741044,5.224111283,21.9,108909,16899,31.27147766,13.93639934,10,125.1642781,123.3964883,7,No,9.885931559,28,510.5,0,0,9.2,81,11,0,54.29999813,12.00960769,26.40613,51965,62.23929748,0,7574,29.44283074,12.33166095,151,1.99366253,144,1.901241088,53,0.699762345,3,0.039609189,4604,60.78690256,2665,35.18616319,737,10.346764,48.08555585,1289,18.12939522,2019
48497,Texas,Wise,8305.39718,15.51438257,6.425255339,14.83521,30.6,7.9,25,38.8265936,19.99355613,28.23529412,139.8,32.28969672,17.64510043,48.09557,30.22015,18.13209,4991,96,52.27257907,3.970647366,15.3,113673,26395,23.97010922,11.17058413,101.5,161.8587444,73.69546378,9.9,Yes,12.2923588,46.6,401.6,67.34112193,6.610356225,11.6,79.3,15,13.94707344,24.28791722,12.01714184,60.44031,60675,45.90382903,2.3,66181,24.93464892,14.8516946,950,1.435457307,712,1.075837476,373,0.563605869,53,0.080083408,12898,19.4889772,50638,76.51440746,1470,2.490807733,49.83454466,42635,72.10749742,2019
48499,Texas,Wood,9457.366431,15.7450851,5.985299265,14.90060996,29,7.3,27.2,43.60880755,17.58439105,17.30769231,235.3,33.67785391,20.02333571,49.74337,31.59272,33.84935,4542,96.7,49.66410163,4.68163713,24.8,88340,20872,33.78924834,14.01858593,75.5,175.1984035,91.22111907,10.1,No,14.93930906,41.5,433.7,73.47106709,6.89179876,12.5,145.9,17.3,9.098008294,31.53621187,12.56006258,56.41558,49739,56.05792438,6,44314,19.33926073,27.09753125,2287,5.160897233,477,1.076409261,262,0.591235276,29,0.065442073,4463,10.07130929,36526,82.4254186,502,1.217323828,50.35654646,31137,74.1993137,2019
48501,Texas,Yoakum,8031.592211,21.20087931,6.082949309,14.23587501,29.1,8.8,23.3,67.0135804,18.62053437,16.66666667,257.4,56.6379701,23.58160796,35.34402,11.67134,23.34267,5372,98.6,51.21834687,3.535882661,17.3,110148,25404,15.90990347,14.13760603,15.5,182.3636685,97.45198707,7.3,Yes,12.66055046,16.1,387.5,0,0,9.1,108.2,7,0,42.99078278,15.66181566,70.02801,58363,57.59377859,0,8568,33.02987862,11.6713352,74,0.863678805,151,1.762371615,49,0.571895425,3,0.035014006,5704,66.57329599,2649,30.91736695,1245,16.17303196,49.54481793,2941,37.32707196,2019
48503,Texas,Young,10234.60025,16.46043007,4.971319312,15.17660658,31.6,6.7,26.6,69.78436658,18.3950161,6.666666667,268.2,50.01359065,21.20917978,66.10842,72.30658,50.0584,5741,96.1,53.75,3.786191537,24.5,98460,22051,38.58031805,14.32349052,31,169.4452036,91.11667325,8.2,No,9.557273366,14.8,522.6,0,0,13.3,0,15.6,25.73482105,19.54422859,13.30135194,55.62045,44909,58.70137467,0,17979,24.1392736,20.0122365,217,1.20696368,223,1.240335948,104,0.578452639,16,0.088992714,3407,18.94988598,13996,77.84637633,295,1.735702518,50.54229935,6227,33.56873315,2019
48505,Texas,Zapata,6770.768596,35.43779378,9.00621118,17.9719046,28.5,6.3,22,45.32743615,14.57289455,25,243.5,78.87667888,28.94589178,6.96913,13.96453,0,5864,90.2,41.08967083,7.346189164,45.6,77722,12098,41.00540091,4.878388738,14,96.04170954,36.23491373,7.9,Yes,23.03433001,17.8,368.9,0,0,8.8,74.4,10.8,0,12.95775771,11.74080845,20.9468,32172,83.76860433,0,14322,33.29143974,12.56807708,26,0.181538891,69,0.481776288,40,0.279290602,1,0.006982265,13526,94.44211702,707,4.936461388,3064,23.62556866,50.0209468,3299,23.53402768,2019
48507,Texas,Zavala,9389.759155,39.57589428,8.766716196,19.69050621,27.6,6.4,21.4,58.50817847,13.86451094,13.63636364,122.6,69.64596634,20.13937986,16.63478,25.1088,33.47841,5156,90.4,35.81765557,11.10513579,43.3,61017,11044,56.46445237,3.326956666,17.5,176.5536723,65.97502845,8.3,No,22.62068966,12.8,459.7,0,0,8.8,84.1,13.9,0,22.50145075,7.885498245,58.58721,28867,71.99843567,0,11948,29.31871443,14.0525611,56,0.46869769,120,1.004352193,26,0.217609642,19,0.159022431,11224,93.94040844,609,5.097087379,963,8.64064603,49.4810847,4441,38.03202878,2019
