FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair_Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Percent_Non-Hispanic_Black_or_African_American,Percent_American_Indian_or_Alaskan_Native,Percent_Asian,Percent_Native_Hawaiian_Other_Pacific_Islander,Percent_Hispanic,Percent_Non-Hispanic_White,Percent_Not_Proficient_in_English,Percent_Female,Percent_Rural
48181.0,Texas,Grayson,2020,120,8890.5866767,16.860260315,7.7920891568,14.841121999,30.4,6.8,33.8,66.638814663,18.701534112,28.828828829,379.0,39.958158996,19.53349215,47.277719999999995,61.94446,122.39627999999999,7234.0,92.6,59.154284218,3.2462827621,16.6,103177.0,23156.0,32.350608144,11.438157694,272.67968658,67.40694961,10.2,,14.705258694,31.8,2102.0,440.1233743,63.187057994,6.468305304,13.0,167.4,17.0,8.3891337838,19.285968048,11.914080557,74.63188,51403.0,53.677607836,4.2857706774,133991.0,23.764282676,17.625810689,5.939204872,1.7837018904,1.5329387795,0.0835877037,13.837496548,74.9751849,2.3669228343,51.214633819,43.150475277
48183.0,Texas,Gregg,2020,171,9482.8362776,19.589410124,7.9222011385,16.109610448,30.3,6.0,27.7,81.591226485,17.414680769,26.984126984,713.3,51.692307692,21.327168405,86.73308,93.76996000000001,155.20544999999998,4924.0,93.3,55.908134092,4.1183083975,20.9,99299.0,21532.0,38.442107922,14.185316981,454.1739309,71.344100199,10.2,,17.284629772,19.9,1892.0,471.90191964,64.023985571,7.5084278272,10.4,460.4,20.2,7.2811803063,19.68018541,11.507536152,134.9964,50610.0,59.709385422,10.650453281,123707.0,25.827964464,15.371805961,20.2308681,1.0128772018,1.4057409847,0.1050870201,19.188889877,57.090544593,3.9405458431,51.407761889,13.36235932
48185.0,Texas,Grimes,2020,175,9113.5726427,20.608906001,9.1192170819,16.58932446,36.9,6.0,35.7,39.715832206,17.807869126,30.909090909,466.5,36.363636364,22.845139794,21.366,21.15656,10.57828,6017.0,94.8,43.474413803,4.132157004,25.3,104392.0,19942.0,39.909589926,6.4097998718,392.79450453,75.650050073,10.2,,14.888888889,37.5,465.0,437.88083918,63.892660331,0.0,14.6,440.0,17.6,0.0,25.982259313,13.571756075,38.787020000000005,49498.0,66.841644794,5.7160970489,28360.0,22.464739069,17.380112835,14.978843441,0.9837799718,0.4019746121,0.119887165,24.56629055,58.300423131,3.6059166156,45.585331453,68.903172455
48187.0,Texas,Guadalupe,2020,23,6484.8701042,17.781775292,7.9980919065,13.430684793,33.8,7.6,23.1,65.312126995,19.848933097,28.0,216.7,23.360771341,13.800865422,35.07475,36.04286,28.101210000000002,4094.0,95.0,59.419693633,3.1281318902,12.0,125523.0,33192.0,28.58006956,5.5743803982,195.42377148,53.273831354,10.4,,12.046865612,41.1,1653.0,319.10899508,48.475507439,5.5054655709,10.1,109.0,11.5,7.5216561015,14.526369606,8.2467787828,32.37748,73864.0,40.711264071,3.4901017883,163694.0,25.057729666,13.812968099,7.6386428336,0.9688809608,1.974415678,0.2217552262,38.342272777,49.81489853,2.6041989437,50.506432734,26.16225586
48189.0,Texas,Hale,2020,141,7300.5016337,25.690532463,9.6685922773,15.692036876,32.4,7.4,30.8,74.04956855,18.030260497,27.586206897,495.1,49.739091817,23.136831122,29.2963,23.647650000000002,124.15016000000001,4955.0,90.6,47.167204053,4.8165869219,26.2,82906.0,20002.0,32.859468258,13.769262319,221.58864284,61.877214591,7.6,,15.483017203,17.5,401.0,394.71858519,50.592464386,0.0,8.1,76.8,13.1,0.0,14.787066246,12.527312454,62.07508000000001,42782.0,73.134942403,0.0,33830.0,27.076559267,13.434821165,4.9275790718,1.7499261011,0.6916937629,0.1271061188,59.748743719,33.479160508,5.9329781533,47.803724505,23.099826317
48191.0,Texas,Hall,2020,237,0.0,28.068875163,13.089005236,18.762493013,26.1,6.2,26.9,42.618550552,13.875493326,40.0,390.8,40.983606557,27.048114434,32.56268,0.0,0.0,5399.0,96.7,44.406196213,4.3439716312,38.8,74083.0,14896.0,43.117977528,9.7688049495,268.90224612,64.42468754,7.0,,12.955465587,19.7,43.0,345.95164892,0.0,0.0,11.9,0.0,18.4,0.0,0.0,12.568306011,33.0251,32597.0,71.769383698,0.0,3028.0,22.919418758,23.150594452,8.2892998679,1.5521796565,0.429326288,0.0660501982,34.214002642,55.680317041,7.0169491525,50.495376486,100.0
48193.0,Texas,Hamilton,2020,135,10017.323538,17.370285117,5.9390048154,14.493903626,25.1,7.0,28.2,46.178231772,17.318551869,19.047619048,225.6,32.858028518,24.282067645,94.98931,58.93446,82.50825,8220.0,92.9,51.536231884,3.3168859649,23.4,100306.0,19732.0,33.118027011,17.810496319,128.82908674,125.09622787,8.6,,14.705882353,22.0,168.0,519.02678236,0.0,0.0,15.9,100.1,16.4,0.0,41.247744264,16.033755274,82.50825,49210.0,53.117913832,0.0,8484.0,22.076850542,24.893917963,0.6718528996,1.8623290901,0.7779349364,0.0707213579,12.95379538,84.099481377,3.2820512821,50.282885431,64.377128097
48195.0,Texas,Hansford,2020,77,7871.1777493,24.092815647,5.4511278195,16.335276137,25.0,5.4,21.9,87.689292713,17.248323624,0.0,312.1,39.283252929,26.362649294,36.71746,18.30496,36.60992,646.0,97.6,39.383070301,2.3271969434,17.2,83438.0,21161.0,19.865113427,14.686983661,220.0440088,105.19824428,7.1,,11.616161616,17.9,68.0,400.3095593,0.0,0.0,6.4,0.0,11.7,0.0,46.580234454,18.421052632,54.914880000000004,57240.0,58.51285615,0.0,5463.0,29.178107267,14.77210324,0.6223686619,1.7023613399,0.4210140948,0.0549148819,48.251876258,49.624748307,14.960629921,49.020684606,40.334936754
48197.0,Texas,Hardeman,2020,161,10278.727487,18.787607519,6.4981949458,14.989436422,32.4,6.6,31.6,34.211162116,17.463769166,30.0,250.4,45.618247299,26.739339532,100.15023,101.98877999999999,76.49159,7147.0,100.0,43.533487298,3.6352800954,27.1,81808.0,18506.0,15.628415301,10.015022534,42.247570765,142.93006636,7.6,,7.2327044025,20.0,73.0,506.99115193,0.0,0.0,8.6,0.0,15.7,0.0,50.563420977,18.803418803,25.4972,42469.0,78.8,0.0,3922.0,21.341152473,22.488526262,5.124936257,1.2493625701,0.6374298827,0.0,23.763386028,68.15400306,5.1916932907,49.413564508,100.0
48199.0,Texas,Hardin,2020,142,9707.9220327,14.708720572,8.6876155268,14.116619285,37.3,6.6,29.8,55.601720509,20.128528908,16.129032258,206.5,39.274173502,13.948103959,19.2513,29.716639999999998,34.96076,5131.0,95.8,58.666097231,5.1992931475,17.1,117894.0,22495.0,26.53031934,11.900803304,157.30859298,84.705515428,9.6,,11.68544831,45.6,894.0,449.6234383,64.405324173,5.6074766355,7.7,118.6,17.4,9.9608596808,24.951560873,8.7300522999,45.44898,60909.0,46.208349291,6.6198018642,57207.0,24.568671666,16.655304421,5.5045711189,0.6118132396,0.6869788662,0.0279686052,5.8978796301,86.277903054,0.2013677812,50.726309717,51.547542784
48201.0,Texas,Harris,2020,32,6509.5602557,18.852601534,8.7174646209,13.852121658,27.7,7.1,22.7,90.566209704,20.458969633,35.632730733,592.2,34.331122549,22.060025159,58.92998,68.31795,117.77929,5042.0,87.2,60.442383755,4.3600560147,24.8,125953.0,25426.0,36.148004508,5.4674638619,730.39482529,55.416611677,12.0,,20.141447411,47.2,44526.0,328.81089453,54.404060021,6.1092895288,10.0,653.1,16.3,11.835145461,10.507282458,11.117659238,90.38826,60241.0,64.185133746,8.6095612526,4698619.0,26.639401918,10.519346216,18.753893431,1.0624824017,7.4250327596,0.124823911,43.317110836,29.088951456,11.748715917,50.328681683,1.2132803285
48203.0,Texas,Harrison,2020,139,9277.5754832,18.421327733,7.8001752848,15.5512299,44.2,6.6,31.2,63.047949902,17.575217373,36.633663366,441.0,37.605965963,17.263986814,28.50242,22.47999,26.97599,5062.0,93.1,51.691093574,4.3559344612,22.8,97207.0,22112.0,32.766083605,11.10094358,346.65654965,75.448424116,10.0,,13.972310969,26.4,1050.0,446.16956398,50.174874194,7.1599045346,14.5,170.3,19.8,8.5033588267,24.981904134,10.207345633,59.94665,50131.0,54.971772676,7.9002602815,66726.0,25.275005245,16.900458592,20.663609388,1.209423613,0.7972904115,0.1183946288,13.558432995,63.194257111,2.2764123228,51.05356233,56.054303607
48205.0,Texas,Hartley,2020,28,0.0,15.243968617,6.2222222222,13.134024208,29.9,7.4,27.3,73.804025074,21.746258071,19.230769231,0.0,37.282518641,20.85195898,0.0,0.0,17.79676,6380.0,97.0,35.60111836,1.8339100346,10.3,105542.0,31936.0,10.850202429,14.05728343,364.16605972,54.534919391,5.9,,12.430939227,8.5,44.0,246.8573347,0.0,0.0,4.4,0.0,13.3,0.0,26.453117861,15.768930523,0.0,72451.0,58.992805755,0.0,5619.0,21.071365012,15.198433885,6.5492080441,0.7118704396,0.7296672006,0.035593522,27.051076704,64.335290977,5.0586510264,40.11389927,57.258330584
48207.0,Texas,Haskell,2020,105,8410.6064129,20.885463293,6.8535825545,15.705160073,26.7,6.8,32.0,61.129004916,17.61780248,29.411764706,243.6,33.696729435,25.283875852,52.210229999999996,34.40564,51.60846,5784.0,95.3,38.923395445,3.8200339559,33.9,80156.0,16627.0,45.080500894,17.403411069,120.57531651,107.84109093,7.8,,10.706150342,15.9,111.0,500.38797934,0.0,0.0,10.3,339.6,15.6,0.0,27.145747989,13.796212804,0.0,40880.0,74.832962138,0.0,5813.0,18.630655427,21.968002752,3.9050404266,1.0665749183,0.980560812,0.0,29.726475142,63.254773783,7.0247933884,46.533631516,47.61824038
48209.0,Texas,Hays,2020,9,5089.6614926,18.020594954,7.2379467498,14.14718491,30.0,7.7,19.4,72.410522765,22.712249167,38.759689922,654.1,18.029597721,16.722155948,43.359680000000004,36.832249999999995,96.57236,3952.0,88.0,69.208369284,2.9592782334,12.1,122578.0,26921.0,24.937135064,5.9211599879,243.6988122,51.892103588,10.3,,20.722891566,49.9,1677.0,266.13904723,38.713473837,3.4828559419,8.0,179.8,13.2,9.5076887588,12.661322076,10.668661526,58.39259,68180.0,44.292760965,3.073846978,222631.0,22.989161438,10.988586495,3.6886147931,1.2320835823,1.7180895742,0.1369979922,39.62431108,53.202833388,3.7443576026,50.25131271,31.712145226
48211.0,Texas,Hemphill,2020,20,7539.7466084,17.527179252,5.2132701422,13.898045766,31.8,8.5,28.8,85.657998424,19.327670293,0.0,149.1,44.676806084,23.954703833,99.40357999999999,0.0,26.14379,3562.0,98.4,51.8,2.1006564551,13.4,114000.0,28090.0,21.505376344,17.395626243,324.22417786,88.140240917,6.9,,9.4545454545,13.4,52.0,414.53239112,0.0,0.0,8.2,0.0,10.6,0.0,0.0,18.229954614,52.28758,66849.0,35.913978495,0.0,3825.0,30.745098039,14.45751634,0.3660130719,1.7777777778,1.3071895425,0.1307189542,34.169934641,62.588235294,7.8137332281,49.803921569,26.95035461
48213.0,Texas,Henderson,2020,216,11016.889837,18.104290653,7.6455534229,15.990933099,36.6,6.3,35.1,62.939948047,17.444308043,30.379746835,333.1,40.493477363,21.18675386,30.83983,34.02228,52.248509999999996,5282.0,95.6,48.974388689,3.7483855011,29.9,92370.0,19909.0,27.915011228,10.978979572,339.83740865,95.498869681,10.4,,12.925969448,41.9,1671.0,521.1127743,76.068547808,7.786429366,12.5,162.2,17.8,16.031965272,26.256188959,11.567059876,46.1731,43337.0,62.315654484,5.0011788493,82299.0,21.53610615,21.97110536,6.190840715,0.9465485607,0.7229735477,0.1008517722,13.318509338,77.699607529,2.1376921355,51.094180974,60.110528192
48215.0,Texas,Hidalgo,2020,92,5609.148247,30.499781838,8.2134098376,14.561317141,34.4,6.7,21.6,59.301675725,16.270067138,33.647798742,475.3,52.865663797,31.207924125,44.96544,26.56076,59.01109,5360.0,89.9,48.249237089,6.5623279185,40.4,84317.0,14937.0,37.01592308,3.5670258092,312.42608627,29.789496967,9.4,,26.310583581,21.9,6490.0,290.51967195,40.964497141,4.709081414,11.1,197.6,11.4,3.4543748882,10.557921438,12.1821504,81.06806999999999,38785.0,85.385181964,3.184405337,865939.0,32.561762434,11.089118287,0.4136550034,0.534564213,1.0602363446,0.0441139618,92.37544446,6.0469617375,20.002365667,50.980149872,5.1386929524
48217.0,Texas,Hill,2020,129,9032.0711241,18.774084061,7.5719872023,14.777709119,32.4,7.4,38.0,51.65151472,17.830318125,13.846153846,276.1,34.930751318,21.114054557,22.31396,33.00875,49.513119999999994,5468.0,96.9,50.56855313,3.6261178488,20.2,94380.0,21718.0,30.114606194,10.878054223,170.7366065,89.837614275,10.1,,15.657946115,40.3,623.0,456.9127187,57.060484113,0.0,10.2,112.7,16.5,13.981711921,23.893991674,12.66743649,30.258020000000002,48670.0,63.067926226,4.8597949167,36354.0,23.367442372,20.745997689,6.3211751114,0.9572536722,0.6436705727,0.1485393629,21.386917533,69.799746933,2.8810911494,50.173295923,76.266066289
48219.0,Texas,Hockley,2020,159,8548.6238269,21.931287222,9.3538183461,14.672073421,28.6,6.9,33.6,65.798997166,18.538219317,39.130434783,524.1,40.200286123,20.643799472,56.306309999999996,47.867709999999995,65.27415,3907.0,88.3,55.47635605,3.1049991351,28.1,97150.0,20876.0,29.324055666,12.127512128,447.63513514,83.366995264,7.5,,11.474398519,26.2,321.0,441.94462495,57.889513728,0.0,7.2,74.5,11.9,0.0,22.705654935,11.478288633,43.5161,46764.0,63.325879244,0.0,22980.0,25.739773716,14.673629243,3.4682332463,1.3577023499,0.5613577023,0.0652741514,48.664055701,46.140121845,4.5454545455,50.139251523,39.847394811
48221.0,Texas,Hood,2020,51,7930.3227542,15.362026373,7.2357531331,12.968680416,28.9,7.0,27.0,72.65444883,18.049901496,14.285714286,267.7,31.860327481,17.500971895,53.19788,51.20835,94.15729,3916.0,93.5,56.330592817,3.7118068653,16.8,122054.0,25467.0,20.226619313,10.124757606,175.56179775,83.154685258,9.6,,12.99904943,51.2,875.0,366.51845439,51.141477784,6.5313739212,7.2,104.0,15.3,13.092954283,20.771361165,11.870031643,42.94894,60917.0,48.281948694,2.8208021336,60537.0,21.317541338,24.563490097,0.9713068041,0.9580917455,0.9085352759,0.0792903514,12.919371624,83.486132448,2.1434414039,51.102631449,32.845531632
48223.0,Texas,Hopkins,2020,119,8562.9069363,19.536763735,7.3348087259,16.543250654,30.9,6.8,34.9,41.361167202,17.654351146,11.764705882,391.8,39.490285138,22.013554065,24.660239999999998,27.166529999999998,65.19967,5385.0,95.1,52.145522388,3.3652183935,21.1,99036.0,21890.0,32.17711354,9.8640946953,146.7453,82.485565026,10.1,,14.705882353,26.4,580.0,438.52283125,46.833246095,0.0,9.8,151.3,17.4,0.0,24.912608152,13.773222293,92.3662,52079.0,61.647266834,5.1406969203,36810.0,24.63461016,18.25590872,7.0334148329,0.9807117631,0.7117631079,0.1276826949,17.397446346,72.860635697,2.9245283019,50.763379516,59.62572168
48225.0,Texas,Houston,2020,214,9538.4271352,22.262540368,8.8943792464,17.821101442,24.7,4.4,31.6,56.480701163,16.450770258,26.666666667,317.1,40.537179806,20.117654664,17.37544,25.896669999999997,21.58056,4765.0,95.9,46.548868029,3.7394213737,40.8,70100.0,14686.0,42.800374007,11.29403588,213.53409941,74.255263388,9.8,,16.909975669,36.6,409.0,457.38851724,0.0,0.0,11.5,701.5,22.6,0.0,31.144498013,11.762171478,34.5289,39533.0,62.833983789,0.0,23169.0,19.854115413,22.007855324,24.84785705,0.6646812551,0.8459579611,0.0086322241,11.467909707,61.327636065,1.9932029025,46.544952307,73.487274566
48227.0,Texas,Howard,2020,210,10181.669124,20.826293871,9.8015267176,15.510638057,39.6,6.8,24.7,81.983320005,19.740688208,18.181818182,410.7,63.889670701,18.806587574,30.52164,35.65649,145.36876999999998,6371.0,89.8,45.809382533,3.2678780774,25.1,100919.0,22680.0,36.858651911,11.376248613,607.39104671,88.493641568,7.5,,12.689225289,19.5,597.0,520.93669986,62.741161339,7.9214195184,13.9,452.7,13.1,12.819691045,28.670287763,11.639815162,101.48386,50423.0,58.507670851,8.2476170278,36459.0,21.44052223,12.871993198,5.9930332702,1.686826298,1.198606654,0.0877698236,43.116925862,48.095120546,7.8526107457,42.494308675,20.064549297
48229.0,Texas,Hudspeth,2020,236,0.0,34.256621432,11.387900356,18.696341829,34.2,2.2,25.5,0.4602991945,15.317812228,21.818181818,181.5,56.563500534,28.527692736,0.0,0.0,0.0,4935.0,97.6,15.175879397,4.7418967587,25.0,59219.0,11321.0,35.204081633,0.0,105.13667768,0.0,6.1,,17.553191489,32.9,44.0,319.82991912,0.0,0.0,16.6,0.0,13.4,0.0,0.0,14.092664093,0.0,42671.0,91.680814941,0.0,4795.0,21.188738269,15.370177268,2.7945776851,1.9186652763,1.5224191867,0.2294056309,77.95620438,16.600625652,29.015677204,47.00729927,100.0
48231.0,Texas,Hunt,2020,157,9083.446198,18.444616949,8.631632394,15.817496754,33.0,6.9,35.4,65.15575474,18.194588755,29.464285714,461.3,32.106430155,18.715171085,28.762569999999997,35.23572,77.72585000000001,6665.0,93.7,53.334539042,3.7877893942,20.1,103056.0,20375.0,29.200637668,11.824612238,365.20045447,77.478161793,10.4,,17.316642593,42.0,1501.0,454.52172549,67.426336727,7.63062597,14.8,134.8,17.9,12.392100213,24.098207282,11.310623309,78.76219,53360.0,54.563701669,4.5676340601,96493.0,24.025576985,15.837418258,7.8865824464,1.1866145731,1.6716238484,0.1792876167,16.990869804,70.977169328,2.1019595127,50.6772512,56.631332072
48233.0,Texas,Hutchinson,2020,166,9201.4234081,18.278601693,9.2692496322,15.468328875,30.7,6.9,34.9,84.063205418,19.197580119,39.130434783,388.3,49.583648751,20.27956262,32.74854,42.45684,9.43485,4855.0,94.6,56.929119132,4.9972421401,18.9,102186.0,20908.0,36.323030195,15.438596491,482.77596178,92.015131377,7.1,,11.88369153,20.4,343.0,468.60468813,58.677499436,0.0,11.0,102.3,15.9,15.604519069,29.73594481,12.827682628,37.73941,54351.0,49.167253108,6.6079877356,21198.0,25.676950656,16.544013586,2.5285404283,2.2077554486,0.6981790735,0.0849136711,24.035286348,69.534861779,2.2335831637,49.698084725,22.564334086
48237.0,Texas,Jack,2020,124,9291.7780177,17.316867651,7.3282442748,15.488605028,32.8,6.1,28.7,60.382574082,19.928416778,15.789473684,396.3,35.982814178,24.439497535,45.289860000000004,0.0,11.30838,5675.0,96.4,43.857388316,2.497749775,21.9,105500.0,20954.0,26.420150054,11.322463768,218.72020638,113.24515311,8.6,,12.234910277,39.5,149.0,473.60028627,0.0,0.0,6.4,161.8,15.9,0.0,28.98924177,16.035856574,22.61676,48780.0,61.412051126,0.0,8843.0,21.757322176,17.120886577,3.8448490331,1.1421463304,0.5314938369,0.1130837951,17.256587131,76.806513627,3.7249970056,43.593803008,53.217602831
48239.0,Texas,Jackson,2020,76,8575.9955553,18.669127988,6.9896193772,13.883057626,33.4,7.7,25.7,50.046181172,19.111171306,27.272727273,270.2,39.553429027,19.494614747,6.7544699999999995,26.89256,13.44628,5863.0,98.2,50.509221029,3.2784673502,19.4,99770.0,24324.0,21.570708411,11.482607227,208.34733517,74.221016693,9.5,,14.90803485,37.1,229.0,450.98617861,0.0,0.0,16.5,132.0,14.0,0.0,29.140642454,12.804878049,60.508269999999996,54088.0,55.189107413,0.0,14874.0,25.440365739,18.051633723,5.876025279,0.8740083367,1.1362108377,0.0470619874,33.985478015,57.644211376,3.8279944796,50.248756219,61.818827709
48241.0,Texas,Jasper,2020,186,10143.46523,17.651689602,8.0478882607,16.262371849,41.3,6.1,28.3,37.94175301,17.250579239,7.5,368.4,47.428189713,17.349130217,39.36897,30.66459,41.81534,5605.0,95.0,40.55871702,6.4588472752,29.9,95396.0,19144.0,38.208430913,11.810691488,339.83991012,90.940220839,9.5,,8.7741393787,44.1,631.0,477.14473829,49.408550586,0.0,11.8,133.4,21.2,16.809704803,26.831016655,9.779286927,64.11686,47551.0,64.394925179,4.4050922867,35872.0,24.004794826,19.572368421,15.783898305,0.7471008029,0.5324487065,0.0780553078,6.8995316682,74.824375558,0.7009135839,50.485057984,78.185382246
48243.0,Texas,Jeff Davis,2020,134,0.0,21.582434922,0.0,13.907125123,26.6,8.5,23.5,47.822374039,14.658153466,0.0,175.4,28.08988764,29.436325678,43.859649999999995,0.0,222.02487,4431.0,100.0,36.176470588,2.9574861368,34.4,84202.0,20217.0,5.0938337802,30.701754386,206.46937371,0.0,5.6,,12.315270936,24.6,21.0,169.44061819,0.0,0.0,8.3,0.0,9.8,0.0,0.0,20.3125,44.40497,51343.0,54.44015444,0.0,2252.0,7.7264653641,34.857904085,0.6660746004,1.243339254,1.1101243339,0.0444049734,32.815275311,62.788632327,4.3718361712,48.756660746,100.0
48245.0,Texas,Jefferson,2020,215,9534.5637641,20.915803628,10.120481928,16.567076593,35.0,5.7,32.0,65.082271983,17.450521828,20.0,629.3,41.67837572,20.240634908,56.57455,57.64683,95.29374,5931.0,88.3,52.640247483,6.3403000527,27.8,102944.0,18968.0,42.531611784,11.588028045,707.34664315,69.546931212,10.0,,16.084807907,20.6,3795.0,458.58265545,79.527426714,9.0358982746,14.2,599.3,22.8,12.271876905,16.772734513,10.590976824,117.25443999999999,48121.0,68.061438213,10.750309705,255001.0,23.992454932,14.434845354,33.143791593,1.0180352234,4.0148862161,0.0964702099,21.535993976,39.828863416,4.334743177,48.714710923,8.4020089348
48247.0,Texas,Jim Hogg,2020,189,8178.2090585,31.208334245,8.9500860585,14.88099559,24.5,7.5,20.2,47.132075472,15.013137852,16.666666667,442.1,67.545304778,19.091554294,19.22338,19.05488,0.0,7613.0,95.7,42.870201097,5.7066666667,38.6,81366.0,14286.0,46.112115732,0.0,76.643035064,65.25661203,8.1,,14.779874214,37.3,63.0,386.75554354,0.0,0.0,8.6,122.8,8.9,0.0,35.572581749,8.7202007528,0.0,36176.0,83.753258036,0.0,5248.0,30.735518293,17.587652439,0.6288109756,0.6288109756,0.5335365854,0.0381097561,92.759146341,5.46875,5.4620123203,48.666158537,17.396226415
48249.0,Texas,Jim Wells,2020,229,9438.9097189,29.358750645,10.120705664,15.203602213,32.2,7.9,26.1,47.345609481,15.950532088,20.833333333,163.9,57.425933051,20.236323851,26.91395,31.845570000000002,83.28841999999999,5285.0,85.9,43.959215083,5.4282197081,33.3,94241.0,16165.0,37.567379586,5.6274620146,583.36560806,71.019617953,9.1,,16.377720398,44.1,619.0,474.78636549,41.048242487,4.5861041046,13.1,82.7,10.7,8.1405382524,24.912546581,10.577084382,71.04013,41919.0,68.442174389,10.034220151,40822.0,27.798735976,15.34956641,0.7299985302,1.0190583509,0.5144284944,0.0808387634,80.353730831,17.843319779,3.7482634793,50.409093136,40.085214751
48251.0,Texas,Johnson,2020,36,7590.3317814,16.373406127,6.758821895,14.507444179,38.9,7.4,28.1,70.569255436,20.624871439,22.522522523,290.5,35.183337172,17.837339563,46.02483,36.76449,71.19472999999999,6065.0,94.7,52.511046705,3.4384420068,15.5,112554.0,29975.0,25.001768159,7.7106532537,186.77953098,59.557080824,10.5,,12.815515961,54.2,2229.0,392.74432172,57.977064273,6.7567567568,12.2,172.4,14.0,11.356029454,16.58492457,10.179326049,53.10427000000001,62635.0,51.386599152,3.0154408308,171361.0,25.992495375,14.133320884,3.3986729769,0.9838878158,0.9471233244,0.4989466681,22.016678241,71.155630511,3.1413921141,50.135094917,37.874170167
48253.0,Texas,Jones,2020,117,9270.7122307,19.793417607,7.0886075949,16.075474406,37.9,6.8,25.7,43.698643699,20.363095039,25.806451613,160.1,48.351648352,19.592595723,30.02552,10.09234,5.04617,6690.0,97.5,34.401805869,4.7893724873,24.0,92609.0,21848.0,29.528386903,11.509783316,269.08084999,93.265807552,8.1,,10.215053763,28.9,258.0,400.18362861,135.50135501,0.0,13.3,188.2,16.8,0.0,36.546826517,12.144420131,35.32321,43903.0,61.744966443,0.0,19817.0,17.217540496,15.59771913,12.03512136,1.4179744664,0.7821567341,0.0050461725,27.75394863,58.333753848,1.2419091722,37.260937579,85.14998515
48255.0,Texas,Karnes,2020,65,7144.3143431,22.901823829,8.1214109926,15.513644048,28.6,7.5,20.9,50.836481382,20.096810665,17.24137931,184.4,43.738977072,18.27008818,26.338320000000003,57.50799,12.77955,4023.0,92.9,36.832412523,2.8195763331,25.3,113407.0,19301.0,38.932547479,11.852242049,261.58940397,63.181172011,9.4,,17.016317016,26.3,189.0,400.2639585,0.0,0.0,3.5,262.0,11.9,0.0,28.225730576,12.204119275,19.16933,48743.0,70.358934774,0.0,15650.0,21.38658147,14.089456869,8.447284345,1.0479233227,0.5047923323,0.0319488818,55.309904153,35.156549521,6.5841073271,41.156549521,38.390447922
48257.0,Texas,Kaufman,2020,55,7519.204482,16.904775778,8.2398348443,14.878533889,35.8,7.6,27.5,58.720851476,20.576285444,30.4,393.9,29.937763789,16.970288743,31.737509999999997,40.428540000000005,91.74168999999999,5535.0,95.5,57.777915364,3.4699091291,15.3,123275.0,29214.0,27.035264714,7.9750657129,234.13741049,67.642304807,10.6,,14.031897034,57.0,1528.0,393.80348987,41.82475428,5.6159086724,9.5,202.4,14.8,12.166930283,19.849538036,10.795806797,42.76096,67434.0,48.385723409,4.5616950766,128622.0,27.721540638,11.947411796,11.98473045,1.0169333396,1.3846775824,0.0886318048,22.381085662,62.185318219,3.2156933811,50.739375846,48.817610063
48259.0,Texas,Kendall,2020,7,5513.1962397,14.471163322,7.1287908625,11.960716759,23.4,8.4,23.7,76.117928764,19.568560159,41.666666667,93.1,12.238653748,15.12776736,86.31263,78.87645,153.37087,2031.0,97.6,69.59929352,2.9221534596,10.5,163476.0,36814.0,21.21025641,9.3126788716,108.75879031,56.272491264,9.2,,14.339058999,46.8,408.0,246.20107537,59.778818372,0.0,6.3,130.0,11.3,0.0,17.53198711,12.362010765,105.1686,90937.0,23.858383132,0.0,45641.0,23.014394952,19.068381499,1.126180408,0.7449442387,1.3540457045,0.0876404987,24.392541794,71.622006529,2.135829736,51.030871366,58.159233762
