FIPS,State,County,Yrs_Potential_Life_Lost_per100K(YPLL),%_Fair/Poor_Health,Avg_Days_Poor_Physical_Health_per_Month,Avg_Days_Mentally_Unhealthy_per_Month,Low_BirthWt_Unreliable,%_Low_Birthweight_Births,%_Adult_Smokers,%_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",%_Adults_Physical_Inactivity,%_Access_to_Excercise_Opportunities,%_Adults_Excessive_Drinking,#_Alcohol-Impaired_Motor_Vehicle_Deaths,#_Motor_Vehicle_Deaths_x,%_Driving_Deaths_with_Alcohol_Involvement,#_Chlamydia_Cases,Chlamydia_Cases_per_100K,Teen_Birth_Rate,#_Ppl_Under65_w/o_Insurance,%_Ppl_Under65_w/o_Insurance,#_Primary_Care_Physicians(PCP)_in_Pt_Care,PCP_per_100K,Population_to_PCP_ratio,#_Dentists,Dentists_per_100K,Population_to_Dentists_ratio,#_Mental_Health_Providers(MHP),MHP_per_100K,Population_to_MHP_ratio,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),%_Female_Medicare_Enrollees(65-74)_with_Annual_Mammogram,#_Students_Expected_to_Graduate,Graduation_Rate,#_Adults(25-44)_with_Some_Post-secondary_Ed,Adults(25-44),%_Adults(25-44)_with_Some_Post-secondary_Ed,#_Ppl(16+)_Unemployed_&_Looking_for_Work,Size_of_Labor_Force,%_Ppl(16+)_Unemployed_&_Looking_for_Work,%_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Ratio_of_Household_Income_80th_to_20th,#_Children_Living_in_Single_Parent_Household,#_Children_in_Households,%_Children_Living_in_Single_Parent_Household,#_Associations,Associations_per_10K,Annual_Avg_Violent_Crimes,Violent_Crimes_per_100K,#_Injury_Deaths,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",%_Households_with_High_Housing_Costs,%_Households_with_Overcrowding,%_Households_Lacking_Kitchen_or_Plumbing_Facilities,%_Workers_Who_Drive_Alone_to_Work,"#_Workers_who_Commute(car,truck,van)_Alone",%_Lone_Commuters_who_Commute_More_Than_30Min,Premature(under75)_Age_Adjusted_Mortality_#_Deaths,Premature age-adjusted mortality_Age-Adjusted Mortality,Child(under18)_Mortality_#_Deaths,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_#_Deaths,Infant(within1yr)_Mortality_per_1K_live_births,%_Adults(20+)_Diagnosed_Diabetes,#_HIV_Cases,#_Ppl(Age13+)_diagnosed_HIV_per_100K,#_Ppl_Food_Insecure,%_Pop_w/o_Adequate_Access_to_Food,#_Ppl_Low_Income_or_Do_Not_Live_Near_Grocery_Store,%_Pop_with_Limited_Access_to_Food,#_Drug_Overdose_Deaths,Drug_Overdose_Deaths_per_100K,#_Motor_Vehicle_Deaths_y,Motor_Vehicle_Deaths_per_100K,#_Adults(under65)_w/o_Health_Insurance,%_Adults(under65)_w/o_Health_Insurance,#_Children(under19)_w/o_Health_Insurance,%_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Pop_to_Other_Primary_Care_Providers(non_physician),Median_Household_Income,%_Children_Enrolled_in_Free/Reduced_Lunch,#_Deaths_due_to_Homicide_per_100K,Resident_Population,Demographics_% < 18,%_Age_65_and_over,Demographics_# African American,Demographics_% African American,Demographics_# American Indian/Alaskan Native,Demographics_% American Indian/Alaskan Native,#_Asian,%_Asian,#_Native_Hawaiian/Other_Pacific_Islander,%_Native_Hawaiian/Other_Pacific_Islander,#_Hispanic,%_Hispanic,#_Non-Hispanic_White,%_Non-Hispanic_White,#_Not_Proficient_in_English,%_Not_Proficient_in_English,%_Female,#_Pop_Living_in_Rural_Area,%_Rural,Year
48407,Texas,San Jacinto,10788.893478,18.184484958,3.9202631344,3.9191012848,0,8.4720121029,16.955370256,29.5,7.1,26.4,74.43147362,17.010341926,15,42,35.714285714,102.0,372.1,45.717199184,4689,21.487489689,3.0,10.827589999999999,9236:1,1.0,3.5373200000000002,28270:1,2.0,7.0746400000000005,14135:1,6993.0,27.0,225.0,90.7,1725,5700,30.263157895,644,11436,5.6313396292,28.4,89295,19182,4.6551454489,1754,5914,29.658437606,11,3.9701158552,56.5,206.64935445,117.0,85.186938003,10.0,Yes,15.250659631,10.481283422,3.7889182058,1.5303430079,80.116723687,7962,60.1,542.0,491.2,14.0,57.271425649,0.0,0.0,12.6,39.0,169.4,5070,18.7,778.06737737,2.9490121944,17.0,20.386137427,53.0,27.709230834,4033,25.438375173,727,11.545180245,10.61196,9423:1,44707,69.392390687,7.8,28270,21.704987619,21.42907676,2641,9.3420587195,286,1.0116731518,153,0.541209763,16,0.0565970994,3691,13.056243368,21137,74.768305624,494,1.9049822613,50.049522462,26384,100.0,2019
48409,Texas,San Patricio,8691.1862108,21.33341848,3.8138805355,3.547292799,0,8.8905109489,14.757142156,35.9,8.0,31.2,48.123572619,18.153224482,9,58,15.517241379,169.0,250.9,46.994731801,10600,18.5285532,19.0,28.083660000000002,3561:1,25.0,37.19408,2689:1,26.0,38.68184,2585:1,4643.0,38.0,976.0,92.8,8554,17036,50.211317211,2333,30647,7.612490619,26.9,103709,22705,4.5676723189,6456,18159,35.552618536,69,10.198802749,243.5,361.34566014,233.0,69.494361412,9.7,Yes,15.913081651,8.7110325006,8.0333625988,0.636523266,84.333508495,24073,34.3,995.0,452.1,34.0,46.54091494,37.0,5.4580321581,9.7,58.0,106.9,7490,11.2,5349.9369975,8.2555660106,26.0,12.856839097,86.0,18.470592025,9052,23.118375686,1728,9.0899526565,43.14513,2318:1,50752,62.795654565,4.5,67215,27.092166927,14.468496615,991,1.4743732798,699,1.0399464405,764,1.1366510452,95,0.1413374991,38946,57.942423566,25711,38.251878301,2808,4.5370819195,49.831138883,12734,19.650021604,2019
48411,Texas,San Saba,7537.4248087,20.572517398,4.0143007114,3.7619405092,0,5.4229934924,16.483426921,29.7,6.8,24.4,47.137497961,17.075030235,3,6,50.0,19.0,322.0,44.722719141,1044,26.390293225,2.0,33.64738,2972:1,1.0,16.78134,5959:1,1.0,16.78134,5959:1,4936.0,32.0,0.0,93.3,615,1467,41.922290389,77,2411,3.193695562,26.3,82727,16208,5.1040844028,337,1138,29.613356766,11,18.506056528,6.5,109.56595027,19.0,64.542428154,8.1,Yes,12.941176471,10.843941537,1.4117647059,1.1764705882,69.301164725,1666,30.0,82.0,352.7,0.0,0.0,0.0,0.0,11.4,0.0,0.0,890,15.1,789.92749617,12.884154235,0.0,0.0,13.0,31.353254709,871,31.051693405,184,15.333333333,33.56268,2980:1,43112,61.581395349,0.0,5959,20.523577782,22.705151871,190,3.1884544387,81,1.3592884712,31,0.5202215137,0,0.0,1803,30.256754489,3837,64.389998322,400,7.2398190045,45.863399899,3026,49.355733159,2019
48413,Texas,Schleicher,5257.572718,17.256990932,3.3508528177,3.2382719158,x,6.1674008811,12.718676377,28.8,8.5,24.0,77.174227102,18.749197014,2,5,40.0,4.0,124.6,26.14379085,577,22.743397714,1.0,32.72251,3056:1,0.0,0.0,3001:0,1.0,33.32223,3001:1,3701.0,27.0,0.0,97.7,408,780,52.307692308,49,1338,3.6621823617,25.0,101500,21235,4.7798445962,118,880,13.409090909,8,26.178010471,0.0,0.0,12.0,76.745970837,7.3,No,19.534883721,10.798122066,9.7674418605,0.9302325581,78.590971272,1149,29.7,31.0,285.9,0.0,0.0,0.0,0.0,10.1,0.0,0.0,310,9.6,177.21620831,5.1203758542,0.0,0.0,0.0,0.0,434,25.665286813,156,17.44966443,0.0,3001:0,45821,59.473684211,0.0,3001,26.624458514,18.227257581,39,1.2995668111,26,0.866377874,9,0.2999000333,0,0.0,1594,53.115628124,1338,44.585138287,238,8.1674673988,49.950016661,3461,100.0,2019
48415,Texas,Scurry,7921.1349212,18.385448599,3.6477586825,3.4588543175,0,9.20671685,14.638832065,29.3,7.7,26.1,34.968382483,19.74792542,4,17,23.529411765,38.0,215.7,76.280041797,2342,17.612995412,8.0,46.15473,2167:1,7.0,41.05572,2436:1,3.0,17.595309999999998,5683:1,4059.0,22.0,209.0,92.7,2323,4573,50.798163131,305,6982,4.3683758235,24.3,101114,26480,3.8185045317,1482,4331,34.218425306,22,12.69255178,52.5,298.14299506,62.0,71.570392945,7.5,No,10.63464837,6.018916595,4.5454545455,0.2401372213,82.193203739,5539,12.1,231.0,427.2,15.0,84.745762712,0.0,0.0,9.5,10.0,70.2,2010,11.6,1826.1498273,10.792209841,0.0,0.0,26.0,21.545830467,1898,21.376281113,483,10.440985733,41.05572,2436:1,51772,49.521817095,0.0,17050,25.472140762,14.838709677,774,4.5395894428,233,1.366568915,146,0.8563049853,8,0.0469208211,6919,40.580645161,9002,52.797653959,532,3.3029117775,46.093841642,5364,31.700254122,2019
48417,Texas,Shackelford,0.0,15.447960084,3.5593011284,3.6299082105,x,9.2050209205,15.431727516,29.5,7.1,23.9,79.662522202,18.434668473,3,8,37.5,12.0,358.2,34.077555817,557,20.698625046,1.0,30.16591,3315:1,0.0,0.0,3328:0,2.0,60.096149999999994,1664:1,4192.0,28.0,0.0,92.7,409,687,59.534206696,56,1875,2.9866666667,21.6,84380,18510,4.5586169638,306,799,38.29787234,8,24.132730015,3.5,103.87297819,0.0,0.0,7.7,Yes,13.090909091,9.7705403405,1.4545454545,2.1818181818,82.341137124,1231,30.4,34.0,261.2,0.0,0.0,0.0,0.0,10.5,0.0,0.0,570,17.1,199.47516304,5.9051262001,0.0,0.0,0.0,0.0,437,22.939632546,132,15.846338535,30.04808,3328:1,61155,46.624803768,0.0,3328,23.828125,19.981971154,33,0.9915865385,20,0.6009615385,13,0.390625,2,0.0600961538,386,11.598557692,2845,85.486778846,50,1.5908367801,51.862980769,3378,100.0,2019
48419,Texas,Shelby,10739.518884,21.648378312,4.2045672632,4.0330461054,0,8.8681446908,19.128447279,30.8,6.4,27.2,39.523734675,16.146227212,8,44,18.181818182,82.0,322.8,50.896669513,5362,25.237691801,5.0,19.54728,5116:1,10.0,39.1957,2551:1,13.0,50.95442,1963:1,5434.0,28.0,342.0,92.9,2431,5838,41.640972936,552,10781,5.1201187274,33.0,75049,16449,4.5625265974,2419,6788,35.636417207,32,12.510262325,71.0,289.37072057,122.0,95.460911886,9.8,Yes,9.6860031932,8.4130434783,2.118147951,0.4789781799,76.561831408,7157,35.2,448.0,515.0,25.0,92.565165877,20.0,7.4906367041,11.7,39.0,189.4,5480,21.3,1461.8486859,5.7444541258,0.0,0.0,63.0,35.079513564,4381,29.963750769,1071,15.302186027,66.6327,1501:1,39745,74.643566143,9.5,25513,26.504135147,17.195155411,4509,17.673343002,255,0.9994904558,334,1.3091365186,19,0.0744718379,4728,18.531728923,15598,61.137459334,1088,4.5587865583,50.194018736,20214,79.432568375,2019
48421,Texas,Sherman,7801.5932415,17.615812082,3.5156018272,3.4074451504,x,7.5268817204,13.919010914,30.2,8.4,25.2,37.607119314,19.155773967,0,4,0.0,0.0,0.0,28.42377261,719,27.590176516,0.0,0.0,0,0.0,0.0,3067:0,0.0,0.0,0,3728.0,30.0,0.0,95.8,355,810,43.827160494,40,1289,3.1031807603,16.4,116500,26833,4.3416688406,129,704,18.323863636,9,29.335071708,4.5,145.06769826,13.0,84.503380135,6.5,No,7.1065989848,4.1794087666,3.3502538071,0.0,76.739811912,1224,28.1,38.0,381.3,0.0,0.0,0.0,0.0,9.8,0.0,0.0,310,10.1,176.56018881,5.8193865791,0.0,0.0,0.0,0.0,545,30.965909091,187,20.847268673,32.60515,3067:1,49349,60.286458333,0.0,3067,28.203456146,15.1613955,35,1.1411803065,36,1.1737854581,25,0.8151287903,0,0.0,1355,44.179980437,1634,53.276817737,291,10.090152566,48.28822954,3034,100.0,2019
48423,Texas,Smith,7435.4851128,17.916653058,3.6502779541,3.6337039513,0,7.7777777778,16.474578295,31.8,6.7,28.3,71.500710491,17.673309939,45,236,19.06779661,1178.0,528.4,37.191564878,33998,18.373126101,222.0,98.53966,1015:1,136.0,59.72063,1674:1,228.0,100.11988000000001,999:1,4712.0,47.0,2147.0,91.0,34229,56222,60.881861193,4297,105896,4.0577547783,20.0,102316,22053,4.6395501746,16788,54648,30.720245938,305,13.538106441,737.0,335.00913661,701.0,63.103409475,10.3,Yes,17.491749175,13.424199563,3.7255648642,1.4089870526,83.656641526,80860,28.9,2774.0,370.0,146.0,65.885665806,175.0,8.1383992931,11.3,396.0,216.9,42160,19.2,13696.811735,6.5311861561,54.0,7.9887211093,271.0,17.607955937,29511,22.677394071,5104,8.8497416514,122.07598999999999,819:1,54044,57.900175963,3.9,227727,24.648811955,16.20932081,39371,17.28868338,1909,0.8382844371,3870,1.6994032328,275,0.1207586277,44741,19.646770036,135704,59.590650208,9617,4.6457366176,51.716748563,66286,31.60780873,2019
48425,Texas,Somervell,8158.4172667,17.044433422,3.7386556374,3.7165740425,0,8.0944350759,15.710317453,28.3,7.7,23.7,70.906949352,18.242359952,7,23,30.434782609,19.0,217.4,23.084025854,1323,18.675889328,8.0,91.16808999999999,1097:1,2.0,22.61164,4423:1,1.0,11.30582,8845:1,7814.0,40.0,213.0,88.0,1054,2090,50.43062201,190,4218,4.5045045045,16.6,106758,19685,5.4233172466,652,1968,33.130081301,9,10.256410256,9.5,108.44129901,39.0,89.222392533,9.1,No,14.918759232,10.056196392,4.9926144756,0.5908419498,78.896746818,2789,33.8,114.0,348.6,0.0,0.0,0.0,0.0,10.7,0.0,0.0,1440,16.6,0.0,0.0,0.0,0.0,14.0,23.041474654,1068,20.912473076,280,13.358778626,90.44658,1106:1,62803,43.784599899,0.0,8845,22.634256642,18.654607123,98,1.1079706049,128,1.4471452798,96,1.0853589599,4,0.04522329,1651,18.665912945,6828,77.19615602,74,0.9026591852,50.898812889,8490,100.0,2019
48427,Texas,Starr,6280.3339119,40.732355159,5.5058511378,4.3379111908,0,8.6497660755,20.113247958,32.0,5.5,26.2,31.277063378,13.81852446,11,28,39.285714286,270.0,423.2,73.81001231,15589,28.199052133,12.0,18.71433,5344:1,9.0,13.96345,7162:1,11.0,17.06643,5859:1,6947.0,28.0,1140.0,91.3,5391,15833,34.049137877,3040,26049,11.67031364,40.2,64222,12331,5.2081745195,9153,21072,43.436788155,17,2.6511961573,166.5,262.69909515,110.0,34.668708969,8.6,Yes,22.235986373,10.588968526,11.830288015,2.4775472282,68.963829475,14090,21.7,583.0,341.9,31.0,36.690298375,40.0,4.29000429,9.0,32.0,66.5,7910,12.5,19970.869004,32.756313154,0.0,0.0,54.0,12.255486032,13758,39.694171956,1991,9.178075877,49.64781,2014:1,28377,82.973280273,4.1,64454,33.139913737,11.296428461,73,0.1132590685,246,0.3816675458,157,0.2435845719,13,0.0201694232,62084,96.32295901,2131,3.3062339032,17214,30.214842379,51.326527446,14453,23.705878494,2019
48429,Texas,Stephens,10361.365017,19.333943951,3.9253952136,3.7647077641,0,8.9108910891,16.996160414,29.5,6.5,26.0,59.221183801,18.800799693,1,8,12.5,32.0,339.0,50.537634409,1588,22.750716332,2.0,20.189780000000003,4953:1,5.0,53.55039,1867:1,2.0,21.42016,4669:1,5960.0,27.0,96.0,90.8,1022,2263,45.161290323,189,4030,4.6898263027,30.1,90330,18207,4.9612786291,645,2081,30.99471408,11,11.104381183,17.5,188.08103606,43.0,90.841871765,8.0,No,11.465892598,8.7776141384,3.0188679245,0.7256894049,82.49931638,3017,16.9,167.0,483.4,0.0,0.0,0.0,0.0,9.9,13.0,154.6,1670,17.1,1208.0197547,12.544338056,0.0,0.0,18.0,27.130088776,1332,27.084180561,276,12.760055479,64.26047,1556:1,41977,64.300066979,0.0,9337,21.709328478,19.288850809,233,2.4954482168,117,1.2530791475,57,0.6104744565,4,0.0428403127,2238,23.969154975,6669,71.425511406,279,3.1425996846,47.16718432,3791,39.366562825,2019
48431,Texas,Sterling,0.0,22.17158236,4.1708729538,3.8571076419,0,0.0,17.202811269,27.1,4.3,23.4,55.380577428,16.944385913,0,5,0.0,0.0,0.0,0.0,216,19.047619048,0.0,0.0,1367:0,0.0,0.0,1295:0,0.0,0.0,0,4813.0,37.0,0.0,95.2,148,257,57.587548638,23,607,3.7891268534,17.7,84611,23273,3.6355863017,165,329,50.151975684,3,21.945866862,1.5,113.42155009,0.0,0.0,7.2,No,10.0,4.4843049327,1.7777777778,1.7777777778,77.406679764,394,21.7,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,150,11.8,540.13719848,47.256097855,0.0,0.0,0.0,0.0,159,21.087533156,63,15.632754342,154.44015000000002,648:1,55690,41.924398625,0.0,1295,27.567567568,15.83011583,24,1.8532818533,27,2.0849420849,7,0.5405405405,1,0.0772200772,518,40.0,716,55.28957529,2,0.1949317739,49.189189189,1143,100.0,2019
48433,Texas,Stonewall,0.0,17.826277874,3.8267616852,3.7408909717,0,0.0,15.228830365,27.9,7.3,24.6,53.087248322,15.802396645,3,5,60.0,0.0,0.0,35.36977492,195,18.396226415,1.0,70.12623,1426:1,0.0,0.0,1388:0,2.0,144.09222,694:1,4240.0,25.0,0.0,95.7,87,169,51.479289941,21,621,3.3816425121,20.3,100462,15310,6.5618549967,63,258,24.418604651,3,21.037868163,1.0,70.997515087,0.0,0.0,7.4,No,13.793103448,7.6388888889,5.1724137931,2.4137931034,84.064665127,364,25.0,20.0,331.6,0.0,0.0,0.0,0.0,12.2,0.0,0.0,200,16.4,73.738089202,4.9488650471,0.0,0.0,0.0,0.0,151,20.572207084,48,14.035087719,360.23055,278:1,43702,54.21686747,0.0,1388,22.11815562,26.080691643,45,3.242074928,23,1.6570605187,22,1.5850144092,0,0.0,256,18.443804035,1041,75.0,2,0.1936108422,51.585014409,1490,100.0,2019
48435,Texas,Sutton,0.0,18.221123899,3.3989903676,3.2630621835,0,8.9709762533,12.328551556,29.6,8.7,22.2,82.945736434,18.744630638,2,19,10.526315789,6.0,153.3,53.872053872,656,20.68748029,3.0,77.53941999999999,1290:1,1.0,26.546319999999998,3767:1,0.0,0.0,0,5413.0,29.0,80.0,95.0,519,964,53.838174274,77,1514,5.0858652576,23.6,113692,26030,4.3677295428,367,989,37.108190091,8,20.677177565,5.5,139.32868904,10.0,51.211143545,7.3,No,9.7972972973,5.0340136054,4.7297297297,0.2702702703,84.268426843,1532,20.4,35.0,252.1,0.0,0.0,0.0,0.0,10.3,0.0,0.0,380,9.6,146.27260496,3.5434255077,0.0,0.0,0.0,0.0,537,24.200090131,127,12.751004016,106.18529,942:1,57986,58.513189448,0.0,3767,24.396071144,17.706397664,21,0.55747279,41,1.0883992567,22,0.5840191134,2,0.0530926467,2360,62.649323069,1363,36.182638705,219,5.9013742926,49.323068755,776,18.798449612,2019
48437,Texas,Swisher,8311.4112187,22.859806426,4.1554176607,3.7688656248,0,7.5391180654,16.689758677,27.9,7.3,28.8,53.743315508,16.936282446,3,7,42.857142857,0.0,0.0,75.073313783,1258,22.947829259,1.0,13.394049999999998,7466:1,1.0,13.306719999999999,7515:1,0.0,0.0,0,6388.0,35.0,115.0,87.7,824,2028,40.631163708,109,2687,4.0565686639,29.6,75618,15750,4.8011428571,706,1930,36.580310881,13,17.412268953,39.5,518.74712719,36.0,95.092186592,7.3,No,12.716763006,7.3369565217,4.4315992293,0.9633911368,83.320220299,2118,23.5,94.0,382.6,0.0,0.0,0.0,0.0,10.3,5.0,81.4,1160,15.2,629.25574244,8.0119142149,0.0,0.0,16.0,29.878618114,1048,28.822882288,229,11.84687015,39.92016,2505:1,41264,71.926605505,0.0,7515,25.535595476,17.857618097,558,7.4251497006,123,1.6367265469,47,0.625415835,6,0.0798403194,3313,44.085163007,3491,46.453759148,279,3.972095672,46.813040585,2951,37.573211103,2019
48439,Texas,Tarrant,6357.0356041,15.933967082,3.6156579122,3.4646945935,0,8.2309876675,15.327161996,29.6,7.0,22.4,93.313890176,17.809186576,193,793,24.337957125,9230.0,465.6,31.60288549,303048,17.048106863,1142.0,56.622330000000005,1766:1,1186.0,57.727639999999994,1732:1,2199.0,107.03464,934:1,5484.0,39.0,24137.0,89.4,355877,567783,62.678347185,37978,1033317,3.6753484168,17.1,121535,27612,4.401528321,175656,531006,33.079852205,1406,6.9711910325,7977.0,402.71780245,4750.0,47.927774559,10.6,Yes,17.508367533,13.398068476,4.3993558298,0.9083690175,82.484195914,791487,41.9,19579.0,324.7,1133.0,52.797326302,1339.0,6.729826854,10.2,4953.0,310.3,323840,16.6,145321.89987,8.0331215373,597.0,9.8615012443,1349.0,9.8895116487,258871,20.823459382,49533,8.8352546871,70.48029,1419:1,65021,54.927215913,5.2,2054475,26.580415921,11.02870563,334933,16.302607722,18163,0.8840701396,116433,5.6672872632,4971,0.2419596247,593452,28.885822412,962516,46.849730466,116369,6.3231512896,51.04846737,23304,1.2882013273,2019
48441,Texas,Taylor,9393.7644506,18.870468069,3.8988243535,3.5679116897,0,8.8095073585,18.420112246,32.0,6.4,26.1,86.474381397,18.661078297,20,106,18.867924528,671.0,493.2,40.404606461,18571,16.358799538,94.0,68.84682,1453:1,107.0,78.50906,1274:1,204.0,149.68083,668:1,4187.0,38.0,1449.0,86.1,21206,34076,62.231482568,2267,64051,3.5393670669,20.8,97406,21550,4.52,11757,33092,35.528224344,176,12.890467646,580.0,426.20264466,488.0,71.961966331,8.2,Yes,15.704901465,12.729510719,2.5669530066,1.4957049015,81.126932156,53272,10.5,1895.0,473.7,72.0,53.634880551,83.0,5.7707015226,9.4,224.0,200.9,23710,17.5,16206.432691,12.323721116,54.0,13.206938045,156.0,16.519054094,15959,19.883383377,2895,8.3184874433,120.33165,831:1,50338,57.838860999,4.7,136290,24.73328931,14.271039695,9959,7.3072125614,1373,1.0074106684,3120,2.2892361875,182,0.1335387776,33365,24.480886345,86504,63.470540759,2712,2.1629036503,51.099860591,21085,16.033488966,2019
48443,Texas,Terrell,0.0,24.553065748,4.1661962967,3.7831464537,0,0.0,15.256157436,28.2,5.4,26.4,0.0,14.561148395,2,3,66.666666667,0.0,0.0,0.0,130,21.594684385,0.0,0.0,812:0,0.0,0.0,810:0,0.0,0.0,810:0,1647.0,16.0,0.0,90.0,98,184,53.260869565,19,391,4.8593350384,23.3,74625,9824,7.5961929967,40,150,26.666666667,0,0.0,1.5,177.5147929,0.0,0.0,7.2,No,4.0860215054,4.1758241758,0.0,0.0,83.846153846,218,34.9,22.0,869.1,0.0,0.0,0.0,0.0,11.6,0.0,0.0,80,10.2,378.2744132,38.442521667,0.0,0.0,0.0,0.0,104,23.58276644,27,16.071428571,123.45679000000001,810:1,39033,47.945205479,0.0,810,21.851851852,28.148148148,9,1.1111111111,29,3.5802469136,4,0.4938271605,0,0.0,427,52.716049383,346,42.716049383,20,2.7972027972,50.12345679,984,100.0,2019
48445,Texas,Terry,9535.6981258,23.927482151,4.1779948029,3.6576077434,0,9.6797671033,16.689081072,30.1,7.2,25.0,74.918978737,17.723010646,9,16,56.25,49.0,384.6,79.95658466,2378,24.228222109,4.0,31.252439999999996,3200:1,4.0,31.458910000000003,3179:1,0.0,0.0,0,5711.0,26.0,159.0,92.2,1257,3298,38.11400849,262,5245,4.9952335558,30.2,86776,23676,3.6651461396,1397,3466,40.305828044,17,13.282287679,32.5,254.18426404,51.0,80.01882796,7.3,Yes,11.248454883,6.3171036205,2.2249690977,3.3374536465,77.770360481,3495,31.5,199.0,503.4,10.0,71.968333933,0.0,0.0,9.7,10.0,98.1,1340,10.5,2303.292558,18.206407067,0.0,0.0,15.0,16.849578199,1929,30.330188679,479,13.221087497,47.18836,2119:1,40899,76.004922067,0.0,12715,27.337790012,14.699174204,545,4.2862760519,148,1.1639795517,83,0.6527723162,9,0.0707825403,7002,55.068816359,4992,39.26071569,698,5.9535994541,46.795123869,3121,24.669986562,2019
48447,Texas,Throckmorton,0.0,14.753748239,3.3982291146,3.5355521819,0,0.0,13.728059927,27.0,5.0,24.7,57.343083486,17.868931214,0,2,0.0,0.0,0.0,0.0,239,20.964912281,1.0,65.23157,1533:1,0.0,0.0,1527:0,1.0,65.48787999999999,1527:1,6738.0,28.0,0.0,95.5,175,261,67.049808429,30,692,4.3352601156,27.1,97795,13776,7.0989401858,158,319,49.529780564,3,19.569471624,0.0,0.0,0.0,0.0,7.7,No,12.142857143,7.7586206897,2.0,1.4285714286,84.711388456,543,27.3,26.0,430.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,240,15.7,528.66561366,32.216064208,0.0,0.0,0.0,0.0,186,22.76621787,55,16.417910448,65.48787999999999,1527:1,38162,62.012987013,0.0,1527,20.890635232,27.308447937,15,0.9823182711,18,1.1787819253,7,0.4584151932,0,0.0,220,14.407334643,1259,82.449246889,10,0.6882312457,52.259332024,1641,100.0,2019
48449,Texas,Titus,7547.8504506,22.988691746,4.1053836441,3.8487568181,0,7.4563871694,17.363928244,29.7,7.3,26.8,62.986330179,17.476163024,7,33,21.212121212,127.0,389.3,52.45114844,6705,24.305807294,18.0,55.228280000000005,1811:1,14.0,42.54802,2350:1,20.0,60.78288,1645:1,4684.0,27.0,395.0,96.9,3530,7921,44.565080167,692,12954,5.3419793114,24.8,89245,21801,4.0936195587,3069,9444,32.49682338,36,11.045655376,115.5,353.02747807,108.0,66.174037719,10.0,No,16.634799235,8.1395348837,7.9349904398,1.7208413002,83.442680776,11828,18.7,389.0,386.3,11.0,29.052876235,0.0,0.0,10.5,30.0,116.5,5180,15.9,2087.496559,6.4560418104,0.0,0.0,49.0,21.447486486,5605,30.568280977,1201,12.37889095,66.86117,1496:1,47097,75.535211268,5.3,32904,28.935691709,14.068198395,3021,9.1812545587,789,2.3978847557,383,1.1639922198,58,0.1762703623,14242,43.283491369,14854,45.143447605,3109,10.311090475,50.853999514,16347,50.556689553,2019
48451,Texas,Tom Green,7387.7430188,18.194149573,3.6618543165,3.3957613165,0,7.8762179719,15.362674504,28.6,6.7,23.2,76.223871389,18.979266744,16,65,24.615384615,705.0,596.9,38.17966078,16506,17.181400868,82.0,69.26495,1444:1,63.0,53.38124,1873:1,157.0,133.02943,752:1,5413.0,38.0,1322.0,89.2,18173,30901,58.810394486,1987,54003,3.6794252171,19.9,96416,23138,4.1669980119,8111,27408,29.593549329,135,11.403375399,375.0,317.54230722,374.0,63.814684885,8.0,Yes,14.11558669,11.063880033,2.9655575015,1.1792177466,79.408076248,44324,11.3,1407.0,379.6,61.0,54.767954462,50.0,4.5158959538,10.9,93.0,95.6,15900,13.7,18301.28319,16.603718964,40.0,11.2831796,122.0,15.039892699,14007,20.494249846,2770,9.533314978,88.96873,1124:1,49462,53.486952541,4.2,118019,23.745329142,15.227209178,4294,3.6383972072,1308,1.1082961218,1633,1.3836755099,179,0.1516704937,47173,39.970682687,62842,53.247358476,2725,2.5025944328,50.274108406,17240,15.64087676,2019
