FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian_Other_Pacific_Islander,Percent_Native_Hawaiian_Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
18000,Indiana,0,2018,0,7794.079431,17.67244714,8.017360345,21.14018267,32,7,26.8,76.57087616,18.59123098,22.39108409,437.9,30.48416361,11.31101561,66.45336,53.98721,142.61909,56.79,87.22475299,62.03320398,4.421256393,19.1,96095,21916,33.68883988,12.31177338,356.1922145,69.85898098,11.1,0,14.0288542,30.5,86559,391.7,59.81468519,7.298608355,11.1,195.7,14.4,19.86439215,11.71055274,6.908753062,73.13374,52289,48.29157764,5.64421661,6633053,23.75153643,14.94881769,619324,9.336937305,26875,0.405167877,149209,2.249476975,4214,0.063530323,449871,6.782261502,5282559,79.63993353,93121,1.509363562,50.70803746,1786702,27.55639361
19000,Iowa,0,2018,0,5880.644136,13.14044947,6.711252164,16.74289571,31.8,8.2,24.7,82.96623342,22.10636869,26.96759259,388.9,22.25253563,5.859812765,73.36985,64.05731,132.26176,48.91,90.41975491,70.01723771,3.669321266,14.6,101229,23834,29.29492605,15.18294926,269.6045441,65.11134349,9.6,0,12.03914854,19.7,33313,313.3,45.64337743,4.912810503,9.5,93.5,12,9.470710094,11.41920526,3.630356446,84.37828,56354,41.41735086,2.116550389,3134693,23.3110866,16.40399873,109571,3.495430015,15924,0.50799233,78735,2.511729219,3592,0.114588574,182606,5.825323245,2702702,86.21903325,45501,1.563758175,50.26246589,1096099,35.98067198
20000,Kansas,0,2018,0,6782.117682,15.00384656,7.038326263,17.22376508,32.4,7,24.6,80.94183276,17.38775729,25.31185031,394.8,30.49842972,10.47579307,75.76484,56.68511,179.96147,51.35,85.52332261,69.13306755,4.170384067,14.3,103095,23557,29.21184492,13.71048148,347.6900829,70.11053649,8.5,0,13.58089065,20.4,32774,345.6,54.31640119,6.159371946,9.9,118.6,13.2,11.16594602,13.65490148,5.119332096,99.19894,54828,49.16592982,4.053953373,2907289,24.59167286,15.03094464,168513,5.796224593,34616,1.190662504,86448,2.973491799,3235,0.111272048,338481,11.64249581,2217600,76.2772466,58955,2.184022462,50.20243946,736157,25.80184206
21000,Kentucky,0,2018,0,9047.062026,21.25393919,8.85971141,24.47088085,33.7,7,28.1,72.4260013,15.77888121,27.63626404,395.2,38.49989148,7.088063714,66.3715,64.0752,190.53526,76.56,89.17117098,60.33861659,5.005118021,24.4,91156,17729,34.58966037,10.69808266,214.6761808,87.95880031,10,0,14.37756832,29,71283,466.5,58.53421436,6.79372441,12.8,179.6,15.8,28.39059523,17.05789176,4.293166778,113.02748,46610,59.42999812,5.09753655,4436974,22.77743796,15.56729879,357930,8.066984391,13297,0.299686228,66230,1.492683978,3675,0.082826719,155520,3.505091533,3770240,84.97322725,41450,1.001821406,50.71972475,1806024,41.61952654
22000,Louisiana,0,2018,0,9440.413939,21.05050125,10.73062974,22.77381619,34.7,5.4,29.6,74.03189061,18.461027,33.93197279,695.2,39.52865965,13.78325468,65.49306,53.16483,236.98829,65.76,80.1824504,56.16555661,6.086338749,28.4,98187,17338,44.27614236,9.660172599,510.0944085,81.14706565,9.5,0,16.50090903,32.4,69412,451,75.30505844,8.099844481,12.1,504.7,16.9,18.81150967,17.08844712,3.811735442,77.30154,45374,61.30984682,12.06952753,4681666,23.79385885,14.40604691,1503229,32.10884758,35976,0.768444396,85006,1.815721156,3079,0.065767186,236152,5.044187262,2760505,58.96415934,61430,1.416608612,51.09924544,1215567,26.81374924
23000,Maine,0,2018,0,6529.168456,15.39032442,6.894270658,19.76057535,29,7.9,21.4,72.83366495,20.50413106,39.15343915,298.1,18.0181133,10.34251603,111.184,59.85825,440.56271,49.44,87.22148684,65.7034968,3.853761236,16.7,97337,21216,32.35574817,11.13344487,126.6180541,75.14601279,7.4,0,15.80679281,31.4,17088,327.7,50.22557878,6.35871623,9.9,128.5,14.8,20.99779097,11.20910089,5.548752052,122.87088,52926,46.01587302,1.891468606,1331479,19.13015526,19.35314038,18966,1.424431028,9329,0.700649428,16517,1.240500226,500,0.037552226,21058,1.58154954,1244762,93.48716728,7408,0.585715901,50.98796151,814819,61.34017786
24000,Maryland,0,2018,0,6517.113804,13.93700793,8.657438055,13.68628614,29.2,9.1,22.2,92.96379421,16.53606648,30.49529267,459.3,20.66900646,7.437642119,87.97281,75.69251,216.00789,46.72,86.96261074,68.77811823,4.286450651,13,145871,32008,34.22209713,8.910493988,465.463774,63.75820827,9.5,0,17.05554538,48.7,66006,326.4,52.91152481,6.653611118,10.4,657.8,11.4,24.43990043,8.61293104,3.722612881,89.05588,78787,45.00446218,7.685718951,6016447,22.41735031,14.5635788,1783045,29.63617896,34380,0.571433605,395887,6.580079572,6460,0.107372341,586801,9.753281297,3099419,51.51577002,175323,3.13505,51.55835329,739221,12.80357395
25000,Massachusetts,0,2018,0,5394.361528,13.76832565,7.579167289,13.61805295,24.3,9.2,21.5,93.75494549,20.12427904,28.75960483,357.3,12.44942832,3.241614252,104.86543,99.00497,541.22425,54.31,87.28766878,72.24314282,3.700203951,13.6,142226,26034,31.09033928,9.382696571,403.3931649,54.62061395,8.6,0,18.37119384,41.9,65135,279.1,34.38083769,4.208808815,9.3,338.4,10.3,25.74735,5.76605919,1.173362349,110.94018,75207,0,2.289339056,6811779,20.23116135,15.7662778,477303,7.007024156,32988,0.484278777,454371,6.670372013,6975,0.102396158,780661,11.46045695,4972277,72.99527774,284404,4.458768184,51.47154657,525640,8.027944161
26000,Michigan,0,2018,0,7293.01286,17.35875219,8.39845125,20.42855668,31.3,7,23.2,85.78780692,20.51313643,28.61589541,469.1,23.83894372,7.220039467,79.73736,72.20773,232.16462,55.42,80.97033375,67.09219592,4.914766484,20.7,100618,21178,34.3247492,9.853288098,443.9139948,68.15539082,8.7,0,16.41221773,32.6,127176,363.6,53.98454916,6.776073868,10.5,174.6,15.1,20.45983178,9.642196584,3.24131566,85.80522,52436,46.15240035,6.323272289,9928300,22.06880332,16.2339474,1374779,13.84707352,72252,0.727737881,306396,3.086087246,3948,0.039765116,492382,4.959378746,7486890,75.40958674,137655,1.474511375,50.79977438,2513683,25.43276566
27000,Minnesota,0,2018,0,5116.673314,12.01674946,6.488105691,15.2037811,27.3,8.9,19.8,88.10531823,22.89942502,29.70195272,389.3,17.02473721,5.177331225,90.02487,69.40278,213.71563,36.6,82.7122122,74.40714554,3.900043517,12.5,118677,27113,28.08354925,12.96999377,231.4677549,61.67700876,9.3,0,14.19231469,30,48644,263.1,43.78944678,4.963590676,8,171.3,9.9,10.74895369,8.036392117,3.045463106,98.04433,65583,38.10544865,2.120531428,5519952,23.3395689,15.07672531,332286,6.019726259,73970,1.340047885,272170,4.930658817,3761,0.06813465,289422,5.243197767,4448493,80.58934208,108599,2.128529059,50.22366137,1417614,26.72764038
28000,Mississippi,0,2018,0,10233.64503,22.21066886,11.62144684,22.74065128,35.3,3.6,34,57.70002127,13.67704493,22.72010098,580.2,42.96047274,14.81815796,53.10238,45.73855,130.89189,70.21,75.73758361,59.09543671,5.830817267,30.2,84128,15771,44.93659885,12.34488274,271.3202319,83.51129479,9.5,0,16.59352477,31.2,49446,497.4,77.03550113,9.092345164,14,374,21.5,11.57642367,23.11327707,4.609976458,92.68163,41793,74.94511498,10.36986986,2988726,24.13362751,15.08806763,1117323,37.38459129,17985,0.601761419,31969,1.06965309,1810,0.060560921,91448,3.059765265,1700036,56.88162782,21593,0.772060375,51.52476339,1503073,50.65461934
29000,Missouri,0,2018,0,7820.763396,18.50005052,8.153093975,22.13770891,31.8,6.7,25.8,77.4370267,19.47279093,30.49951969,477.4,30.0158655,11.51749763,70.53306,55.35861,169.99836,56.58,89.6897272,65.67478287,4.52565864,19.2,97071,21070,33.58161043,11.56209605,442.4110032,79.24063614,9.5,0,14.64067456,30.9,81491,390.4,57.64416383,6.539524134,11.3,234,15.6,19.21025143,13.83254186,6.129157757,78.8774,51713,50.11690211,7.540295374,6093000,22.76157886,16.05155096,707944,11.61897259,33877,0.555998687,121812,1.999212211,9117,0.149630724,250476,4.110881339,4857925,79.72960775,54588,0.960102828,50.89389463,1770556,29.56382671
30000,Montana,0,2018,0,7370.403256,13.94898562,7.388990462,18.52979131,25,7,20.8,76.26728926,20.71290041,47.88461539,408.8,28.09741543,14.16424527,76.48006,70.59817,264.35944,41.07,85.30780115,67.69202507,4.146981328,16.1,94321,20911,28.46267834,13.90194482,283.059314,91.3396495,6.2,0,15.2123003,15.3,12891,345.4,59.35533024,5.818504714,8.1,66.1,13,12.32636603,19.20650269,8.121901554,103.69106,50265,46.20992702,3.081482849,1042520,21.83277059,17.74929977,5410,0.518934889,69073,6.625580325,8486,0.81398918,931,0.089302843,37840,3.629666577,901301,86.45407282,2664,0.276809131,49.66283621,436401,44.1069723
31000,Nebraska,0,2018,0,6017.115916,14.19666273,6.801417552,16.99046395,30.7,8.1,22.7,83.26079303,21.13559461,36.78057554,422.9,24.75552135,9.400270782,74.67606,73.61901,237.42656,48.26,87.40495415,70.86905173,3.212300863,13.9,102842,24090,28.7907591,13.88046557,267.3424738,57.95607327,8.2,0,13.10804067,17.9,19065,309,50.83699674,5.435527087,9,131.6,12.3,6.526164731,11.89799655,5.491064689,101.19993,56979,44.16950397,3.517402579,1907116,24.81888884,15.03547765,89218,4.678163258,27318,1.432424666,47282,2.479240906,2425,0.127155349,203320,10.66112392,1517526,79.57177225,48765,2.785490658,50.15138041,490655,26.86546488
32000,Nevada,0,2018,0,7100.746822,20.52351514,8.251917513,16.4775461,26.8,7.7,22.2,91.79082343,17.62246305,32.20108696,455.3,31.27446427,14.0643142,56.69623,61.25729,186.697,42.22,72.72188026,57.18672302,5.68315193,19.9,101472,23694,36.87333848,4.18216819,615.5338366,71.44630918,5.9,0,21.25680942,28.9,36185,363.4,50.08570345,5.380464348,9.2,371,13.7,21.09572754,10.59413605,8.084241486,61.49539,55201,58.84947394,5.778156857,2940058,23.04128014,15.00453392,254282,8.648876995,48305,1.642994798,254432,8.653978935,22654,0.770529017,836626,28.45610529,1468421,49.9453072,164962,6.204536599,49.86503668,156754,5.804519152
33000,New Hampshire,0,2018,0,5867.257273,13.57849789,6.898052193,18.00979493,27.9,9.1,20.6,82.41023343,20.08400378,31.80272109,233.3,12.49131654,7.77748467,91.08618,71.99607,270.8281,47.12,88.47527695,69.36938372,2.82526858,8.5,126672,30198,28.15764212,10.36368337,199.7486773,74.4380268,7.75,0,15.97829016,38.3,14840,301.8,35.37661512,4.301027094,9.3,107.6,9.7,30.98529739,8.672150328,2.758261869,115.22369,70986,28.32318669,1.402213361,1334795,19.52269824,16.99167288,16676,1.249330422,3926,0.294127563,35776,2.680261763,670,0.050194974,47118,3.529980259,1212634,90.84795793,12033,0.95286211,50.48977558,522598,39.69691676
34000,New Jersey,0,2018,0,5469.351549,16.54854647,8.204574757,13.97079235,25.9,9.2,23.3,95.0107565,17.14463847,23.27132327,350.6,15.2702418,9.968060435,84.43837,84.242,187.26657,49.64,90.05041448,67.55560638,4.958335728,14.5,148712,28548,29.59334318,8.324390688,279.929252,49.59803909,9.8,0,22.78547907,41.8,86784,283.4,35.8079571,4.580505161,9.2,473.7,10.8,17.74546726,6.592986056,3.913404497,47.6831,76212,37.58417262,4.416754189,8944469,22.189713,15.34593054,1156657,12.93153344,53976,0.603456728,877077,9.805802893,9295,0.103918969,1786668,19.97511535,4990905,55.7987847,525858,6.269957352,51.16821356,467768,5.320446311
35000,New Mexico,0,2018,0,8360.868088,20.83094372,8.814563333,16.6211912,24.4,4.2,19.4,77.47165254,16.6121556,31.36698809,605.7,42.29861081,13.13858704,75.48766,64.77608,368.57014,39.48,69.87464969,59.81449985,6.733638214,27.8,94369,17985,40.00016084,8.085908219,589.8123153,99.25621642,6.4,0,18.22907472,25.3,26636,384.5,52.72750944,5.560476073,8.4,186.5,16,24.76128078,16.63699975,5.141681061,82.79614,46844,71.70546697,7.044804683,2081015,23.57806167,16.45475886,37585,1.806089817,219953,10.56950575,35287,1.695662934,3293,0.15824009,1009873,48.52790585,792167,38.06637626,89310,4.582585048,50.47306242,464818,22.5729769
36000,New York,0,2018,0,5312.401724,16.10511886,7.975104901,14.1755717,25,9.1,25.4,93.33737639,18.75191553,22.18839542,524.7,17.97117585,8.231082007,83.18435,80.64202,254.25812,46.85,79.33162189,67.31894155,4.832104225,20.8,126934,22304,34.70785219,7.912793179,394.080717,45.60003561,8.6,0,24.35314856,36.8,186651,278.1,40.25442553,4.864861288,9.5,768.8,12.6,14.66081096,6.193575901,2.649293817,98.58048,62700,49.50649659,3.678140996,19745289,21.17243764,15.35813935,2876219,14.56660877,191449,0.969593304,1750857,8.867213845,26489,0.134153519,3747125,18.9773115,11009263,55.75640346,1326595,7.160436373,51.4447978,2349997,12.12707519
37000,North Carolina,0,2018,0,7281.127248,17.56597007,8.986501223,17.87985476,29.6,6.4,24.3,76.12388381,16.69451425,31.40853477,647.4,29.20252403,12.9896969,70.56796,54.68726,215.51648,48.99,86.10627397,65.68133816,5.053149161,21.7,96815,20356,35.74271562,11.45098748,341.6283124,67.96600461,9.05,0,16.55157027,31.3,127164,367.5,57.91032565,7.152761538,11.1,354.9,16.5,16.19789023,13.67997372,4.612122238,102.54477,50595,57.3541912,5.862845881,10146788,22.65465682,15.46760413,2172581,21.41151466,158476,1.561834149,296542,2.9225209,12623,0.1244039,932221,9.187350716,6447335,63.54064951,243325,2.606624968,51.38410303,3233727,33.91256636
38000,North Dakota,0,2018,0,6642.92735,14.31116692,6.41142717,19.77365304,31.8,9.1,23.8,74.61131654,25.8830243,48.06312769,427.2,24.82483469,8.687938484,75.04026,64.38402,164.9181,49.06,84.99674894,73.22834232,3.161953728,11.9,111143,25585,27.5397056,15.68182929,260.1614888,68.09191974,7.5,0,11.0691523,13.7,7426,317.5,59.87215534,6.560768588,8.4,53.4,7.7,8.028882686,15.71344712,7.906314555,119.4007,61898,31.06961734,2.264643453,757952,23.26149941,14.51266043,21390,2.822078443,41596,5.487946466,11561,1.525294478,566,0.074674914,27538,3.633211602,644127,84.98255826,4216,0.615705455,48.68091911,269719,40.10148813
39000,Ohio,0,2018,0,7734.003484,17.04210323,8.560108757,22.5063684,31.6,6.6,25.7,84.660847,19.06918166,34.34117208,489.3,27.62667933,7.719160961,76.52352,60.39069,178.31354,56.98,81.23223458,64.51312477,4.941298873,20.4,99934,20924,35.70374247,11.25938494,290.2573716,75.4578353,11.3,0,14.95892245,30,157622,391.1,56.99614096,7.475804869,11.5,212.5,16,29.81739195,10.00636312,4.50957925,76.26757,52357,44.87909532,5.36791331,11614373,22.4908568,16.24391605,1446989,12.45860625,32364,0.278654732,255464,2.199550505,6639,0.057161932,424625,3.656030334,9230244,79.47259831,109977,1.009780669,50.9943929,2546810,22.07609862
