FIPS,State,County,Year,Yrs_Potential_Life_Lost_per100K(YPLL),Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),Graduation_Rate,Percent_Adults(25-44)_with_Some_Post-secondary_Ed,Percent_Ppl(16+)_Unemployed_&_Looking_for_Work,Percent_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature(under75)_Age_Adjusted_Mortality_per_100K,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_per_1K_live_births,Percent_Adults(20+)_Diagnosed_Diabetes,Ppl(Age13+)_diagnosed_HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Free/Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian/Other_Pacific_Islander,Percent_Native_Hawaiian/Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
48193,Texas,Hamilton,2018,12408.98233,15.75952435,4.487179487,14.33630939,30,6.8,26.7,9.475167312,17.34573401,10.52631579,219.5,39.80404164,24.36303081,98.05123,60.21195,48.16956,115.98,96.6,53.89105058,4.92898914,25.2,92783,16265,29.7833935,22.06152715,184.5367654,121.1269653,7.8,No,13.61426256,21.5,187,573.1,0,0,11.8,143.8,18,0,39.47278094,14.98868778,72.25434,45718,50.76335878,0,8304,20.977842,26.04768786,63,0.75867052,157,1.890655106,68,0.818882466,6,0.072254335,1043,12.56021195,7024,84.58574181,192,2.432843386,50.18063584,5483,64.3771281
48195,Texas,Hansford,2018,9482.537456,21.67482344,6.02189781,16.35169053,29.3,5.6,28.7,87.67147693,17.41761969,28.57142857,163.4,46.97072839,27.92357758,17.82531,18.05706,36.11412,46.3,100,43.83358098,3.1408308,20.2,93119,22113,17.43684535,17.82531194,327.9014308,100.962752,7.1,No,15.57788945,19,81,467.8,0,0,9.7,0,10.7,0,38.53762557,20.89464391,36.11412,57832,55.18900344,0,5538,29.41495125,14.80678946,39,0.704225352,89,1.607078368,21,0.379198267,0,0,2576,46.51498736,2856,51.57096425,730,14.15826222,49.25966053,2264,40.33493675
48197,Texas,Hardeman,2018,12404.72606,19.4497609,7.823129252,16.96631408,30.1,6.3,26.1,34.21116212,16.94831611,11.11111111,331,44.72477064,22.97650131,104.16667,102.40655,76.80492,86.08,100,42.92185731,3.920348475,30.8,75294,15036,23.38797814,20.83333333,17.1718039,106.2108032,7.2,No,9.384164223,15.7,83,592.6,0,0,11.7,0,17.6,0,46.28475807,15.90413943,25.60164,35521,80.52287582,0,3906,23.57910906,19.6108551,197,5.043522786,46,1.177675371,24,0.614439324,0,0,923,23.63031234,2679,68.58678956,252,6.595132164,49.82078853,4139,100
48199,Texas,Hardin,2018,8759.736471,13.41698007,8.408531583,15.06402897,30.5,6.4,31.4,54.76709069,20.24123189,20,246.3,46.08294931,14.76424424,25.06041,28.40808,30.18359,58.9,94.8,57.96926142,6.138693467,15.3,110326,22843,23.25497025,12.17220084,154.5401387,80.09625918,9.6,No,12.12340323,46.4,889,455,36.07178285,4.096681688,10.2,130.4,18.8,13.11022121,23.17819396,8.947769994,30.18359,60692,39.29059996,5.408245256,56322,24.68484784,16.22279038,3038,5.393984589,329,0.584141188,369,0.655161393,12,0.021306062,3109,5.520045453,48949,86.90920067,432,0.830529655,50.57703917,28163,51.54754278
48201,Texas,Harris,2018,6564.949069,18.17799183,8.694813127,12.85510412,27.4,7.2,23.5,90.37072821,18.09407055,37.81597573,582.7,41.26338478,21.11539224,57.18343,66.29734,103.72712,49.77,87,58.7742508,5.278052834,24.4,118147,23399,36.24435745,5.383395607,713.7067992,53.21328695,12,Yes,20.91073871,45.8,42514,331.5,56.21482712,6.069322888,9.4,645.6,16.6,10.1994749,10.3768144,10.53900605,72.15799,56415,64.96603585,8.55972182,4589928,26.99654548,9.756754354,854897,18.62549914,50197,1.093633713,332533,7.244841313,5857,0.127605488,1945621,42.38892201,1394586,30.38361386,480410,11.75537582,50.28525502,49653,1.213280329
48203,Texas,Harrison,2018,8737.926439,17.91278614,8.44459279,16.33782465,33.8,6.5,32.7,58.70701345,19.06294271,31.57894737,383.2,44.84506319,18.27100605,29.96434,21.04187,24.04786,52.45,92.9,51.84901811,6.051168709,24.8,90573,19663,34.43935927,12.13555869,343.879293,80.60856481,10.1,Yes,12.52919941,28.2,1034,445.7,50.32191223,6.414473684,12.6,176.4,21.1,10.4677593,23.77489671,10.94019056,49.5987,47181,56.79437294,8.139153828,66534,25.52830132,15.85054258,13834,20.79237683,792,1.190368834,494,0.74247753,77,0.115730303,8617,12.95127303,42477,63.84254667,1510,2.433442919,51.18736285,36789,56.05430361
48205,Texas,Hartley,2018,4981.274988,13.64505124,6.280193237,13.20457037,27.7,7.5,26.2,73.83701749,21.90149512,8.695652174,0,36.66666667,20.56774194,0,0,17.40038,0,95,36.74059788,2.163781625,11.1,99946,30294,12.93842557,17.76198934,298.7182272,56.15565025,6.3,No,12.67217631,4.5,46,244.7,0,0,9.8,0,13.4,0,0,16.36755205,0,70121,54.88521089,0,5747,22.08108578,15.60814338,346,6.020532452,49,0.852618758,44,0.765616844,1,0.017400383,1500,26.10057421,3772,65.63424395,289,5.111425539,41.18670611,3471,57.25833058
48207,Texas,Haskell,2018,9301.517736,19.13636122,5.621301775,15.68392477,28.3,6.8,27.9,61.48499746,17.71297974,18.75,190.7,39.51081844,20.56985754,52.29214,35.20507,52.8076,77.45,94.1,35.7881137,4.40651052,35.5,72080,16710,46.03903559,22.65992679,128.2694774,75.95898215,7.2,Yes,11.76470588,12.2,103,477.3,0,0,10.9,319.1,16.2,0,0,11.87175043,0,34653,68.4375,0,5681,19.43319838,21.51029748,219,3.854955114,78,1.372997712,45,0.792114064,0,0,1639,28.85055448,3661,64.44287978,653,11.64407989,47.17479317,2809,47.61824038
48209,Texas,Hays,2018,4885.329609,17.41934118,7.40386455,15.0965912,25.8,7.7,18.1,88.11319674,22.16530302,33.05785124,641.5,20.82870884,15.96797409,41.59413,34.23485,87.5434,43.67,90.2,68.44634708,3.336670003,13.4,116562,23452,27.46965669,6.521549356,248.6337594,48.42615012,9.5,Yes,22.64680851,47.3,1488,264.6,39.15558191,3.422888143,8.6,173,13.9,7.360064632,13.27567744,9.516036716,48.41786,64864,46.96401477,2.639140696,204470,23.18384115,10.557539,7363,3.601017264,2501,1.223162322,3322,1.624688218,326,0.159436592,77953,38.12441923,112259,54.90243067,6450,3.708409753,50.25627231,49822,31.71214523
48211,Texas,Hemphill,2018,6077.034884,16.4821524,6.209850107,14.72002187,27.6,8.4,27,85.44785921,19.44578868,10,143.5,61.96581197,21.76390773,93.80863,0,24.21894,57.41,89.4,48.97959184,3.778932452,15.4,112417,31783,32.88084465,21.10694184,311.7256814,72.07726683,6.9,No,8.156028369,14.5,38,310.6,0,0,9.9,0,12.1,0,45.4736253,18.3908046,24.21894,74856,43.07692308,0,4129,32.25962703,13.92589005,9,0.217970453,83,2.010171955,38,0.92031969,5,0.121094696,1361,32.96197627,2654,64.27706467,226,5.880822274,50.85977234,1026,26.95035461
