FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian_Other_Pacific_Islander,Percent_Native_Hawaiian_Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
39000,Ohio,0,2016,0,7533.6,17.1,8.60106867,21,30.47777376,6.9,26.32467176,83.24225433,19.1,35.29637445,460.152154,34.40361624,13.04545599,77.13377,58.39145,143.71024,64.86,82.66040724,63.37402758,5.734386949,22.7,96241,20251,35.36934504,11.403698,307.2300736,62.69685447,13.49,0,15.19642383,29.4,144932,376.6,58.22667368,7.73052305,11.40780504,192.7250362,16.86900344,20.78987943,10.06548785,5.570893485,57.86532,49349,33.44517592,5.4,11594163,22.75545031,15.51788603,1426459,12.30325121,31585,0.272421563,233379,2.012900802,5846,0.050421924,403190,3.477525717,9288260,80.11151818,105464,0.971097278,51.05492307,2546810,22.07609862
40000,Oklahoma,0,2016,0,9183.9,20,8.244807568,21.1,32.42911122,6.6,30.51181758,69.25987464,13.5,31.22807018,479.1313876,51.84174472,20.60163057,63.99056,56.7811,351.41364,62.63,84.63683998,58.9185012,4.495794669,22.4,91128,19700,34.09730603,11.72554283,468.4374591,87.9010837,10.33,0,14.43975849,25.1,55381,452.7,68.82272083,7.682934276,11.2305659,169.9231273,17.00112815,20.25392953,18.73107258,10.63205286,63.58864,47524,51.09066845,6.6,3878051,24.56643814,14.50550805,286761,7.394461806,350892,9.048153312,81394,2.098837793,6393,0.164850849,381531,9.838215124,2599234,67.0242346,74862,2.10642479,50.48677802,1266322,33.75642535
41000,Oregon,0,2016,0,5970.6,15.2,6.178830406,17,26.04018694,7.3,15.97338088,87.71522033,18.9,30.33232628,363.6757175,28.95498907,17.19627786,93.17912,75.28514,355.16754,34.51,69.70442503,67.07754045,6.949138142,21.3,98567,21200,31.2384915,10.40695256,248.8211423,66.06190151,8.91,0,20.43636628,26.7,41425,308.5,43.09182386,5.144534765,9.196411627,159.0841139,15.75139343,12.43256478,9.604162415,6.246164591,63.06925,51088,44.55555236,2.6,3970239,21.6113438,15.96596578,70899,1.785761512,70842,1.78432583,169517,4.26969258,16861,0.424684761,496789,12.51282354,3058538,77.03662173,121067,3.300144799,50.52942657,726692,18.9683624
42000,Pennsylvania,0,2016,0,6913.9,16.2,8.245695534,19.9,28.81778809,7.7,24.02480112,85.19182115,17.7,33.06974537,407.8493609,26.71167755,11.63730317,82.04293,64.41593,156.46886,57.11,86.15374401,62.41729004,5.800170636,19.2,104832,21944,33.3500021,12.31583301,356.7247968,67.11290245,12.9,0,15.31191307,34.9,148372,342.8,53.11425105,7.209180432,10.56768927,289.8701645,14.15913713,19.62971721,11.04522901,5.548619332,80.84641,53224,35.52672353,5.6,12787209,21.12183355,16.6926262,1365794,10.68093905,44142,0.345204337,417607,3.265818209,8516,0.066597801,838823,6.559859935,9958389,77.87773704,230744,1.916671346,51.09318226,2711092,21.34318304
44000,Rhode Island,0,2016,0,5803.7,14.8,7.729862697,16.3,26.40747402,7.3,24.0648947,92.93175636,20.2,40.76433121,410.552494,23.53179396,13.82517382,95.29144,61.79082,333.31027,54.01,79.66608514,64.95036017,7.668243773,21.2,113254,21430,37.90413521,10.10926182,252.43158,62.55563934,10.28,0,19.86654978,30.7,10427,299.3,45.08251588,6.469705542,9.306367676,231.7862003,14.44017229,21.66630345,7.325375263,5.866591264,77.90192,54797,40.53952552,2.6,1055173,20.17223716,15.74594877,59573,5.645804053,9965,0.9443949,36785,3.486158194,1800,0.170588141,148095,14.03513926,786563,74.54351088,45821,4.592479003,51.53752039,97524,9.265348429
45000,South Carolina,0,2016,0,8189.7,18.9,9.862677064,21.5,31.57393009,6.8,25.15141097,70.79276355,15.5,40.11244195,541.818392,43.04916148,18.63675664,66.85042,51.15384,138.3554,49.82,77.59538874,60.54707502,6.436735896,26.4,90369,18485,40.12290333,12.0339136,577.4904507,71.15367878,12.56,0,15.94820883,31.8,64590,400.2,60.86670954,7.731915974,11.79119885,383.4833165,17.05942337,13.31375439,18.81596362,7.009891142,58.78967,45337,51.50340082,7.6,4832482,22.44701584,15.76550104,1318872,27.29181402,25961,0.537218763,74319,1.537905366,4520,0.093533716,261752,5.416512674,3085711,63.85354358,66651,1.503924473,51.38328503,1557555,33.67421461
46000,South Dakota,0,2016,0,6760,13.2,6.403391078,18.6,29.75010803,7.3,23.95076134,67.42845562,18.3,35.26717557,471.2283135,35.83866526,12.84289545,76.34247,56.61207,142.87807,51.82,82.50448335,66.96803327,3.399091493,18.4,93445,22241,31.8866166,17.03206502,281.8069598,69.76981055,10.84,0,11.93578082,14.2,8415,320.3,71.01986234,7.099717679,8.673654057,67.60810712,12.44204778,6.320598118,15.62744179,6.330273086,105.95716,51059,31.72461923,2.6,853175,24.6616462,15.26333988,15206,1.782283822,75879,8.893720515,10739,1.258710112,625,0.07325578,30537,3.5792188,708452,83.03712603,8125,1.047839516,49.6805462,352933,43.34827679
47000,Tennessee,0,2016,0,8636.3,22.9,9.170966392,24.2,32.18430482,6.7,32.21688962,69.27203379,11.6,27.88909128,470.3974122,44.55609728,16.21360105,72.64495,50.99741,123.82904,64.81,86.40957697,58.23156675,6.662363162,25.9,89775,18635,35.61918102,11.62103689,621.3394451,78.18744103,13.76,0,15.64216393,32.9,92774,429.5,61.80393155,7.961389681,11.5941992,294.611153,17.05393707,18.39338806,16.66635307,5.987125483,98.51356,44357,50.98665818,7.2,6549352,22.8194484,15.05034391,1099789,16.79233304,28845,0.440425251,112524,1.718093637,6192,0.094543705,328979,5.023077092,4888331,74.63839171,89365,1.477292039,51.25960553,2132860,33.60896172
48000,Texas,0,2016,0,6619.9,19.7,8.400037411,14.5,28.40048908,6.4,24.05323941,83.96112539,17.4,31.88052423,498.3306665,52.0385156,24.84585588,59.53148,53.25527,88.77856,57.6,88.38318601,59.2724507,5.064229145,24.5,107318,21764,33.38719745,7.816034918,421.6017307,54.25452749,9.61,0,18.48957029,35.7,256975,340,51.79113646,6.042246834,11.01621187,343.3845846,17.59398081,9.430643581,13.67784786,13.36564938,55.00621,53067,53.3481687,5.5,26956958,26.39620539,11.49640475,3161811,11.72910905,274452,1.01811191,1223865,4.540070879,36632,0.135890704,10411340,38.62208785,11735074,43.53263451,1922185,7.958936338,50.35646826,3847522,15.30099885
49000,Utah,0,2016,0,5865.1,12.7,6.886042462,9.7,24.87042266,7.5,17.27530567,87.31300325,12.1,20.18502944,263.8964139,27.90035737,15.27811352,57.43101,66.87277,238.98179,31.1,82.89859787,69.12394785,3.784345814,13.4,106469,27170,18.5671852,3.533420296,204.7233022,62.92011194,11.39,0,15.96253725,23.6,21002,287.7,48.27629312,5.033489591,7.056633894,114.3052548,14.5963007,20.66889748,9.129743909,9.554226427,65.4456,60943,47.77219682,1.9,2942902,30.72188608,10.03295387,31051,1.055114985,44551,1.513845857,70407,2.392434407,29046,0.986984956,398760,13.54989055,2335011,79.34382457,67961,2.612983136,49.71799944,260290,9.417540889
50000,Vermont,0,2016,0,5605.2,11.1,6.509163273,16.4,24.36229374,8,19.0866682,72.45122183,20.6,36.07594937,294.2440309,17.7953065,8.726576555,113.46409,65.75566,366.12498,43.19,87.007233,66.01861711,4.099591818,15.4,101738,23193,31.06765276,13.02203852,136.2897563,70.71123424,10.74,0,16.83214578,29.3,6549,288.7,39.44985386,5.001941393,7.573548827,84.29969189,13.5662193,13.09065599,11.10283095,3.468317495,87.14221,54153,32.66847634,1.8,626562,19.40526237,16.94947986,7139,1.13939243,2356,0.37602025,9752,1.55643017,227,0.036229455,11110,1.773168497,586013,93.52833399,3225,0.541452604,50.70735219,382356,61.10451449
51000,Virginia,0,2016,0,6147.1,16.5,8.227185733,19.5,27.33279661,8.3,22.15017885,80.69908302,16.6,31.15766855,406.9941522,27.47528569,13.99705065,75.25055,63.69603,129.87779,49.05,84.62380938,68.80489062,5.164552934,15.9,130107,26930,29.99608541,11.33237414,200.2392454,51.97945324,12.66,0,15.41853224,38.2,83336,314.7,53.48324257,7.000283539,9.367599467,320.3374453,11.89590583,10.36227139,10.15978551,5.763945644,64.07416,64923,32.11053606,4.5,8326289,22.44835604,13.77427567,1581666,18.99604974,45725,0.54916422,526867,6.327752976,9558,0.114793037,737316,8.855277543,5257382,63.14195916,199874,2.604625003,50.81549536,1963930,24.54598311
53000,Washington,0,2016,0,5490.8,15.9,6.274631583,15.3,27.24482939,7.5,18.28159771,88.15400013,18.8,37.24444444,361.7508568,27.58540783,15.92957572,84.33019,77.377,252.0417,35.6,78.46580385,68.29329299,6.244596042,17.5,114933,25643,28.96488224,9.09429174,301.1480215,59.1544452,10.98,0,18.1441186,33.3,64252,284.8,41.34698157,4.894024975,8.50015702,193.7226689,14.60107186,14.01341274,8.023052054,6.323518902,70.16893,61358,38.24420411,2.9,7061530,22.69651195,14.05863885,262450,3.716616654,132935,1.882524042,576147,8.158954221,49986,0.707863593,858779,12.16137296,4970274,70.38522813,252408,3.910079693,50.01175383,1072671,15.95158925
54000,West Virginia,0,2016,0,9731.1,23.9,9.37745776,26.7,34.11979584,7.3,31.96670161,57.53143291,10.3,32.76942356,276.9733747,44.84567701,17.0733887,77.81896,49.34266,96.95589,81.16,81.50323765,53.33177316,6.520016607,25,83641,16979,32.99700629,13.11543307,311.1509224,93.41830485,13.19,0,11.43164911,32.6,31056,466.4,64.43722118,7.264332331,12.28675406,102.6831583,15.77411255,31.56450409,18.29954563,6.06711485,104.35999,41030,47.15415271,4.9,1850326,20.54486615,17.75968127,65329,3.530675135,4441,0.24001176,14945,0.807695509,553,0.029886625,26847,1.450933511,1711447,92.49434964,6002,0.342807469,50.60789288,950184,51.27830959
55000,Wisconsin,0,2016,0,5952.5,14.9,7.067270886,17.4,29.40178874,7.9,21.67165212,80.69128357,23.3,37.81482795,411.6374726,26.05573495,10.59678221,81.94733,63.06487,157.16716,47.93,87.95458492,66.78537829,5.507182952,18.4,99174,23071,31.30640052,11.80974916,255.4783984,64.80680186,11.49,0,15.43514963,26.1,56884,302.4,48.68614503,6.217721931,9.219475268,113.0171611,12.43314789,13.93768676,10.57832739,4.76179871,80.64174,52632,35.33196519,3.1,5757564,22.58227612,15.21247528,361973,6.286912312,64192,1.114915961,152512,2.648898041,2858,0.049639049,372248,6.465373203,4733409,82.21200841,83466,1.552160446,50.334777,1697348,29.84617863
56000,Wyoming,0,2016,0,7193.6,13.5,8.588752295,19.5,26.58533208,7.6,23.13212461,64.83395017,18.5,35.38461539,347.8414745,39.96038276,15.82145898,66.59138,60.25819,267.3957,47.93,77.79573037,66.32988753,4.314310662,13.7,106739,25507,27.70113413,13.43841499,206.1874972,83.90906811,11.18,0,12.29004876,15,6343,341,56.48490915,6.609764678,8.109691468,50.14939905,12.78108256,17.49632721,19.50847792,7.094647068,75.8363,58291,27.43491418,3.2,584153,23.67924157,13.97596178,8098,1.386280649,15541,2.66043314,5821,0.99648551,632,0.108190834,57065,9.768844806,491288,84.1026238,4639,0.864970288,48.97877782,198633,35.24198671
