FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian_Other_Pacific_Islander,Percent_Native_Hawaiian_Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
15000,Hawaii,0,2016,0,5691.3,14.1,8.203508825,14.1,22.11346715,7.7,18.82587477,90.20606469,21.1,39.43925234,476.9042593,33.05320752,7.618863255,86.53513,83.05385,203.1614,24.44,82.64311469,67.28734332,4.362922344,15.2,125708,29186,29.3254213,6.616554634,263.4559357,52.60100942,0,0,28.05086545,39.6,12820,278.7,52.59707278,5.771594759,9.210485354,202.6014681,13.81285905,11.14819798,8.471477731,2.607764523,45.1548,69549,40.06927907,1.8,1419561,21.72812581,16.07215188,31548,2.2223772,6356,0.447744056,532371,37.50250958,141286,9.952795266,143239,10.09037301,326086,22.97090439,62220,4.776596978,49.41400898,109812,8.072625103
16000,Idaho,0,2016,0,6147.7,13,6.532287941,15.9,27.73321223,7.1,20.16790732,75.48798085,16.1,32.70833333,340.1582225,32.91193096,18.79695438,63.33213,64.30243,168.43442,33.25,80.66069429,64.02413123,4.812284494,19,88262,21292,24.93434673,7.642035163,209.7303872,67.37950213,10.06,0,16.06422574,21.6,15563,308.5,48.14147049,5.757857765,8.128015606,65.61475499,15.55886104,12.39073437,14.1497011,9.302948636,79.29205,47572,38.26020886,1.9,1634464,26.37439552,14.27844235,11159,0.682731464,28152,1.722399515,23180,1.41820193,3302,0.202023416,196502,12.02241224,1353442,82.80647356,33579,2.264031107,49.92266578,461212,29.42187394
17000,Illinois,0,2016,0,6271.2,17,8.302102777,16.5,27.43817478,7.8,22.15561948,89.35094546,21.4,35.64461408,495.5008658,32.88786084,14.5741605,80.94931,70.84308,158.47112,59.4,83.23253723,67.16642834,7.055865307,20.1,113166,23095,32.286549,9.874139652,429.6373975,50.11512347,12.54,0,18.64335423,39.7,130047,321,52.91247614,6.886793005,9.667359405,324.4461868,13.62491544,12.71288321,8.361487297,4.432612357,50.35488,57458,44.69594289,6.4,12880580,23.20139311,13.8855005,1823834,14.15956424,75293,0.584546659,684715,5.315870869,8193,0.063607384,2152974,16.71488396,8022946,62.28714856,566446,4.697648282,50.92700795,1477079,11.51212972
18000,Indiana,0,2016,0,7611.2,18.5,8.166500195,22.9,31.35813816,7.2,27.88480023,74.84062592,15.8,24.7706422,428.6609802,37.28480122,16.13338271,67.12929,51.72162,128.24293,63.16,87.25210887,60.8564168,6.034922259,21.2,92747,21153,33.72110279,12.58883484,333.6475162,62.778866,13.53,0,14.05573967,30.2,80099,382.4,59.10638601,7.447348536,10.30061937,171.6264196,15.41599616,16.47797516,11.98077522,8.301091369,57.02717,49384,40.93993292,5.4,6596855,23.98001775,14.27110343,609808,9.24392002,26354,0.399493395,132406,2.007107933,4093,0.062044717,432305,6.553198456,5297365,80.30137088,94388,1.542702246,50.74252807,1786702,27.55639361
19000,Iowa,0,2016,0,5913.1,13,6.708835939,18.5,30.68672977,7.8,24.99996879,75.52612877,22.3,23.84483742,356.2894373,28.39039564,9.62040357,74.00298,61.37505,109.94083,50.86,89.43409888,69.41841491,4.415084466,15.5,97714,23043,28.77561369,15.53512537,262.6515275,59.61661389,10.85,0,12.05997499,19.4,31027,309.4,45.07910054,5.125373124,9.130634451,73.15094156,12.59539169,8.606809863,12.34401031,4.389724646,70.99809,53816,34.09086277,2,3107126,23.36416354,15.81361683,101236,3.258187792,15183,0.488650927,69062,2.222697116,2953,0.095039596,173594,5.586963644,2706164,87.09540585,44220,1.534648809,50.33851218,1096099,35.98067198
20000,Kansas,0,2016,0,6785.9,15,7.141828047,18.1,30.20876331,7.2,24.55795852,76.47293242,17.1,32.80531426,381.5787422,38.2816131,14.07132127,75.32938,54.30402,164.80597,54.51,85.49848561,68.65470846,4.531982012,17.6,99809,22882,29.24322216,13.91174783,359.7373625,66.65307937,10.85,0,13.48804298,19.9,30564,341.7,57.56647307,6.916916812,9.84006679,119.0173621,14.48984902,11.2967897,14.22063756,6.16833182,85.12335,52392,39.51314064,4.1,2904021,24.88501288,14.30633594,170637,5.875887261,34741,1.196306776,81152,2.79447015,3228,0.111156221,329627,11.35070993,2229102,76.75915567,61330,2.288264631,50.1603122,736157,25.80184206
21000,Kentucky,0,2016,0,8831,23.6,8.988532393,26.2,32.2857436,7.1,28.61892856,69.84090076,13.6,28.78959276,391.1501536,46.60818113,16.81599798,66.7077,61.92425,166.46815,85.12,87.72559186,58.64125386,6.488638126,25.9,88140,17154,34.36531521,10.754682,234.878324,81.51730062,13.47,0,14.4128887,28.1,64590,443.3,58.60321722,6.917097216,11.90651041,153.6962804,16.43416426,24.06520442,17.5464281,6.471883322,89.97482,42914,47.99793335,4.9,4413457,22.94378307,14.82996209,354134,8.02395945,12774,0.289432977,60889,1.379621462,3693,0.083675903,149006,3.376174278,3767608,85.36636927,42720,1.040556366,50.76063956,1806024,41.61952654
22000,Louisiana,0,2016,0,9216.8,21.2,10.86917567,24,34.34507284,6.7,30.25237475,74.15923511,17.7,32.18294052,624.5038727,48.20536363,19.14874164,64.49074,51.63801,108.28712,73.31,75.00691421,55.2835818,6.377596548,28,95814,17153,44.2413459,9.810894893,535.7427071,74.20527222,10.83,0,16.46389626,32.1,64870,445.9,73.58453861,8.707990269,11.24464485,485.8448586,16.81234556,15.50763099,18.57553669,6.196350154,62.73555,44680,58.91142432,12.4,4649676,23.94775464,13.61157208,1490741,32.06118018,35276,0.758676519,83181,1.78896336,2996,0.064434597,224867,4.836186435,2758588,59.32860698,61181,1.426221961,51.09467843,1215567,26.81374924
23000,Maine,0,2016,0,6314.1,14.2,6.572053347,19.3,27.90244645,7.4,21.38087127,67.69628136,19,35.41383989,258.6533774,22.11427884,13.46295237,109.99005,58.04123,400.34915,50.49,86.07716141,64.08172981,5.704204898,19,93736,20601,32.75837034,11.26249904,122.6673934,63.83555503,10.28,0,15.79599067,30.6,15532,314.4,48.83537437,6.117968067,9.221741929,104.1083916,15.51529697,13.54203787,11.75119463,5.559975907,105.93276,49381,38.34979339,2.3,1330089,19.47065196,18.3075719,18187,1.36735211,9132,0.686570598,15758,1.184732751,469,0.035260798,20165,1.516063963,1247075,93.75876351,7990,0.632893344,51.03553221,814819,61.34017786
24000,Maryland,0,2016,0,6417.8,13.9,8.915425326,14.6,28.41919708,8.1,23.19619009,93.41661771,16.8,33.51396415,454.1203824,27.39786656,11.67270539,89.34333,73.5559,189.98037,49.74,84.92782998,67.89169834,5.828791601,13.8,142250,31385,34.43393756,8.996740326,505.5223772,54.32379756,12.54,0,17.25168961,47.6,60259,317.4,53.45289955,7.324042948,10.1654818,631.1525284,12.775405,15.70002199,9.655671445,4.754875446,73.85709,73851,36.48966193,8,5976407,22.59792548,13.75843379,1749444,29.27250437,33413,0.559081736,380168,6.361146421,6319,0.105732424,557371,9.326188795,3144704,52.61863859,163426,2.960259317,51.53579734,739221,12.80357395
25000,Massachusetts,0,2016,0,5117.4,14.1,7.725679347,14.7,23.67823938,8.3,21.63236976,93.84383263,19.6,29.40841866,349.2250544,17.07296982,4.334733521,105.91941,93.67854,478.45883,56.24,84.9881941,71.35936285,5.757146785,15.3,135936,25039,30.74014494,9.454902744,434.1218161,45.95694935,10.48,0,18.83996286,40.5,58787,268.9,34.1145755,4.688759142,9.297486883,333.6505658,11.46825316,16.07717362,5.715559256,1.588543424,94.90901,69200,32.03402385,2.6,6745408,20.61354925,15.06561204,456537,6.768115435,32392,0.480208165,425305,6.305104154,6679,0.099015508,731206,10.84005593,5010742,74.28374978,277795,4.415129449,51.51036083,525640,8.027944161
26000,Michigan,0,2016,0,7217.7,16,8.39459166,21.2,31.4335112,7.1,22.83645227,83.53554966,20.4,29.59515047,453.6412718,29.48809543,12.87886096,80.50025,68.75968,200.58776,59.07,78.25310754,66.17955322,7.325304766,22.6,96823,20419,34.18240883,10.17318568,464.2826173,61.45176819,11.49,0,17.10596947,32,117982,356.5,54.07590141,7.281503852,10.20991984,177.5931641,16.40533561,15.57149771,10.16738015,4.315705646,71.27233,49755,42.30523946,6.9,9909877,22.44013725,15.43966691,1379996,13.92546043,71030,0.716759653,283968,2.865504789,3917,0.039526222,476285,4.806164597,7512721,75.8104364,134665,1.446448122,50.87261931,2513683,25.43276566
27000,Minnesota,0,2016,0,5071.1,11.6,6.490374832,16.3,26.33372834,8.2,19.51231838,83.52009125,21.2,31.00936525,348.4200724,22.30839622,9.487616732,91.13752,66.88445,183.86809,41.23,80.74894594,73.80193147,4.089532817,14.8,113324,25910,27.89800867,13.19095709,229.247172,57.21766372,12.03,0,14.47398156,29.5,45114,262.4,42.76069956,5.091530644,7.844205782,158.1371635,10.56678683,9.362298308,8.901743018,5.884540974,85.77701,61473,31.08113064,2.1,5457173,23.48882837,14.29571685,309165,5.665295933,71960,1.31863146,256896,4.707492323,3391,0.0621384,277009,5.076053114,4444157,81.43698212,105364,2.093150398,50.30318812,1417614,26.72764038
28000,Mississippi,0,2016,0,10081.8,21.4,11.93507429,23,35.2515953,5.5,33.4033073,57.48342684,13.8,23.69020501,585.0731308,56.04009021,19.9992356,53.72413,43.95342,112.45528,73.6,75.85504733,57.97450872,7.793234092,30.7,81837,15561,44.94686019,12.29938282,266.6477118,80.95712599,12.16,0,16.66452165,30.8,46263,487,79.73742529,9.790607439,12.49154368,357.2402264,22.72494013,10.72438422,24.17512619,8.076878955,75.9833,39738,63.78171078,10.1,2994079,24.42383785,14.30767191,1113674,37.19587893,17520,0.585154901,30557,1.020580953,1811,0.060486046,88937,2.970429304,1714269,57.25530288,23489,0.844050003,51.41891714,1503073,50.65461934
29000,Missouri,0,2016,0,7711.1,16,7.997141188,20.6,30.63412577,6.9,26.29659196,76.30852739,16.1,33.13953488,453.8036276,37.56171949,15.25863993,70.56385,53.61511,151.74181,59.05,87.89280799,64.59058512,6.11193369,21.3,93944,20337,33.36678935,11.79648954,451.9759972,73.97709424,10.19,0,14.50554856,30.1,75686,381.1,58.0273846,6.953661597,10.48731613,233.9603039,17.04170845,16.73492649,14.59425183,7.053374685,63.34532,48288,38.029711,7.2,6063589,22.9669755,15.37398066,702267,11.58170516,32828,0.541395533,116213,1.916571192,8527,0.140626286,240222,3.961713104,4858040,80.11822701,57138,1.011506332,50.94947893,1770556,29.56382671
30000,Montana,0,2016,0,7306.7,14.4,7.28909489,19.9,24.60412105,7.2,21.99847444,67.3133114,20.8,47.0703125,379.8472055,33.480398,20.04715138,76.24376,67.70362,229.58658,43.74,83.81627907,67.70098259,4.714566205,19.2,90043,20426,29.37686944,14.38189851,271.8166328,89.04421601,10.91,0,14.88249365,16,11831,339.1,59.42516802,6.217676797,8.778608295,46.39311299,14.22822891,12.48404588,21.1307535,10.97927091,89.9784,46608,34.17093515,3.2,1023579,21.98403836,16.72123012,5563,0.543485163,67065,6.552010153,8256,0.806581612,897,0.087633685,35362,3.45474067,887707,86.72579254,2576,0.272515308,49.77202541,436401,44.1069723
31000,Nebraska,0,2016,0,5815.2,12.8,6.866236307,17.3,29.54617278,7.7,23.76736605,79.67641311,21.4,35.42688911,393.4735452,30.90774421,12.90020925,73.8554,70.47557,215.094,51.32,87.24387076,70.32508448,3.317569392,16,98602,23255,28.89115199,14.29476654,263.5888347,54.14033427,12.08,0,12.75059811,17.3,17434,302.1,48.83491902,5.530172926,8.744298149,119.0541363,13.21690582,6.921718927,12.31079774,5.757853862,86.79231,52803,34.97641828,3.7,1881503,24.79980101,14.40279394,87349,4.642511864,25690,1.36539777,41216,2.190589119,2235,0.118788012,191325,10.16873213,1514386,80.48809914,48053,2.78540827,50.20666988,490655,26.86546488
32000,Nevada,0,2016,0,7035.5,18.3,8.119880505,17,25.41319213,7.5,20.89789118,87.72720826,17.6,32.5987842,427.0132164,40.45268361,23.24026211,57.02231,57.83525,157.40909,45.66,71.76922472,56.16723633,7.753190879,22.2,99746,23188,36.56473242,4.13958316,610.7711491,67.31048379,12.47,0,22.59906637,28.4,32661,360.7,49.09624107,5.77009608,10.26824517,322.8333154,15.81249086,20.99386207,10.74432643,14.82492155,48.39564,51487,44.10146129,5.6,2839099,23.36040413,14.15403267,233558,8.22648312,46535,1.639076341,236304,8.323203946,21140,0.744602425,790034,27.82692678,1462027,51.49616128,158258,6.131637768,49.74486624,156754,5.804519152
33000,New Hampshire,0,2016,0,5351.6,13,6.805899757,17.5,27.28578226,8.4,20.81363504,84.4162799,18.9,32.91366907,236.1594224,15.8553091,12.82653401,93.99611,69.94203,241.2548,46.27,87.69976532,68.1523056,4.311913856,12.6,122308,28818,27.86355542,10.2836582,181.0795964,58.92393611,10.48,0,16.25535702,37.6,13092,280.1,34.49576888,4.707364196,8.78750374,102.4663473,10.82013119,17.87967232,9.313279533,4.210690974,97.45156,66469,21.92348622,1.3,1326813,20.13403547,15.90751673,16614,1.252173441,3849,0.29009363,33742,2.543086328,636,0.047934411,43544,3.281849062,1211057,91.27563568,12301,0.980555491,50.59823803,522598,39.69691676
34000,New Jersey,0,2016,0,5548.3,16.2,8.351445453,15.1,24.72484937,8.2,24.12538346,94.54880826,17.3,26.2369338,319.5522861,20.21156176,15.03529868,85.65805,81.70572,156.32945,55.48,87.97560603,66.49036317,6.645231365,15.8,143464,28247,29.61922737,8.280390263,301.9972787,42.49694897,11.26,0,23.00400392,41.5,82618,285.7,37.81021943,5.094921936,9.767035888,513.2726393,12.38013295,14.11499259,6.774861266,5.580395117,38.73274,71968,31.06016558,4.6,8938175,22.51109427,14.6954272,1153648,12.90697486,53223,0.595457126,844324,9.446268394,8917,0.099763095,1729172,19.34591793,5081261,56.84897644,531869,6.378471052,51.19862836,467768,5.320446311
35000,New Mexico,0,2016,0,8006.2,20.1,8.669792919,19.1,23.55233785,6.3,20.18032458,73.47277726,15.1,33.10580205,587.3304634,54.25116042,21.89200608,76.15259,60.75072,332.95422,45.53,71.22203555,59.17318663,6.54108914,28,93128,17997,40.27065415,8.142764042,571.4766971,92.01828577,9.95,0,17.75752934,25.3,24310,362.6,55.77472255,5.80888616,10.8422428,149.4175461,17.30792932,23.92750972,16.64139099,8.994351949,69.57324,44905,62.0972733,7.5,2085572,24.06768982,15.28861147,38598,1.850715295,217262,10.4173819,34848,1.670908509,3472,0.16647711,994151,47.66802585,811400,38.90539382,93683,4.828863805,50.47488171,464818,22.5729769
36000,New York,0,2016,0,5408.3,16.8,8.110216693,14.4,24.13958665,7.9,24.17061315,90.72982999,16.5,23.40241796,489.5335836,22.51343474,12.41793143,83.34891,78.2276,227.29405,53.32,76.90885667,66.11657555,6.322943332,22.9,122344,21843,34.94948022,7.903872384,399.7763914,41.67635762,11.68,0,24.23441358,35.9,179333,282.5,43.39120561,5.332481802,9.873291804,782.0502545,13.94281356,11.38760657,6.674205714,4.120741281,85.14538,58771,41.13862298,4.1,19746227,21.4162736,14.67669748,2884246,14.60656762,189764,0.96101397,1677323,8.494397436,26223,0.132800053,3672791,18.59996343,11162574,56.53016143,1324386,7.188345769,51.47801654,2349997,12.12707519
37000,North Carolina,0,2016,0,7199.7,18.6,9.010476791,19.1,29.12762716,6.7,24.99566193,75.40673084,15.1,32.73123638,496.4688021,38.90938584,18.10974996,70.72459,52.39359,192.2875,51.12,82.90729596,64.51060113,6.138538544,24.1,93318,19629,36.31198957,11.6764114,355.269555,63.20273528,12.33,0,16.5048386,30.5,116049,362.1,57.61724102,7.798441677,10.52932497,326.5394147,18.29741086,13.2513781,14.65897176,6.938657996,85.59967,46596,47.17319133,6.2,9943964,23.00439744,14.71608304,2123557,21.3552362,154735,1.556069592,267385,2.688917619,11930,0.119972277,894276,8.993154038,6373505,64.09420831,245102,2.683943633,51.2810686,3233727,33.91256636
38000,North Dakota,0,2016,0,6597.6,13.7,6.483820704,19.9,30.21837814,8.4,25.24079067,65.58487996,25,47.30878187,419.0798539,27.68781785,12.3079864,79.21006,59.23065,151.86306,50.58,85.77511034,74.009541,2.762219959,13.7,103917,23857,26.87907397,16.61614088,240.454108,63.46327143,10.01,0,10.80961562,13,6786,314.4,65.4997469,6.470524035,7.88495866,34.64335266,7.800739017,3.884387675,16.84576951,8.653474416,106.56108,60227,23.87138485,1.9,739482,22.78987183,14.19885812,14810,2.002753279,40277,5.446650493,9412,1.27278284,545,0.073700239,23439,3.169651188,640384,86.59899768,3425,0.520473213,48.74533795,269719,40.10148813
