FIPS,State,County,Year,Yrs_Potential_Life_Lost_per100K(YPLL),Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),Graduation_Rate,Percent_Adults(25-44)_with_Some_Post-secondary_Ed,Percent_Ppl(16+)_Unemployed_&_Looking_for_Work,Percent_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature(under75)_Age_Adjusted_Mortality_per_100K,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_per_1K_live_births,Percent_Adults(20+)_Diagnosed_Diabetes,Ppl(Age13+)_diagnosed_HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Free/Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian/Other_Pacific_Islander,Percent_Native_Hawaiian/Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
48053,Texas,Burnet,2017,7218.2,16.79438606,6.774580336,15.0662594,30,6.2,28.1,73.28187135,16.57989212,31.25,317.2,43.28593997,23.86715867,44.50081,50.59059,59.38895,57.07,93.2,50.09788993,3.684783123,22.3,93390,22633,39.47587354,13.5727477,211.9395163,77.90066759,8.4,Yes,14.64737794,33.6,641,357.9,53.85996409,7.149240393,10,120.5,16.2,0,26.45718672,17.35774369,39.59264,53086,58.27318157,5.6,45463,21.78254845,21.63517586,862,1.896047335,514,1.13058971,324,0.712667444,28,0.061588545,10018,22.0355014,33561,73.82046939,1343,3.215611158,50.98431692,23800,55.67251462
48055,Texas,Caldwell,2017,6791.5,23.14520535,9.141681364,16.63500237,26.4,7.2,25.8,50.26270162,16.29223284,30.43478261,586.3,48.95949461,24.04591713,35.16704,32.08134,54.2915,77.85,92,45.28829819,4.305974825,25.2,90535,21689,32.24453763,9.796533534,293.3819477,65.06048592,9.1,Yes,17.42130229,53.1,479,378.2,35.77817531,6.131386861,9.8,199.9,14.2,0,20.5402828,13.09878752,37.01693,46093,71.3013989,4,40522,23.98697004,13.58274518,2484,6.130003455,628,1.549775431,408,1.006860471,27,0.066630472,20382,50.29860323,16792,41.4392182,1817,4.912005623,49.62242732,16099,42.29233437
48057,Texas,Calhoun,2017,7793,21.16975301,7.606589147,14.29167984,29.1,7,23,47.61236612,15.93088295,33.33333333,362.3,68.57249626,20.43413586,55.05345,27.40352,9.13451,94.56,92.6,52.15909091,3.854281126,26.2,102888,22378,30.48668503,11.92824701,452.0840578,71.8569494,7.8,Yes,14.99364676,21.8,277,369.2,0,0,11.6,84.5,13.5,16.79440594,23.79095679,12.92421312,50.23978,50873,60.70075758,0,21895,25.06965061,16.38730304,559,2.553094314,161,0.7353277,1051,4.80018269,12,0.054807034,10605,48.43571592,9466,43.23361498,1118,5.539864229,48.8924412,9564,44.73130349
48059,Texas,Callahan,2017,8897.5,14.90712575,9.791666667,15.6161012,28.4,6.7,25.5,33.14382753,17.49010365,18.18181818,199.6,34.96266124,20.46528872,14.80056,14.75253,7.37626,41.34,96.7,56.82528656,4.272617194,21,84663,15284,22.61495152,18.50070303,92.87774356,75.41366614,7.3,Yes,12.40384615,25.1,255,482.3,0,0,11,123.7,17.8,0,22.17084218,12.69942565,59.01011,44450,51.67917819,0,13557,22.28369108,20.23308992,192,1.416242532,101,0.745002582,85,0.626982371,9,0.066386369,1337,9.862063878,11676,86.12524895,103,0.809557494,50.66755182,9776,72.17956291
48061,Texas,Cameron,2017,6089.4,31.66131286,7.83673317,14.37505206,33.2,6.7,25.8,74.38112353,15.11372746,32.70440252,477.9,69.18010897,32.8085528,45.67166,28.66239,42.40139,57.35,90.2,46.72162762,7.11646733,45.9,74425,13085,39.58209,5.280785553,252.0899955,28.66709037,8.6,Yes,24.84830483,21.5,3701,314.2,45.77637864,5.837392145,9.3,207.8,12.1,2.540037339,9.11593711,13.8770808,44.5333,34044,85.27579653,2.1,422156,31.28440671,12.8066402,1868,0.442490454,2535,0.600488919,3315,0.78525474,276,0.065378675,375026,88.83588058,41252,9.771743147,68124,17.86559109,51.66928813,34207,8.42080646
48063,Texas,Camp,2017,9980.9,20.6487183,7.951070336,17.37684592,31.8,6.1,26.2,47.1816789,15.54204966,20,612.3,67.94483687,25.52679688,63.38642,39.42596,39.42596,83.79,97.5,42.56373938,6.243825331,30.6,75933,19751,30.86494689,13.46961414,345.634372,79.90794605,9.7,No,17.76536313,29,199,456.6,76.22532205,0,11.2,139.3,20.6,0,36.63968307,15.17647059,39.42596,40768,80.24590164,0,12682,26.39173632,17.44992903,2078,16.38542817,126,0.993534143,114,0.898911844,20,0.157703832,3005,23.69500079,7239,57.08090207,476,4.08583691,51.61646428,7624,61.47891299
48065,Texas,Carson,2017,6838.1,12.07438334,6.666666667,13.40139035,28.4,7,26.2,50.21028793,19.96588818,0,133.1,33.10344828,17.71210294,0,16.75322,16.75322,36.97,98.7,67.44536549,3.211303789,11.2,109942,28451,27.93629728,24.94595044,167.1339228,85.50381479,7.1,Yes,6.852248394,32.7,81,366.4,0,0,11,102.1,13.5,0,35.0385424,12.89918597,100.51935,61083,30.50039714,0,5969,25.04607137,16.753225,55,0.921427375,87,1.457530575,30,0.50259675,4,0.0670129,602,10.08544145,5118,85.74300553,6,0.104712042,49.85759759,5885,95.19572954
48067,Texas,Cass,2017,9266.5,17.46629712,8.530236284,16.45637928,31.3,5.7,26.3,41.37014181,15.65519306,30.43478261,336.3,54.61658842,18.91253952,29.74125,29.69023,9.89674,56.32,95,45.68050925,6.896836541,29.4,78695,16232,41.96572433,17.18383398,324.0476295,90.53242316,10,Yes,13.09674694,35.3,584,492.4,51.40255544,0,13.7,131.6,23.5,0,27.81864132,10.87848352,29.69023,39274,61.7809439,8,30313,22.62725563,21.6738693,5126,16.91023653,215,0.709266651,117,0.385973015,6,0.019793488,1325,4.371061921,23155,76.38636889,87,0.304707201,51.77316663,22547,74.01194853
48069,Texas,Castro,2017,6231.6,27.06755133,7.434554974,16.85544754,28.1,8.3,23.1,38.89853634,14.97851294,33.33333333,149.4,84.3649702,32.90147635,12.85182,0,13.06165,39.8,98.1,35.19553073,3.455842019,28.8,76682,22970,30.71222725,15.42218224,138.6453533,52.83417616,7.4,No,16.98841699,20.4,88,374.4,0,0,9.3,0,10.9,0,19.76107069,21.11292962,39.18495,43372,79.02753369,0,7656,29.5846395,14.35475444,145,1.893939394,129,1.684952978,39,0.509404389,1,0.013061651,4812,62.85266458,2602,33.98641588,997,13.73656655,48.91588297,3689,45.75787646
48071,Texas,Chambers,2017,7731.8,15.37637773,8.018292683,15.25682901,28.6,7.4,26.3,66.3465922,19.5488436,18.18181818,114.1,35.04273504,17.38100175,10.4863,5.14628,18.01199,91.45,98.2,57.02694581,5.30874546,12,132389,26028,19.88987635,6.553938917,255.8565752,80.29401621,9.9,Yes,10.00411692,47,476,403.6,60.06294597,0,9.6,57.8,15.2,11.42154279,25.50079641,12.77326107,43.74341,77282,32.59187621,6.7,38863,27.66641793,10.93585158,3223,8.293235211,421,1.083292592,547,1.407508427,35,0.090059954,8510,21.89743458,26069,67.07922703,1552,4.470561125,49.66420503,16046,45.72031001
48073,Texas,Cherokee,2017,8871.6,21.1001734,7.385496183,18.35634277,30.1,5.9,30.3,47.24161668,15.67457707,27.27272727,513,69.5780903,24.8978575,33.39751,29.10248,73.72628,83.18,91.8,44.66726692,5.208233144,27.6,81542,17087,38.24725654,9.822796747,426.2275939,74.70625968,9.5,Yes,16.64753157,32.1,764,439.5,72.20628195,6.626277925,11.6,240.9,20.3,9.131109691,26.05333931,13.70331796,23.28198,41355,64.95910848,3.9,51542,25.68972877,16.31873036,7317,14.19618952,839,1.627798688,305,0.591750417,28,0.054324629,11642,22.58740445,31429,60.97745528,2354,4.94693706,49.06290016,32057,63.04848068
